page_id,title,html_file_size,text_file_size,is_disambiguation_page,infobox_count,num_annotations,下部組織,予算データの年,人数,人数データの年,代表者,代表者の地位職業,初代代表者,別名,国名,年間予算,後継組織,成立年,成立時の構成組織,所在地,所属組織,業務内容,法令,種類,解散年,読み
617653,賞勲局,44999,9616,False,0,,,,,,,,,,,,,,,,,,,,,
617692,内蔵寮,43757,14922,False,0,,,,,,,,,,,,,,,,,,,,,
617727,諸陵寮,31717,8655,False,0,,,,,,,,,,,,,,,,,,,,,
618124,ヴィンペル部隊,31534,9659,False,1,,,,,,,,,,,,,,,,,,,,,
618252,カザフスタン内務省,33305,7784,False,0,34,22,0,0,0,1,3,1,1,2,0,0,0,1,0,0,1,0,2,0,0
618532,内務人民委員部,46805,11982,False,1,,,,,,,,,,,,,,,,,,,,,
619889,喪儀司,21559,5963,False,0,,,,,,,,,,,,,,,,,,,,,
619904,主計寮,22630,6321,False,0,,,,,,,,,,,,,,,,,,,,,
619914,主税寮,23090,6451,False,0,,,,,,,,,,,,,,,,,,,,,
620560,小笠原総合事務所,78824,14319,False,1,,,,,,,,,,,,,,,,,,,,,
621925,ブルガリア内務省,35067,8486,False,0,,,,,,,,,,,,,,,,,,,,,
622014,ブルガリア国防省,33794,7758,False,0,,,,,,,,,,,,,,,,,,,,,
622917,ロシア帝国内務省警察部警備局,42453,11094,False,1,,,,,,,,,,,,,,,,,,,,,
623123,主鷹司,22582,6364,False,0,,,,,,,,,,,,,,,,,,,,,
623185,京職,43412,14754,False,0,,,,,,,,,,,,,,,,,,,,,
625661,ブルガリア内務省国家国境警察庁,25560,6834,False,0,,,,,,,,,,,,,,,,,,,,,
627866,議政官,34047,9226,False,1,,,,,,,,,,,,,,,,,,,,,
628109,国防省 (クロアチア),34759,7801,False,1,,,,,,,,,,,,,,,,,,,,,
628513,金融再生委員会,81923,18738,False,1,,,,,,,,,,,,,,,,,,,,,
630490,戦闘警察,36408,9683,False,1,,,,,,,,,,,,,,,,,,,,,
635032,主殿寮,22878,6355,False,0,,,,,,,,,,,,,,,,,,,,,
635051,司法院,85329,18354,False,2,,,,,,,,,,,,,,,,,,,,,
635071,考試院 (中華民国),40748,8321,False,1,,,,,,,,,,,,,,,,,,,,,
635371,米国特許商標庁,59100,13445,False,1,,,,,,,,,,,,,,,,,,,,,
635398,三極特許庁,19764,5718,False,0,,,,,,,,,,,,,,,,,,,,,
635817,艦政本部,48135,16343,False,1,,,,,,,,,,,,,,,,,,,,,
635960,中華民国内政部,57162,10279,False,1,,,,,,,,,,,,,,,,,,,,,
636158,国防部 (中華民国),79599,14835,False,1,,,,,,,,,,,,,,,,,,,,,
636475,財政部 (中華民国),57660,9810,False,1,,,,,,,,,,,,,,,,,,,,,
637687,蒙古聯合自治政府,52122,13821,False,0,,,,,,,,,,,,,,,,,,,,,
638531,内務局 (琉球政府),23246,6532,False,0,,,,,,,,,,,,,,,,,,,,,
638546,計画局 (琉球政府),22772,6421,False,0,,,,,,,,,,,,,,,,,,,,,
638564,中央労働委員会 (琉球政府),34711,7837,False,0,,,,,,,,,,,,,,,,,,,,,
638824,日本工業標準調査会,74730,30216,False,0,,,,,,,,,,,,,,,,,,,,,
638985,サイボーグ対策室,38535,11022,False,0,,,,,,,,,,,,,,,,,,,,,
639689,中央社会保険医療協議会,74449,24363,False,1,,,,,,,,,,,,,,,,,,,,,
639945,郷議局,20291,6666,False,0,,,,,,,,,,,,,,,,,,,,,
641961,市政局,23584,7377,False,0,20,1,0,2,0,0,3,0,2,0,0,0,1,2,4,0,1,0,2,2,0
641967,区域市政局,25632,7016,False,1,,,,,,,,,,,,,,,,,,,,,
644024,交通部 (中華民国),70707,11210,False,1,,,,,,,,,,,,,,,,,,,,,
644060,法務部 (中華民国),54950,10493,False,1,,,,,,,,,,,,,,,,,,,,,
644214,衛生福利部 (中華民国),44325,9575,False,1,,,,,,,,,,,,,,,,,,,,,
644253,行政院環境保護署,41207,10049,False,1,,,,,,,,,,,,,,,,,,,,,
646372,グルジア国防省,31562,7219,False,0,,,,,,,,,,,,,,,,,,,,,
646578,木工寮,30822,9758,False,0,28,0,0,0,0,2,5,0,2,2,0,2,0,0,0,1,9,1,3,0,1
647686,内政局 (琉球政府),22017,5978,False,0,,,,,,,,,,,,,,,,,,,,,
648724,統領政府,252991,46546,False,6,,,,,,,,,,,,,,,,,,,,,
649196,アメリカ合衆国鉄道管理局,41875,11726,False,0,,,,,,,,,,,,,,,,,,,,,
649610,中央児童福祉審議会,28664,7858,False,0,,,,,,,,,,,,,,,,,,,,,
650795,中華民国行政院海岸巡防署,75749,18290,False,2,,,,,,,,,,,,,,,,,,,,,
650815,行政院大陸委員会,39063,8949,False,1,,,,,,,,,,,,,,,,,,,,,
650839,科技部 (中華民国),38661,8390,False,1,,,,,,,,,,,,,,,,,,,,,
653492,ロシア連邦政府,39945,9319,False,1,,,,,,,,,,,,,,,,,,,,,
653895,オーストラリア統計局,24263,6453,False,0,10,0,0,0,0,0,0,0,4,1,0,0,0,0,1,0,3,0,1,0,0
654228,ビクトリア州上院,24178,6465,False,1,,,,,,,,,,,,,,,,,,,,,
654239,ビクトリア州下院,27070,6943,False,1,,,,,,,,,,,,,,,,,,,,,
654329,管区気象台,46847,11404,False,0,,,,,,,,,,,,,,,,,,,,,
654477,海洋気象台,39712,10314,False,0,,,,,,,,,,,,,,,,,,,,,
656290,中国共産党中央規律検査委員会,79575,12345,False,0,,,,,,,,,,,,,,,,,,,,,
656345,中国共産党中央軍事委員会,133239,27236,False,0,,,,,,,,,,,,,,,,,,,,,
659850,デラウェア州議会,30231,8454,False,1,,,,,,,,,,,,,,,,,,,,,
661082,デラウェア州下院,24221,7184,False,0,,,,,,,,,,,,,,,,,,,,,
661553,戦災復興院,34067,10485,False,0,,,,,,,,,,,,,,,,,,,,,
661556,帝都復興院,31252,8624,False,0,,,,,,,,,,,,,,,,,,,,,
661614,自衛隊地方協力本部,69356,15399,False,0,,,,,,,,,,,,,,,,,,,,,
666992,政府暗号学校,39085,10649,False,0,,,,,,,,,,,,,,,,,,,,,
668340,アメリカ航空諮問委員会,111862,22244,False,1,,,,,,,,,,,,,,,,,,,,,
670670,企画院,64959,21166,False,1,46,8,0,0,0,2,7,2,1,3,0,6,2,3,1,3,2,0,1,4,1
673377,青少年問題に関する特別委員会,35425,11110,False,0,,,,,,,,,,,,,,,,,,,,,
674089,衆議院事務局,23540,6764,False,0,,,,,,,,,,,,,,,,,,,,,
674092,参議院事務局,27398,9279,False,0,,,,,,,,,,,,,,,,,,,,,
678758,典圜局,24482,6815,False,1,,,,,,,,,,,,,,,,,,,,,
679496,医道審議会,62612,18565,False,0,,,,,,,,,,,,,,,,,,,,,
681914,憲法制定国民議会,184756,29203,False,1,,,,,,,,,,,,,,,,,,,,,
686109,出入管理庁,48198,13468,False,0,,,,,,,,,,,,,,,,,,,,,
687612,議院法制局,29362,11320,False,0,40,12,0,0,0,0,0,0,8,0,0,0,2,0,0,7,6,3,1,0,1
687647,議院事務局,33016,12827,False,0,,,,,,,,,,,,,,,,,,,,,
688001,琉球列島米国軍政府,43846,11695,False,1,,,,,,,,,,,,,,,,,,,,,
688042,臨時琉球諮詢委員会,33300,8120,False,0,,,,,,,,,,,,,,,,,,,,,
688045,琉球臨時中央政府,35309,9000,False,0,,,,,,,,,,,,,,,,,,,,,
688863,連邦航空局,62168,15298,False,1,,,,,,,,,,,,,,,,,,,,,
689189,大陪審,61031,23050,False,0,,,,,,,,,,,,,,,,,,,,,
690258,海軍航空本部,37802,10585,False,1,,,,,,,,,,,,,,,,,,,,,
690858,ロシア外務省,247325,27225,False,1,,,,,,,,,,,,,,,,,,,,,
698818,労働安全衛生総合研究所,75031,15135,False,0,,,,,,,,,,,,,,,,,,,,,
702235,拉致問題対策本部,68850,17507,False,0,,,,,,,,,,,,,,,,,,,,,
709192,軍事保安局 (ドイツ),43047,12027,False,1,,,,,,,,,,,,,,,,,,,,,
709363,麻薬取締局,66028,17562,False,0,,,,,,,,,,,,,,,,,,,,,
711348,SISDE,20597,6427,False,0,,,,,,,,,,,,,,,,,,,,,
712851,通商代表部,20038,6089,False,0,,,,,,,,,,,,,,,,,,,,,
714586,総理各国事務衙門,52492,17589,False,0,,,,,,,,,,,,,,,,,,,,,
715412,北アイルランド議会,82850,15600,False,1,,,,,,,,,,,,,,,,,,,,,
715815,徳島県警察,62940,15862,False,1,,,,,,,,,,,,,,,,,,,,,
715833,SISMI,21761,6849,False,0,,,,,,,,,,,,,,,,,,,,,
716568,長崎府,27059,8010,False,0,,,,,,,,,,,,,,,,,,,,,
716595,総理大臣官邸警備隊,39487,8980,False,0,,,,,,,,,,,,,,,,,,,,,
717324,人事委員会 (琉球政府),26181,8543,False,0,,,,,,,,,,,,,,,,,,,,,
718120,沖縄県警察,59428,12664,False,1,,,,,,,,,,,,,,,,,,,,,
722783,教育課程審議会,23195,6277,False,0,,,,,,,,,,,,,,,,,,,,,
726047,第一管区海上保安本部,44656,11605,False,0,,,,,,,,,,,,,,,,,,,,,
730746,教育再生会議,66104,25550,False,0,,,,,,,,,,,,,,,,,,,,,
732977,警視庁公安部,89487,26661,False,0,,,,,,,,,,,,,,,,,,,,,
733450,地方検察庁,44793,9199,False,0,,,,,,,,,,,,,,,,,,,,,
733457,区検察庁,114240,14958,False,0,,,,,,,,,,,,,,,,,,,,,
735216,文化審議会,36940,13215,False,0,,,,,,,,,,,,,,,,,,,,,
736178,経済部 (中華民国),64752,12237,False,1,,,,,,,,,,,,,,,,,,,,,
736225,行政院経済建設委員会,42839,8830,False,1,35,0,0,0,0,1,2,1,7,2,0,0,1,11,0,1,4,1,1,0,3
736233,教育部青年発展署,45933,9144,False,1,,,,,,,,,,,,,,,,,,,,,
736239,文化部 (中華民国),49128,9396,False,1,,,,,,,,,,,,,,,,,,,,,
743568,第四管区海上保安本部,43313,10622,False,0,,,,,,,,,,,,,,,,,,,,,
743653,第七管区海上保安本部,48480,11870,False,0,,,,,,,,,,,,,,,,,,,,,
743682,第八管区海上保安本部,44967,11478,False,0,,,,,,,,,,,,,,,,,,,,,
744254,水産海洋省 (カナダ),44501,14277,False,1,,,,,,,,,,,,,,,,,,,,,
747446,香港金融管理局,59927,11733,False,1,,,,,,,,,,,,,,,,,,,,,
749380,知的財産戦略本部,32504,9787,False,0,,,,,,,,,,,,,,,,,,,,,
751861,大韓民国国政広報処,31299,8897,False,1,,,,,,,,,,,,,,,,,,,,,
752684,大韓民国国家清廉委員会,30568,8807,False,1,33,6,0,1,0,1,3,1,5,0,0,1,2,1,2,0,5,1,1,2,1
755050,国民大会,51838,15473,False,2,,,,,,,,,,,,,,,,,,,,,
756611,中央政府駐香港連絡弁公室,37798,13775,False,0,,,,,,,,,,,,,,,,,,,,,
757239,国務院香港マカオ事務弁公室,38936,8988,False,0,,,,,,,,,,,,,,,,,,,,,
758174,国家大会議,92261,15038,False,1,,,,,,,,,,,,,,,,,,,,,
758231,パリ消防旅団,26004,7598,False,0,,,,,,,,,,,,,,,,,,,,,
760648,警察庁警備局公安課,50545,13293,False,0,,,,,,,,,,,,,,,,,,,,,
760819,警視庁警備部,53877,19938,False,0,,,,,,,,,,,,,,,,,,,,,
764209,市司,22374,6961,False,0,,,,,,,,,,,,,,,,,,,,,
765907,太平洋津波警報センター,32358,10056,False,0,,,,,,,,,,,,,,,,,,,,,
767583,ロシア連邦議会,74364,13054,False,1,49,23,0,5,1,2,2,0,7,4,0,0,1,0,0,0,0,2,1,0,1
768289,朝鮮人民軍後方総局,24895,8628,False,0,,,,,,,,,,,,,,,,,,,,,
770957,護衛司令部,28859,8389,False,1,,,,,,,,,,,,,,,,,,,,,
771087,琉球上訴裁判所,25817,7249,False,0,,,,,,,,,,,,,,,,,,,,,
775322,関東運輸局,63712,12384,False,1,,,,,,,,,,,,,,,,,,,,,
777637,国地方係争処理委員会,54750,16055,False,0,11,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,4,2,0,1
777888,東京都建設局,42966,10467,False,1,,,,,,,,,,,,,,,,,,,,,
778264,アゼルバイジャン国家保安省,24621,7459,False,0,,,,,,,,,,,,,,,,,,,,,
780930,ソビエト連邦人民委員会議,41457,12697,False,0,,,,,,,,,,,,,,,,,,,,,
782114,アメリカ国家地球空間情報局,58058,13045,False,0,,,,,,,,,,,,,,,,,,,,,
783335,東京入国管理局,31320,9242,False,1,,,,,,,,,,,,,,,,,,,,,
783343,地方社会保険事務局,38022,11748,False,0,,,,,,,,,,,,,,,,,,,,,
783373,アゼルバイジャン内務省,36182,8001,False,0,42,32,0,0,0,0,0,0,5,1,0,0,0,1,0,0,1,0,1,0,1
784709,連邦公開市場委員会,36943,10739,False,0,,,,,,,,,,,,,,,,,,,,,
788631,合衆国政府印刷局,25772,7381,False,0,,,,,,,,,,,,,,,,,,,,,
788877,中国気象局,54068,10992,False,3,38,15,0,1,0,1,1,1,4,2,0,0,2,2,1,3,1,0,2,0,2
790529,登記所 (琉球政府),33930,7945,False,0,,,,,,,,,,,,,,,,,,,,,
791658,国務院台湾事務弁公室,39979,8932,False,1,,,,,,,,,,,,,,,,,,,,,
795915,親日反民族行為真相糾明委員会,41194,10021,False,1,,,,,,,,,,,,,,,,,,,,,
796594,中央情報局,270218,67907,False,0,,,,,,,,,,,,,,,,,,,,,
797187,関東財務局,31438,9901,False,1,29,18,0,0,0,1,1,0,0,0,0,0,0,0,3,2,1,0,2,0,1
797502,教育刷新委員会,27461,7804,False,0,,,,,,,,,,,,,,,,,,,,,
797628,中央教育委員会 (琉球政府),37987,10071,False,0,,,,,,,,,,,,,,,,,,,,,
799045,大阪市警視庁,69414,14023,False,0,,,,,,,,,,,,,,,,,,,,,
800576,捕盗庁,54857,9124,False,1,,,,,,,,,,,,,,,,,,,,,
804672,終戦連絡中央事務局,33610,10702,False,0,,,,,,,,,,,,,,,,,,,,,
804855,満州国参議府,40253,10219,False,0,,,,,,,,,,,,,,,,,,,,,
804857,立法院 (満州国),33727,9246,False,0,,,,,,,,,,,,,,,,,,,,,
804859,満州国監察院,33171,8542,False,0,,,,,,,,,,,,,,,,,,,,,
804862,総務庁 (満州国),40592,9477,False,0,,,,,,,,,,,,,,,,,,,,,
805707,行政院農業委員会,38171,7996,False,1,,,,,,,,,,,,,,,,,,,,,
806595,MJ-12,62989,21598,False,0,,,,,,,,,,,,,,,,,,,,,
807177,人民委員会,34685,10774,False,1,,,,,,,,,,,,,,,,,,,,,
809542,大阪法務局,46824,15151,False,6,,,,,,,,,,,,,,,,,,,,,
812382,北海道財務局,23051,6022,False,1,,,,,,,,,,,,,,,,,,,,,
812395,東北財務局,23629,6126,False,1,,,,,,,,,,,,,,,,,,,,,
812405,北陸財務局,20921,5535,False,1,,,,,,,,,,,,,,,,,,,,,
812411,東海財務局,24454,6274,False,1,,,,,,,,,,,,,,,,,,,,,
812417,中国財務局,23476,6115,False,1,,,,,,,,,,,,,,,,,,,,,
812422,四国財務局,27765,7963,False,1,,,,,,,,,,,,,,,,,,,,,
812429,九州財務局,26013,7212,False,1,,,,,,,,,,,,,,,,,,,,,
812435,福岡財務支局,37552,8245,False,1,,,,,,,,,,,,,,,,,,,,,
812643,左院,30204,8090,False,1,,,,,,,,,,,,,,,,,,,,,
813896,地方農政局,69004,18873,False,0,,,,,,,,,,,,,,,,,,,,,
815059,地方法務局,48769,13367,False,0,,,,,,,,,,,,,,,,,,,,,
816187,北海道農政事務所,59811,11310,False,1,,,,,,,,,,,,,,,,,,,,,
816197,北海道厚生局,22249,5837,False,1,14,5,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,0,1
816200,東北厚生局,22805,5946,False,1,,,,,,,,,,,,,,,,,,,,,
816206,関東信越厚生局,28147,7262,False,1,,,,,,,,,,,,,,,,,,,,,
816212,東海北陸厚生局,27932,7691,False,1,,,,,,,,,,,,,,,,,,,,,
816214,近畿厚生局,23975,6347,False,1,,,,,,,,,,,,,,,,,,,,,
816218,中国四国厚生局,23246,6180,False,1,,,,,,,,,,,,,,,,,,,,,
816222,四国厚生支局,37374,8313,False,1,,,,,,,,,,,,,,,,,,,,,
816229,九州厚生局,23366,6345,False,1,,,,,,,,,,,,,,,,,,,,,
816260,財務事務所,22243,8509,False,0,,,,,,,,,,,,,,,,,,,,,
816409,札幌入国管理局,25795,7302,False,1,23,8,0,0,0,0,2,0,0,0,0,0,0,0,6,2,1,1,2,0,1
817173,横浜市警察,60818,10941,False,0,,,,,,,,,,,,,,,,,,,,,
817175,京都市警察,57441,10594,False,0,,,,,,,,,,,,,,,,,,,,,
817176,名古屋市警察,61497,11404,False,0,,,,,,,,,,,,,,,,,,,,,
817177,警視庁 (内務省),80058,17638,False,0,,,,,,,,,,,,,,,,,,,,,
817180,警視庁 (旧警察法),66042,14010,False,0,,,,,,,,,,,,,,,,,,,,,
817488,関東農政局,44001,10327,False,1,,,,,,,,,,,,,,,,,,,,,
817530,北陸農政局,38998,8714,False,1,,,,,,,,,,,,,,,,,,,,,
819237,地球温暖化対策推進本部,27985,7382,False,0,,,,,,,,,,,,,,,,,,,,,
819376,アメリカ合衆国商務労働省,55996,11379,False,0,,,,,,,,,,,,,,,,,,,,,
819817,森林管理局,50597,10660,False,0,,,,,,,,,,,,,,,,,,,,,
819871,漁業調整事務所,35287,8181,False,0,,,,,,,,,,,,,,,,,,,,,
820347,地方入国管理局,91494,22758,False,0,,,,,,,,,,,,,,,,,,,,,
821177,管区行政評価局,59879,16346,False,0,,,,,,,,,,,,,,,,,,,,,
821256,静岡運輸支局,33147,9510,False,0,13,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0,2,0,1
821289,公安調査局,68822,16317,False,0,,,,,,,,,,,,,,,,,,,,,
822440,福岡運輸支局,26955,7606,False,0,,,,,,,,,,,,,,,,,,,,,
822444,佐賀運輸支局,19831,5532,False,0,,,,,,,,,,,,,,,,,,,,,
822453,大阪運輸支局,34609,10236,False,0,,,,,,,,,,,,,,,,,,,,,
822455,鉄道庁 (韓国),63860,11421,False,1,,,,,,,,,,,,,,,,,,,,,
822458,京都運輸支局,22694,6265,False,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,1
823053,労働政策審議会,58714,12947,False,0,25,7,0,1,0,1,1,0,1,0,0,0,1,2,0,1,3,5,1,0,1
823498,行政会議 (香港),31338,9924,False,1,,,,,,,,,,,,,,,,,,,,,
823872,山口運輸支局,21674,6093,False,0,,,,,,,,,,,,,,,,,,,,,
824103,宮内庁侍従職,44878,11469,False,0,,,,,,,,,,,,,,,,,,,,,
824223,宮内庁東宮職,59062,15828,False,0,,,,,,,,,,,,,,,,,,,,,
824232,宮内庁式部職,45853,10257,False,0,,,,,,,,,,,,,,,,,,,,,
825953,日本ユネスコ国内委員会,47015,10380,False,1,,,,,,,,,,,,,,,,,,,,,
826106,静岡県警察SRP,38922,9788,False,0,,,,,,,,,,,,,,,,,,,,,
827692,最高検察庁,48197,9604,False,1,,,,,,,,,,,,,,,,,,,,,
827697,航空局,56187,15068,False,0,,,,,,,,,,,,,,,,,,,,,
827807,福岡農政事務所,39381,8757,False,1,,,,,,,,,,,,,,,,,,,,,
828105,ロシア帝国憲兵団,35246,9933,False,0,,,,,,,,,,,,,,,,,,,,,
828284,熊本運輸支局,19551,5499,False,0,,,,,,,,,,,,,,,,,,,,,
828289,鹿児島運輸支局,22919,6468,False,0,,,,,,,,,,,,,,,,,,,,,
828291,宮崎運輸支局,19787,5544,False,0,,,,,,,,,,,,,,,,,,,,,
828292,大分運輸支局,19929,5515,False,0,,,,,,,,,,,,,,,,,,,,,
828293,長崎運輸支局,23930,6932,False,0,,,,,,,,,,,,,,,,,,,,,
828298,高知運輸支局,20364,5647,False,0,,,,,,,,,,,,,,,,,,,,,
828303,岡山運輸支局,29315,8501,False,0,,,,,,,,,,,,,,,,,,,,,
828305,愛媛運輸支局,27538,7352,False,0,,,,,,,,,,,,,,,,,,,,,
828306,香川運輸支局,20047,5644,False,0,,,,,,,,,,,,,,,,,,,,,
828308,徳島運輸支局,24306,7034,False,0,,,,,,,,,,,,,,,,,,,,,
828317,広島運輸支局,21812,6046,False,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,1,0,1
828335,島根運輸支局,21817,6262,False,0,,,,,,,,,,,,,,,,,,,,,
828337,鳥取運輸支局,20782,5909,False,0,15,6,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,1,0,1
828344,和歌山運輸支局,21143,6047,False,0,,,,,,,,,,,,,,,,,,,,,
828347,奈良運輸支局,19414,5489,False,0,,,,,,,,,,,,,,,,,,,,,
828356,滋賀運輸支局,19112,5286,False,0,,,,,,,,,,,,,,,,,,,,,
828358,三重運輸支局,23635,6794,False,0,13,7,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,1
828360,岐阜運輸支局,25206,6609,False,0,,,,,,,,,,,,,,,,,,,,,
828362,福井運輸支局,20061,5603,False,0,,,,,,,,,,,,,,,,,,,,,
828693,長野運輸支局,27995,7466,False,0,,,,,,,,,,,,,,,,,,,,,
828698,石川運輸支局,20908,5676,False,0,,,,,,,,,,,,,,,,,,,,,
828701,富山運輸支局,19379,5380,False,0,,,,,,,,,,,,,,,,,,,,,
828704,新潟運輸支局,22436,6219,False,0,,,,,,,,,,,,,,,,,,,,,
828714,山梨運輸支局,22626,6228,False,0,,,,,,,,,,,,,,,,,,,,,
828718,神奈川運輸支局,30130,8777,False,0,,,,,,,,,,,,,,,,,,,,,
828729,千葉運輸支局,33540,9509,False,0,,,,,,,,,,,,,,,,,,,,,
828745,埼玉運輸支局,34859,10516,False,0,,,,,,,,,,,,,,,,,,,,,
828756,群馬運輸支局,23571,6422,False,0,,,,,,,,,,,,,,,,,,,,,
828767,栃木運輸支局,29954,10444,False,0,,,,,,,,,,,,,,,,,,,,,
828773,茨城運輸支局,25572,6942,False,0,,,,,,,,,,,,,,,,,,,,,
828777,東京運輸支局,31554,8785,False,0,,,,,,,,,,,,,,,,,,,,,
828782,福島運輸支局,42499,9715,False,0,,,,,,,,,,,,,,,,,,,,,
828791,山形運輸支局,25854,7064,False,0,13,6,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,1,0,1
828792,秋田運輸支局,20293,5608,False,0,,,,,,,,,,,,,,,,,,,,,
828797,岩手運輸支局,24909,6838,False,0,,,,,,,,,,,,,,,,,,,,,
828798,青森運輸支局,28291,7478,False,0,,,,,,,,,,,,,,,,,,,,,
828802,北見運輸支局,35657,7539,False,0,,,,,,,,,,,,,,,,,,,,,
828808,帯広運輸支局,36356,7608,False,0,,,,,,,,,,,,,,,,,,,,,
828813,釧路運輸支局,35987,7596,False,0,,,,,,,,,,,,,,,,,,,,,
828817,室蘭運輸支局,36874,7710,False,0,,,,,,,,,,,,,,,,,,,,,
828824,旭川運輸支局,39495,8367,False,0,11,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,1
828828,函館運輸支局,36240,7635,False,0,,,,,,,,,,,,,,,,,,,,,
828837,札幌運輸支局,39044,8060,False,0,,,,,,,,,,,,,,,,,,,,,
828854,司法試験委員会,45197,11867,False,0,,,,,,,,,,,,,,,,,,,,,
828859,検察官適格審査会,47144,12738,False,0,,,,,,,,,,,,,,,,,,,,,
828863,中央更生保護審査会,31645,7347,False,0,,,,,,,,,,,,,,,,,,,,,
828866,検察官・公証人特別任用等審査会,35126,8191,False,0,,,,,,,,,,,,,,,,,,,,,
828870,法務総合研究所,45003,10403,False,0,,,,,,,,,,,,,,,,,,,,,
829567,土地調査庁,35631,8283,False,0,,,,,,,,,,,,,,,,,,,,,
829603,佐賀農政事務所,35165,7416,False,0,,,,,,,,,,,,,,,,,,,,,
829638,大分農政事務所,34185,7142,False,1,,,,,,,,,,,,,,,,,,,,,
829653,宮崎農政事務所,34873,7455,False,1,,,,,,,,,,,,,,,,,,,,,
829671,鹿児島農政事務所,35002,7645,False,1,,,,,,,,,,,,,,,,,,,,,
830669,徳島農政事務所,35271,7308,False,1,,,,,,,,,,,,,,,,,,,,,
830682,愛媛農政事務所,34599,7247,False,1,,,,,,,,,,,,,,,,,,,,,
830687,香川農政事務所,36679,7673,False,1,,,,,,,,,,,,,,,,,,,,,
830698,山口農政事務所,34163,7151,False,1,,,,,,,,,,,,,,,,,,,,,
830888,大阪農政事務所,36455,7462,False,1,,,,,,,,,,,,,,,,,,,,,
833032,宮内庁長官官房,30418,7836,False,0,,,,,,,,,,,,,,,,,,,,,
833084,ソ連国家防衛委員会,24906,7018,False,0,,,,,,,,,,,,,,,,,,,,,
833578,海洋警察特別攻撃隊,24846,7021,False,0,,,,,,,,,,,,,,,,,,,,,
833976,右院,25256,7108,False,0,,,,,,,,,,,,,,,,,,,,,
834960,関東森林管理局,29726,7378,False,1,,,,,,,,,,,,,,,,,,,,,
836415,仙台入国管理局,25336,6995,False,1,,,,,,,,,,,,,,,,,,,,,
836443,アジア大洋州局,41733,10111,False,0,,,,,,,,,,,,,,,,,,,,,
836455,大阪入国管理局,29906,8144,False,1,,,,,,,,,,,,,,,,,,,,,
836468,福岡入国管理局,23902,6733,False,1,,,,,,,,,,,,,,,,,,,,,
836478,名古屋入国管理局,27551,7822,False,1,18,9,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,2,0,1
836491,広島入国管理局,23092,6218,False,1,,,,,,,,,,,,,,,,,,,,,
836495,高松入国管理局,24854,6706,False,1,,,,,,,,,,,,,,,,,,,,,
837091,横須賀市警察,55530,10069,False,0,,,,,,,,,,,,,,,,,,,,,
837093,川崎市警察,55756,9951,False,0,,,,,,,,,,,,,,,,,,,,,
837094,千葉市警察,55889,10053,False,0,,,,,,,,,,,,,,,,,,,,,
837096,福岡市警察,60459,11334,False,0,,,,,,,,,,,,,,,,,,,,,
837110,仙台市警察,58846,10412,False,0,,,,,,,,,,,,,,,,,,,,,
837114,広島市警察,55087,9733,False,0,,,,,,,,,,,,,,,,,,,,,
837116,札幌市警察,56916,10354,False,0,,,,,,,,,,,,,,,,,,,,,
837120,神戸市警察,58900,10689,False,0,,,,,,,,,,,,,,,,,,,,,
838571,ソ連共産党書記局,70452,19674,False,0,,,,,,,,,,,,,,,,,,,,,
839371,連邦選挙委員会,32105,11360,False,1,,,,,,,,,,,,,,,,,,,,,
841099,熊本県議会,51811,10510,False,1,24,9,0,2,0,2,1,0,0,1,0,0,1,0,3,0,0,1,2,0,2
841599,ロシア連邦安全保障会議,37726,11148,False,0,,,,,,,,,,,,,,,,,,,,,
842002,宮内庁書陵部,32904,8254,False,0,,,,,,,,,,,,,,,,,,,,,
842012,宮内庁管理部,27285,6675,False,0,,,,,,,,,,,,,,,,,,,,,
842800,国語審議会,45744,18354,False,0,,,,,,,,,,,,,,,,,,,,,
843740,ウクライナ国家安全保障・国防会議,32844,8754,False,0,,,,,,,,,,,,,,,,,,,,,
843787,グルジア国家安全保障会議,22805,6380,False,0,,,,,,,,,,,,,,,,,,,,,
846193,香港終審法院,29902,8441,False,1,,,,,,,,,,,,,,,,,,,,,
847107,カザフスタン共和国安全保障会議,24153,7195,False,0,,,,,,,,,,,,,,,,,,,,,
848012,雇用均等・児童家庭局,104974,21128,False,0,,,,,,,,,,,,,,,,,,,,,
850228,警保局,59545,14669,False,0,,,,,,,,,,,,,,,,,,,,,
850401,イタリア宇宙機関,51303,9231,False,0,,,,,,,,,,,,,,,,,,,,,
853862,北米局,41646,9782,False,0,,,,,,,,,,,,,,,,,,,,,
853871,総務省大臣官房,51286,14177,False,0,,,,,,,,,,,,,,,,,,,,,
853875,中南米局,39060,8831,False,0,,,,,,,,,,,,,,,,,,,,,
