page_id,title,html_file_size,text_file_size,is_disambiguation_page,infobox_count,num_annotations,ダム,別名,動物,名前の謂れ,国,国内位置,平均流量,所在地,橋・トンネル,水源,水源の標高,流入・合流先,流入元,流域面積,観光地,読み,長さ
221547,川内川,74454,16596,False,1,,,,,,,,,,,,,,,,,,
221570,一ツ瀬川,44713,11100,False,1,,,,,,,,,,,,,,,,,,
221848,穴の川,31025,10007,False,1,,,,,,,,,,,,,,,,,,
222014,重信川,52740,11680,False,1,,,,,,,,,,,,,,,,,,
222046,芦田川,193661,48077,False,3,,,,,,,,,,,,,,,,,,
222089,芦田川 (大阪府),31394,7786,False,1,,,,,,,,,,,,,,,,,,
222420,ウォーカー川 (ネバダ州),74231,17824,False,1,,,,,,,,,,,,,,,,,,
223144,姫川,87965,18780,False,2,,,,,,,,,,,,,,,,,,
223815,ヴィチェグダ川,25418,6792,False,1,,,,,,,,,,,,,,,,,,
224100,ハドソン川,67452,15687,False,1,,,,,,,,,,,,,,,,,,
224388,大聖寺川,39127,9936,False,1,,,,,,,,,,,,,,,,,,
224760,サンジャシント川,27282,7067,False,0,,,,,,,,,,,,,,,,,,
225366,カンザス川,30884,7732,False,0,,,,,,,,,,,,,,,,,,
225987,トレンズ川,21819,6631,False,0,,,,,,,,,,,,,,,,,,
226147,臨津江,34032,8618,False,1,,,,,,,,,,,,,,,,,,
226440,ビッグスー川,27306,7202,False,0,,,,,,,,,,,,,,,,,,
227619,芥川 (大阪府),32417,8125,False,1,,,,,,,,,,,,,,,,,,
228384,大野川 (石川県),28077,7220,False,1,29,0,0,0,0,0,0,0,7,8,5,1,5,0,1,0,1,1
229227,大根川,33358,9137,False,1,,,,,,,,,,,,,,,,,,
233433,思川 (栃木県),52507,15034,False,1,,,,,,,,,,,,,,,,,,
233538,ライタ川,43975,10026,False,1,,,,,,,,,,,,,,,,,,
234481,安威川,39989,10841,False,1,,,,,,,,,,,,,,,,,,
235495,正雀川,29495,8015,False,1,24,0,0,5,1,0,0,0,7,0,3,0,5,0,0,0,1,2
236134,大正川,25990,7114,False,1,,,,,,,,,,,,,,,,,,
236135,茨木川,48499,12159,False,1,,,,,,,,,,,,,,,,,,
236142,糸田川,29433,7394,False,1,14,0,0,0,0,0,0,0,5,0,3,0,2,2,0,0,1,1
236143,下音羽川,29121,7694,False,1,,,,,,,,,,,,,,,,,,
236284,山田川 (大阪府),25558,6805,False,1,,,,,,,,,,,,,,,,,,
237208,志染川,44002,13467,False,1,,,,,,,,,,,,,,,,,,
240836,馬淵川,94863,17428,False,1,152,1,1,0,0,1,0,1,14,94,5,1,3,25,2,0,2,2
240850,岩木川,69593,13018,False,1,,,,,,,,,,,,,,,,,,
240858,名取川,61080,12792,False,2,,,,,,,,,,,,,,,,,,
240875,鳴瀬川,52969,10346,False,1,,,,,,,,,,,,,,,,,,
240908,米代川,53156,12201,False,1,57,0,1,0,3,1,0,1,27,0,7,1,4,9,1,0,1,1
240909,子吉川,47251,9140,False,1,,,,,,,,,,,,,,,,,,
240938,関川,53532,10584,False,1,,,,,,,,,,,,,,,,,,
241002,小瀬川,49127,9988,False,1,,,,,,,,,,,,,,,,,,
241004,佐波川,57335,13122,False,1,53,3,2,12,3,1,0,1,17,0,4,2,3,1,1,1,1,1
241005,物部川,66266,17062,False,1,,,,,,,,,,,,,,,,,,
241038,高瀬川,51561,9884,False,1,,,,,,,,,,,,,,,,,,
241542,洛東江,43544,10849,False,2,,,,,,,,,,,,,,,,,,
241581,錦江 (韓国),29288,7476,False,2,,,,,,,,,,,,,,,,,,
241645,奥入瀬川,30964,7667,False,1,,,,,,,,,,,,,,,,,,
242373,生田川,55620,17621,False,0,,,,,,,,,,,,,,,,,,
242636,軽川,29507,8577,False,1,27,0,3,0,1,0,0,0,4,7,2,0,7,0,0,0,2,1
244558,賀茂川,23320,6514,True,0,,,,,,,,,,,,,,,,,,
245075,サクシュコトニ川,32995,9475,False,1,,,,,,,,,,,,,,,,,,
245286,笛吹川,50095,12611,False,1,,,,,,,,,,,,,,,,,,
245436,玉川 (相模川水系),30187,8640,False,0,,,,,,,,,,,,,,,,,,
247024,赤平川,33791,8152,False,1,,,,,,,,,,,,,,,,,,
247989,三樽別川,30368,8007,False,1,,,,,,,,,,,,,,,,,,
248015,三隈川,33878,10282,False,0,,,,,,,,,,,,,,,,,,
248237,キライチ川,41043,8389,False,1,,,,,,,,,,,,,,,,,,
249977,飛騨川,48900,13529,False,1,,,,,,,,,,,,,,,,,,
250585,松川 (富山市),37233,10107,False,1,,,,,,,,,,,,,,,,,,
251857,銭函川,28430,7719,False,1,,,,,,,,,,,,,,,,,,
251968,只見川,52576,13252,False,1,,,,,,,,,,,,,,,,,,
252449,新中川,35329,8641,False,1,,,,,,,,,,,,,,,,,,
252557,国場川,35746,9409,False,1,,,,,,,,,,,,,,,,,,
253074,当別川,61595,12037,False,1,,,,,,,,,,,,,,,,,,
254039,渋谷川,59632,18212,False,1,,,,,,,,,,,,,,,,,,
261999,千保川,31070,8531,False,1,,,,,,,,,,,,,,,,,,
263556,広瀬川 (福島県),30069,8785,False,1,,,,,,,,,,,,,,,,,,
264373,神流川 (利根川水系),43536,10826,False,1,,,,,,,,,,,,,,,,,,
264382,烏川 (利根川水系),42142,9651,False,1,,,,,,,,,,,,,,,,,,
264397,簾舞川,26195,7119,False,1,,,,,,,,,,,,,,,,,,
269874,ライネ川,23030,6548,False,0,,,,,,,,,,,,,,,,,,
270549,レナ川,52372,15043,False,1,,,,,,,,,,,,,,,,,,
272152,中の沢川,28082,7542,False,1,,,,,,,,,,,,,,,,,,
272929,グアダルキビール川,63777,17232,False,1,,,,,,,,,,,,,,,,,,
273636,草津川,34667,12176,False,1,,,,,,,,,,,,,,,,,,
273731,住吉川 (兵庫県),50684,16631,False,1,,,,,,,,,,,,,,,,,,
274912,芦屋川,35087,8740,False,1,,,,,,,,,,,,,,,,,,
275672,ビアフォ氷河,22641,6051,False,0,,,,,,,,,,,,,,,,,,
275673,バルトロ氷河,30025,7607,False,1,,,,,,,,,,,,,,,,,,
275831,美嚢川,42255,11654,False,1,,,,,,,,,,,,,,,,,,
277284,与保呂川,31642,7859,False,1,,,,,,,,,,,,,,,,,,
279139,三原川 (兵庫県),32767,8325,False,1,,,,,,,,,,,,,,,,,,
279758,オーデル川,54472,17704,False,1,,,,,,,,,,,,,,,,,,
282572,木津川 (大阪府),47755,13053,False,1,,,,,,,,,,,,,,,,,,
283919,淀川,178643,60672,False,1,,,,,,,,,,,,,,,,,,
284832,富雄川,38111,9169,False,1,,,,,,,,,,,,,,,,,,
285466,カヤホガ川,26897,7939,False,1,,,,,,,,,,,,,,,,,,
285828,コリヴ川,28877,8311,False,1,,,,,,,,,,,,,,,,,,
286257,早川 (群馬県),34273,8936,False,1,,,,,,,,,,,,,,,,,,
287120,逆川 (太田川水系),27669,7572,False,0,,,,,,,,,,,,,,,,,,
289122,益田川,29270,7684,False,1,,,,,,,,,,,,,,,,,,
289910,酒匂川,38815,11081,False,1,,,,,,,,,,,,,,,,,,
291412,気田川,28195,8788,False,0,,,,,,,,,,,,,,,,,,
291691,エニセイ川,67212,19002,False,1,,,,,,,,,,,,,,,,,,
292794,土佐堀川,31154,8383,False,0,,,,,,,,,,,,,,,,,,
296291,真間川,34330,9155,False,1,,,,,,,,,,,,,,,,,,
297837,オビ川,54144,15428,False,1,,,,,,,,,,,,,,,,,,
299849,エルベ川,42297,10662,False,1,,,,,,,,,,,,,,,,,,
301220,シルダリヤ川,37842,10766,False,0,,,,,,,,,,,,,,,,,,
303133,狩川,35116,8208,False,1,,,,,,,,,,,,,,,,,,
303371,旧江戸川,34332,8420,False,1,,,,,,,,,,,,,,,,,,
303613,カウリッツ川,21005,5738,False,0,,,,,,,,,,,,,,,,,,
304192,伊佐津川,31047,7408,False,1,,,,,,,,,,,,,,,,,,
305307,寺家川,32344,7256,False,1,,,,,,,,,,,,,,,,,,
305313,中津川 (相模川水系),53720,13513,False,1,,,,,,,,,,,,,,,,,,
307042,マルヌ川 (フランス),27087,7197,False,1,,,,,,,,,,,,,,,,,,
307043,マルヌ川 (オーストラリア),27515,7162,False,0,,,,,,,,,,,,,,,,,,
307744,ローヌ川,42050,11676,False,1,,,,,,,,,,,,,,,,,,
307749,デュランス川,31718,7839,False,1,,,,,,,,,,,,,,,,,,
308116,瀬野川,29664,7463,False,1,,,,,,,,,,,,,,,,,,
310476,谷沢川,49738,16225,False,1,,,,,,,,,,,,,,,,,,
310812,蛇崩川,30766,8339,False,1,,,,,,,,,,,,,,,,,,
311655,ソーヌ川,31174,7649,False,1,,,,,,,,,,,,,,,,,,
314977,オーリオ川,27929,7305,False,1,,,,,,,,,,,,,,,,,,
317957,ウール川,30161,7654,False,1,,,,,,,,,,,,,,,,,,
320126,イゾンツォ川,37059,10408,False,1,,,,,,,,,,,,,,,,,,
320198,勝尾寺川,32232,7903,False,1,,,,,,,,,,,,,,,,,,
322154,ポトマック川,42411,11460,False,1,,,,,,,,,,,,,,,,,,
322952,衣川 (岩手県),28129,7225,False,1,25,1,1,0,0,1,0,0,7,0,4,1,3,2,0,3,1,1
323481,梓川,57957,13829,False,1,,,,,,,,,,,,,,,,,,
323514,タルヴェーラ川,25672,6682,False,1,17,0,1,0,0,2,0,0,5,0,2,1,2,0,1,0,1,2
323596,イザルコ川,26384,6811,False,1,,,,,,,,,,,,,,,,,,
325848,五十鈴川,39439,11094,False,0,24,0,2,0,2,0,0,0,7,3,2,0,6,1,0,0,1,0
326186,根郷川,26207,6484,False,1,,,,,,,,,,,,,,,,,,
326667,出石川,26650,6680,False,1,,,,,,,,,,,,,,,,,,
327113,女鳥羽川,34775,10067,False,1,,,,,,,,,,,,,,,,,,
327596,綾川,57139,14659,False,2,,,,,,,,,,,,,,,,,,
327841,湊川 (香川県),30753,7270,False,1,,,,,,,,,,,,,,,,,,
328024,名張川,34672,8215,False,1,45,3,2,0,0,0,0,0,22,0,4,1,3,5,1,2,1,1
328889,岩見川 (秋田県),27444,7064,False,1,,,,,,,,,,,,,,,,,,
329087,牛伏川,31637,7779,False,1,22,0,5,0,0,1,0,0,7,0,2,1,2,0,1,0,2,1
329334,八幡川 (広島市佐伯区),32862,8610,False,1,,,,,,,,,,,,,,,,,,
331648,白ナイル川,74050,19490,False,1,,,,,,,,,,,,,,,,,,
333873,永山新川,30414,9441,False,0,,,,,,,,,,,,,,,,,,
336581,日本三大急流,29414,7588,False,0,,,,,,,,,,,,,,,,,,
338929,石手川,33591,9081,False,1,,,,,,,,,,,,,,,,,,
339520,古座川,39030,9831,False,1,,,,,,,,,,,,,,,,,,
341031,玖珠川,34227,8103,False,1,,,,,,,,,,,,,,,,,,
341040,大山川,31302,9241,False,0,,,,,,,,,,,,,,,,,,
341857,京橋川,46879,10528,False,1,,,,,,,,,,,,,,,,,,
343501,ネグロ川,30242,8306,False,1,,,,,,,,,,,,,,,,,,
345158,松花江,36167,10523,False,1,,,,,,,,,,,,,,,,,,
345252,牡丹江,28755,7202,False,1,,,,,,,,,,,,,,,,,,
345330,ウスリー川,38039,11446,False,1,,,,,,,,,,,,,,,,,,
346066,アンガラ川,33738,8443,False,1,,,,,,,,,,,,,,,,,,
347265,ソジ川,37439,8841,False,1,,,,,,,,,,,,,,,,,,
347273,プリピャチ川,32997,8283,False,1,,,,,,,,,,,,,,,,,,
347295,シヴィスワチ川,29697,7084,False,1,,,,,,,,,,,,,,,,,,
347871,リュブリャニツァ川,27917,7033,False,1,,,,,,,,,,,,,,,,,,
349254,夷隅川,32603,9264,False,1,,,,,,,,,,,,,,,,,,
353736,金生川,21813,6302,False,0,,,,,,,,,,,,,,,,,,
355460,芋沢川,27901,7632,False,1,,,,,,,,,,,,,,,,,,
355917,貴志川,32586,7819,False,1,,,,,,,,,,,,,,,,,,
355952,富田川 (和歌山県),27433,7090,False,1,,,,,,,,,,,,,,,,,,
355979,日置川,30939,7710,False,1,,,,,,,,,,,,,,,,,,
359002,斉勝川,28833,7680,False,1,,,,,,,,,,,,,,,,,,
361746,天満川 (広島県),43670,9268,False,1,,,,,,,,,,,,,,,,,,
365102,ケネベック川,28693,6898,False,1,,,,,,,,,,,,,,,,,,
366790,紫川,36806,9658,False,1,,,,,,,,,,,,,,,,,,
368351,ムース川,23397,6459,False,0,,,,,,,,,,,,,,,,,,
369588,ヨンヌ川,29289,7297,False,1,,,,,,,,,,,,,,,,,,
371029,綏芬河,30946,7535,False,1,10,0,2,0,0,2,0,0,1,0,1,0,1,0,0,0,3,0
372269,芝川 (静岡県),31439,8031,False,1,,,,,,,,,,,,,,,,,,
372386,セージア川,24872,6519,False,1,,,,,,,,,,,,,,,,,,
374064,リエンツァ川,25664,6817,False,1,,,,,,,,,,,,,,,,,,
374500,ブレンタ川,24342,6361,False,1,,,,,,,,,,,,,,,,,,
375204,ネヴァ川,34518,9166,False,1,,,,,,,,,,,,,,,,,,
376152,空知川,66470,13384,False,1,,,,,,,,,,,,,,,,,,
376810,御庄川,38340,8947,False,1,,,,,,,,,,,,,,,,,,
377746,薄川,33500,9489,False,1,,,,,,,,,,,,,,,,,,
378315,奈良井川,31102,7788,False,1,,,,,,,,,,,,,,,,,,
378870,原野谷川,24475,6286,False,0,,,,,,,,,,,,,,,,,,
381602,マイン川,191020,82313,False,1,,,,,,,,,,,,,,,,,,
382155,田川 (長野県),29738,7250,False,1,,,,,,,,,,,,,,,,,,
385143,サヴァ川,37001,9462,False,1,,,,,,,,,,,,,,,,,,
391100,大門沢川,27894,7784,False,1,,,,,,,,,,,,,,,,,,
391143,鎖川,27632,7212,False,1,,,,,,,,,,,,,,,,,,
391412,加田屋川,30990,8974,False,0,,,,,,,,,,,,,,,,,,
392304,長瀬川 (大阪府),77448,21345,False,1,,,,,,,,,,,,,,,,,,
396004,甲六川,35656,8614,False,1,,,,,,,,,,,,,,,,,,
398035,吾妻川,39833,11361,False,1,,,,,,,,,,,,,,,,,,
402019,モーゼル川,33986,8735,False,1,,,,,,,,,,,,,,,,,,
403481,四十八瀬川,24074,6412,False,0,,,,,,,,,,,,,,,,,,
403724,シュプレー川,29288,7770,False,1,,,,,,,,,,,,,,,,,,
404714,リフィー川,50249,10699,False,1,,,,,,,,,,,,,,,,,,
407958,ドラーヴァ川,41975,9703,False,1,,,,,,,,,,,,,,,,,,
408099,ボイン川,48467,10053,False,1,,,,,,,,,,,,,,,,,,
408498,シャノン川,50468,10951,False,0,,,,,,,,,,,,,,,,,,
410007,鏡川,47333,12771,False,1,,,,,,,,,,,,,,,,,,
417109,高川,30574,7904,False,1,,,,,,,,,,,,,,,,,,
420956,水無川 (神奈川県),40891,10379,False,1,,,,,,,,,,,,,,,,,,
422106,タホ川,80845,19722,False,1,,,,,,,,,,,,,,,,,,
422164,西江,41875,12432,False,1,,,,,,,,,,,,,,,,,,
423407,杣川,32313,8806,False,1,,,,,,,,,,,,,,,,,,
425046,金目川,38018,8664,False,1,,,,,,,,,,,,,,,,,,
426103,いたち川 (大阪市),29053,8182,False,0,,,,,,,,,,,,,,,,,,
428478,淮河,42706,14484,False,1,,,,,,,,,,,,,,,,,,
428530,珠江,35353,10814,False,1,,,,,,,,,,,,,,,,,,
433108,早川 (山梨県),32121,8832,False,0,,,,,,,,,,,,,,,,,,
435131,清渓川,35895,9394,False,2,,,,,,,,,,,,,,,,,,
437227,葛葉川,33051,7536,False,1,,,,,,,,,,,,,,,,,,
438093,室川,34265,7607,False,1,,,,,,,,,,,,,,,,,,
440908,堤川,29759,9298,False,1,,,,,,,,,,,,,,,,,,
441379,朝来川,31167,7737,False,1,,,,,,,,,,,,,,,,,,
441660,桜川 (茨城県南部),39711,10158,False,1,73,1,0,0,0,0,0,0,7,35,3,0,3,18,1,3,1,1
441782,桐生川,36981,9082,False,1,,,,,,,,,,,,,,,,,,
443989,碓氷川,34089,8302,False,1,,,,,,,,,,,,,,,,,,
446808,白砂川,28892,7891,False,1,,,,,,,,,,,,,,,,,,
450857,豊川,62576,13122,False,1,,,,,,,,,,,,,,,,,,
451876,ガンビア川,33570,9553,False,0,,,,,,,,,,,,,,,,,,
453336,大戸川,28468,7068,False,1,23,0,0,0,0,0,0,0,11,0,3,0,3,3,1,0,1,1
453610,北山川,36030,9277,False,1,,,,,,,,,,,,,,,,,,
455107,箒川,39783,10194,False,1,,,,,,,,,,,,,,,,,,
458327,正津川,27936,6834,False,1,,,,,,,,,,,,,,,,,,
458341,田名部川,27041,6954,False,1,,,,,,,,,,,,,,,,,,
458809,矢野川,29551,7098,False,1,,,,,,,,,,,,,,,,,,
459155,オルト川,31313,7616,False,1,,,,,,,,,,,,,,,,,,
461975,ピアーヴェ川,30684,7859,False,1,,,,,,,,,,,,,,,,,,
465030,スワン川,26446,7974,False,0,,,,,,,,,,,,,,,,,,
465638,石川 (大阪府),37659,9217,False,1,,,,,,,,,,,,,,,,,,
465813,石田川 (滋賀県),29101,7322,False,1,,,,,,,,,,,,,,,,,,
467087,阿武川,28195,7119,False,1,,,,,,,,,,,,,,,,,,
467110,江古田川,36986,9825,False,1,,,,,,,,,,,,,,,,,,
478477,野田川 (京都府),30234,7548,False,1,,,,,,,,,,,,,,,,,,
478702,神田堀川,25393,6823,False,1,,,,,,,,,,,,,,,,,,
478982,天竺川,32180,8347,False,1,,,,,,,,,,,,,,,,,,
481479,小出川,32041,8395,False,1,,,,,,,,,,,,,,,,,,
482428,甲突川,38248,9584,False,1,,,,,,,,,,,,,,,,,,
483505,芳川,29771,8566,False,1,,,,,,,,,,,,,,,,,,
484179,北ドヴィナ川,27182,6773,False,1,,,,,,,,,,,,,,,,,,
485208,スホナ川,25152,6310,False,1,,,,,,,,,,,,,,,,,,
485910,中村川 (三重県),29070,7110,False,1,,,,,,,,,,,,,,,,,,
486789,シェクスナ川,24269,6271,False,1,,,,,,,,,,,,,,,,,,
487308,ペチョラ川,23616,6251,False,1,,,,,,,,,,,,,,,,,,
490420,黒川 (利根川水系),31467,8016,False,0,51,0,0,0,0,0,0,0,8,31,4,3,2,2,0,0,1,0
498735,アラー川,21880,6018,False,0,,,,,,,,,,,,,,,,,,
498779,オーカー川,22082,6166,False,0,,,,,,,,,,,,,,,,,,
499682,花水川,32551,9651,False,0,,,,,,,,,,,,,,,,,,
500993,引地川,60470,21807,False,1,,,,,,,,,,,,,,,,,,
502954,荒川 (栃木県),47113,12111,False,1,,,,,,,,,,,,,,,,,,
504093,猿猴川,43262,9439,False,1,,,,,,,,,,,,,,,,,,
504110,府中大川,30988,7112,False,1,,,,,,,,,,,,,,,,,,
504363,ネッカー川,52277,20705,False,1,,,,,,,,,,,,,,,,,,
504760,銭塘江,32650,8042,False,1,,,,,,,,,,,,,,,,,,
506314,大津茂川,31666,7720,False,1,26,0,0,0,0,0,0,0,13,0,3,0,2,3,0,3,1,1
507452,紅河,34470,8378,False,1,,,,,,,,,,,,,,,,,,
508940,串川 (神奈川県),31769,7693,False,1,,,,,,,,,,,,,,,,,,
508997,船場川,38424,10312,False,1,,,,,,,,,,,,,,,,,,
510820,イン川,34086,8832,False,1,,,,,,,,,,,,,,,,,,
512411,箕面川,25583,6329,False,1,,,,,,,,,,,,,,,,,,
512819,日橋川,37523,9402,False,1,,,,,,,,,,,,,,,,,,
513949,成羽川,33133,8712,False,1,,,,,,,,,,,,,,,,,,
515122,川内川 (青森県),30622,7357,False,1,,,,,,,,,,,,,,,,,,
515266,外堀川,33069,8912,False,1,,,,,,,,,,,,,,,,,,
515358,菅生川,30408,7438,False,1,,,,,,,,,,,,,,,,,,
515907,天降川,39007,11466,False,1,,,,,,,,,,,,,,,,,,
516532,ミンチョ川,35879,9501,False,1,,,,,,,,,,,,,,,,,,
521962,安芸川,22571,6078,False,0,,,,,,,,,,,,,,,,,,
522976,ネレトヴァ川,64825,19144,False,1,,,,,,,,,,,,,,,,,,
523562,ラーン川,45248,18030,False,0,,,,,,,,,,,,,,,,,,
524225,雨竜川,66336,12353,False,1,,,,,,,,,,,,,,,,,,
526672,鏑川,36337,8794,False,1,,,,,,,,,,,,,,,,,,
526698,神田川 (富士宮市),26514,7039,False,1,,,,,,,,,,,,,,,,,,
526749,四万川,31229,7451,False,1,,,,,,,,,,,,,,,,,,
526760,ダウガヴァ川,30656,7916,False,1,42,3,6,0,0,9,0,1,8,0,3,1,4,4,1,0,0,2
527988,平瀬川,54033,19183,False,1,,,,,,,,,,,,,,,,,,
529487,ガロンヌ川,32356,9007,False,1,48,0,3,0,1,10,1,1,13,2,3,1,5,5,1,0,0,2
531396,西高瀬川,34707,10212,False,1,,,,,,,,,,,,,,,,,,
532971,桃園川,27955,8569,False,0,,,,,,,,,,,,,,,,,,
538682,栗山川,40706,11962,False,1,,,,,,,,,,,,,,,,,,
538713,饒波川,33087,8419,False,1,,,,,,,,,,,,,,,,,,
538717,オーム川,24758,6454,False,1,,,,,,,,,,,,,,,,,,
538750,大井川 (沖縄県),31204,7577,False,1,,,,,,,,,,,,,,,,,,
539480,旧中川,35104,9671,False,1,,,,,,,,,,,,,,,,,,
539570,フィルス川,31331,11210,False,1,,,,,,,,,,,,,,,,,,
540312,エンツ川,22371,6756,False,0,,,,,,,,,,,,,,,,,,
540462,早月川,37539,9507,False,1,,,,,,,,,,,,,,,,,,
541443,忠別川,69717,11252,False,1,,,,,,,,,,,,,,,,,,
541900,佐保川,31260,8051,False,1,,,,,,,,,,,,,,,,,,
542331,コッハー川,31911,10928,False,0,54,0,1,0,1,1,0,0,22,2,12,2,2,0,0,9,1,1
544982,レムス川,30653,9589,False,1,,,,,,,,,,,,,,,,,,
545096,ルムダ川,21229,6307,False,0,,,,,,,,,,,,,,,,,,
545124,ディル川,21330,6799,False,0,,,,,,,,,,,,,,,,,,
548222,ヤクスト川,44170,13565,False,1,56,1,1,10,0,2,0,0,34,0,1,1,3,0,0,0,1,2
550351,馬込川,32116,8980,False,1,,,,,,,,,,,,,,,,,,
550360,都田川,29172,7071,False,1,,,,,,,,,,,,,,,,,,
552402,ナイル川,109792,45211,False,1,,,,,,,,,,,,,,,,,,
552413,コンゴ川,108729,42409,False,1,,,,,,,,,,,,,,,,,,
552634,ジーク川,33447,12721,False,0,,,,,,,,,,,,,,,,,,
552653,サルーム川,24938,6549,False,0,,,,,,,,,,,,,,,,,,
552794,エブロ川,81866,21035,False,1,,,,,,,,,,,,,,,,,,
553164,松川 (白馬村),28719,7699,False,0,,,,,,,,,,,,,,,,,,
553201,松川 (飯田市),25120,6421,False,0,10,1,0,0,0,0,0,0,5,0,1,0,1,0,0,1,1,0
553454,松川 (上高井郡),30162,7395,False,1,,,,,,,,,,,,,,,,,,
554719,楠川,26946,6975,False,0,,,,,,,,,,,,,,,,,,
555209,高野川 (京都市),26677,8085,False,0,,,,,,,,,,,,,,,,,,
557451,天白川 (三重県),32009,7928,False,1,,,,,,,,,,,,,,,,,,
557452,鹿化川,28928,7218,False,1,,,,,,,,,,,,,,,,,,
558193,ルール川,42880,18795,False,0,,,,,,,,,,,,,,,,,,
558775,安間川,28795,7338,False,1,,,,,,,,,,,,,,,,,,
558783,阿多古川,28464,7401,False,1,,,,,,,,,,,,,,,,,,
562607,大落古利根川,49249,12636,False,1,81,1,4,0,1,0,0,1,11,27,2,0,9,21,1,0,1,2
564971,フルダ川,37433,15053,False,0,,,,,,,,,,,,,,,,,,
565519,蘭川,31334,7992,False,1,,,,,,,,,,,,,,,,,,
569098,エーダー川,22209,6811,False,0,,,,,,,,,,,,,,,,,,
570063,ヴェラ川,35125,14831,False,0,,,,,,,,,,,,,,,,,,
571890,夙川,33706,8491,False,1,,,,,,,,,,,,,,,,,,
573798,堀川 (名古屋市),134956,53844,False,1,,,,,,,,,,,,,,,,,,
574377,ポー川 (日本),27296,6928,False,1,,,,,,,,,,,,,,,,,,
577526,レグニッツ川,33400,10952,False,1,,,,,,,,,,,,,,,,,,
579744,ヴィーゼント川,31500,8974,False,1,,,,,,,,,,,,,,,,,,
580988,ペグニッツ川,35380,13509,False,0,,,,,,,,,,,,,,,,,,
580989,レドニッツ川,28071,8466,False,0,74,0,1,0,0,1,0,0,47,0,0,0,4,20,0,0,1,0
582354,不老川,48682,13712,False,1,,,,,,,,,,,,,,,,,,
584107,高瀬川 (長野県),36751,9160,False,1,,,,,,,,,,,,,,,,,,
584144,山崎川,71332,17139,False,1,,,,,,,,,,,,,,,,,,
584363,境川 (浦安市),36523,14208,False,1,,,,,,,,,,,,,,,,,,
584364,境川 (東京都・神奈川県),99191,37424,False,1,,,,,,,,,,,,,,,,,,
584366,境川 (別府市),36959,10091,False,1,41,2,0,0,0,0,0,0,15,12,2,0,4,1,1,2,1,1
584367,駒込川,26952,7229,False,1,,,,,,,,,,,,,,,,,,
584609,城門川,25127,8019,False,0,,,,,,,,,,,,,,,,,,
585641,基隆河,51684,9456,False,2,,,,,,,,,,,,,,,,,,
585677,段子川,23766,6796,False,0,,,,,,,,,,,,,,,,,,
585922,内川 (大阪府),42118,13200,False,1,,,,,,,,,,,,,,,,,,
588296,古隅田川,53460,13707,False,0,,,,,,,,,,,,,,,,,,
588401,北秋川,23473,6278,False,1,16,0,0,0,0,0,0,0,1,0,2,0,4,8,0,0,1,0
591598,神戸川 (島根県),32883,8342,False,1,,,,,,,,,,,,,,,,,,
593172,大同江,39372,9140,False,2,,,,,,,,,,,,,,,,,,
594411,牛頸川,38464,14873,False,0,,,,,,,,,,,,,,,,,,
594785,早川 (神奈川県),36322,9759,False,1,,,,,,,,,,,,,,,,,,
596161,矢作古川,26991,6989,False,1,,,,,,,,,,,,,,,,,,
596771,北漢江,26889,6518,False,1,22,0,3,0,0,6,0,0,5,0,1,0,3,0,0,0,4,0
599239,宝満川,20189,5506,False,0,,,,,,,,,,,,,,,,,,
600336,新川 (都田川水系),30622,8243,False,1,,,,,,,,,,,,,,,,,,
600682,ナイセ川,31910,9215,False,1,,,,,,,,,,,,,,,,,,
602490,水窪川,24477,6603,False,0,,,,,,,,,,,,,,,,,,
602546,江川 (横浜市),31562,7306,False,1,,,,,,,,,,,,,,,,,,
602796,天白川 (愛知県),44768,11654,False,1,,,,,,,,,,,,,,,,,,
604914,札内川,72087,12827,False,1,,,,,,,,,,,,,,,,,,
606077,トミ川,25488,6710,False,1,,,,,,,,,,,,,,,,,,
607388,多摩川,245737,68082,False,2,,,,,,,,,,,,,,,,,,
607738,浦幌川,27275,6643,False,1,,,,,,,,,,,,,,,,,,
607772,浦幌十勝川,57760,10123,False,1,,,,,,,,,,,,,,,,,,
609001,七北田川,44469,12846,False,1,,,,,,,,,,,,,,,,,,
610964,滝川 (埼玉県),27914,7723,False,0,,,,,,,,,,,,,,,,,,
610973,入川,26688,7352,False,0,,,,,,,,,,,,,,,,,,
611807,大倉川 (宮城県),33588,10542,False,1,,,,,,,,,,,,,,,,,,
613554,サロベツ川,56811,9195,False,1,,,,,,,,,,,,,,,,,,
614584,カーヴィリ川,32371,9492,False,0,,,,,,,,,,,,,,,,,,
614856,オカ川 (シベリア),24474,6292,False,1,13,0,2,0,0,2,0,0,2,0,2,0,3,0,0,0,1,1
615242,沖館川,26429,7481,False,1,,,,,,,,,,,,,,,,,,
615243,横内川,25419,6992,False,1,,,,,,,,,,,,,,,,,,
615890,赤川 (青森市東部),32194,8063,False,1,,,,,,,,,,,,,,,,,,
615975,沼川 (青森県),25397,7289,False,1,,,,,,,,,,,,,,,,,,
618233,琴湖江,30186,7677,False,2,,,,,,,,,,,,,,,,,,
618443,鴻沼川,57358,21831,False,1,,,,,,,,,,,,,,,,,,
621720,宮前川 (埼玉県),26284,6691,False,0,,,,,,,,,,,,,,,,,,
622633,笹目川,41615,10723,False,1,,,,,,,,,,,,,,,,,,
624867,遼河,30842,8399,False,1,,,,,,,,,,,,,,,,,,
