page_id,title,html_file_size,text_file_size,is_disambiguation_page,infobox_count,num_annotations,IATA（空港コード）,ICAO（空港コード）,別名,名前の謂れ,名称由来人物の地位職業名,国,年間利用客数,年間利用者数データの年,年間発着回数,年間発着回数データの年,座標・経度,座標・緯度,所在地,旧称,標高,母都市,滑走路の長さ,滑走路数,総面積,読み,近隣空港,運営者,運用時間,開港年
517921,ボレ国際空港,70187,14184,False,1,27,1,1,4,0,0,3,0,0,0,0,4,4,2,1,2,0,3,0,0,1,0,1,0,0
517941,ルクソール国際空港,62290,11628,False,1,20,1,1,2,0,0,2,1,1,0,0,4,4,3,0,0,0,0,0,0,0,0,1,0,0
518360,O・R・タンボ国際空港,115375,30720,False,1,41,1,1,3,1,1,2,1,1,0,0,4,4,4,8,2,0,2,1,0,0,2,2,0,1
518403,マルタ国際空港,71580,12947,False,1,26,1,1,5,0,0,2,0,0,0,0,4,4,1,1,2,0,2,0,0,0,0,1,1,1
518454,ベナジル・ブット国際空港,68904,13970,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
518655,ジンナー国際空港,68723,14099,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
519381,バルセロナ＝エル・プラット空港,275020,50643,False,1,37,1,1,3,0,0,4,1,1,1,1,4,4,3,4,1,2,3,0,0,0,2,0,0,1
519411,済州国際空港,47472,10324,False,1,27,1,1,5,0,0,2,1,1,1,1,2,2,3,0,2,0,2,0,0,1,0,1,0,1
519875,襄陽国際空港,57515,13090,False,2,,,,,,,,,,,,,,,,,,,,,,,,,
519896,ノイバイ国際空港,70217,15458,False,1,27,1,1,5,0,0,2,0,0,0,0,4,4,4,0,2,1,1,0,0,1,0,0,0,1
519902,タンソンニャット国際空港,87267,18938,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
519913,プノンペン国際空港,61264,13339,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
520035,ブルネイ国際空港,48688,10336,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
520085,ペナン国際空港,74435,13566,False,1,26,1,1,4,0,0,2,0,0,0,0,4,4,4,0,2,0,1,0,0,1,0,1,1,0
520200,プーケット国際空港,78691,16549,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
520209,ウタパオ国際空港,51618,10711,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
520649,ニノイ・アキノ国際空港,155057,39922,False,1,32,1,1,4,1,1,2,0,0,0,0,4,4,3,3,2,0,2,0,0,1,0,2,1,0
520660,クラーク国際空港,53671,11564,False,1,31,1,1,2,0,0,3,0,0,0,0,4,4,2,5,2,0,2,2,0,1,0,1,0,1
520758,天津浜海国際空港,89233,15157,False,2,,,,,,,,,,,,,,,,,,,,,,,,,
520969,ヌメア国際空港,45932,9548,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
521263,アッラーマ・イクバール国際空港,75351,17209,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
521573,ダマスカス国際空港,69083,12535,False,1,24,1,1,4,0,0,2,0,0,0,0,4,4,2,0,2,0,2,0,0,0,0,1,0,1
521585,クウェート国際空港,79725,15638,False,1,24,1,1,1,0,0,2,1,1,0,0,4,4,3,0,2,0,2,0,0,1,0,1,0,0
521648,バーレーン国際空港,77454,15377,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
521667,インディラ・ガンディー国際空港,96852,17827,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
521799,サイパン国際空港,85359,18249,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
521866,アントニオ・カルロス・ジョビン国際空港,102323,21220,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
521895,グアルーリョス国際空港,181569,35828,False,1,54,2,1,7,0,0,7,1,1,1,1,4,4,5,0,1,1,2,0,0,0,12,1,1,2
522741,アドルフォ・スアレス・マドリード＝バラハス空港,122854,23082,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
523536,小松島航空基地,62446,12029,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
523722,小月航空基地,75458,20113,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
523917,リヨン・サン＝テグジュペリ国際空港,81530,15172,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
524108,ワルシャワ・ショパン空港,74922,15402,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
524463,マンチェスター空港,155732,24729,False,1,29,1,1,2,0,0,3,2,2,1,1,4,4,2,0,2,0,2,0,0,0,0,1,0,1
524763,メヘラーバード国際空港,79090,20419,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
524775,エマーム・ホメイニー国際空港,95852,24730,False,1,34,1,1,4,1,2,3,0,0,0,0,4,4,3,1,2,1,2,0,0,1,2,1,0,1
525324,ウィーン国際空港,149819,28960,False,1,44,1,1,4,0,0,3,1,1,0,0,4,4,3,2,2,8,5,1,0,0,1,2,0,1
525346,オスロ空港,59540,19671,False,1,47,1,1,6,0,0,5,1,1,1,1,4,4,2,0,2,2,2,2,1,0,7,3,0,1
525449,バンダラナイケ国際空港,74037,16548,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
525487,シャージャラル国際空港,79039,16111,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
525858,台北松山空港,93870,22381,False,2,61,1,1,11,0,0,6,0,0,0,0,4,4,8,3,2,0,1,0,0,10,6,2,0,2
525974,チェンマイ国際空港,61220,12922,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
526409,セレツェカーマ国際空港,46894,9937,False,1,26,1,1,2,1,1,2,0,0,0,0,4,4,2,0,2,0,0,1,0,1,0,1,2,1
526430,ウィンドフック・ホセア・クタコ国際空港,47736,9881,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
526542,ハラレ国際空港,48886,10172,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
526639,スナイ国際空港,68684,12320,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
527429,マカオ国際空港,70014,17970,False,1,33,1,1,5,0,0,6,1,1,1,1,4,4,2,0,2,0,1,0,0,1,0,1,0,1
527458,シェムリアップ国際空港,64914,13535,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
527683,パロ空港,48197,10564,False,1,30,1,1,4,0,0,6,0,0,0,0,4,4,4,0,2,0,1,0,0,1,0,2,0,0
527695,ヤンゴン国際空港,73917,16833,False,1,24,1,1,4,0,0,2,0,0,0,0,4,4,2,0,2,0,1,1,0,1,0,1,0,0
527708,チンギスハーン国際空港,51754,11190,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
528727,レオポール・セダール・サンゴール国際空港,59307,12306,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
529052,ホルヘ・チャベス国際空港,116626,18727,False,1,24,1,1,3,1,1,2,0,0,0,0,4,4,2,0,2,0,1,0,0,1,0,1,0,0
529330,アルトゥーロ・メリノ・ベニテス国際空港,127842,21048,False,1,28,1,1,6,1,1,2,0,0,0,0,4,4,2,1,2,0,0,0,0,0,0,2,0,1
529352,アスマラ国際空港,40669,8699,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
529766,サンディエゴ国際空港,85584,15847,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
530251,ロバート・L・ブラッドショー国際空港,40772,8767,False,1,22,1,1,1,1,1,3,0,0,0,0,4,4,2,0,2,0,1,0,0,0,0,1,0,0
530282,ホニアラ国際空港,73057,21549,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
530579,ナウル国際空港,45249,9772,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
530674,マリスカル・スクレ国際空港 (1960年),45469,9655,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
531176,江陵飛行場,34971,7591,False,1,24,1,1,4,0,0,2,0,0,0,0,4,4,2,0,2,0,1,0,0,1,1,1,0,0
531191,束草飛行場,28704,7147,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
531570,ストックホルム・アーランダ空港,78503,17196,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
531645,リガ国際空港,42171,9458,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
531677,ミンスク第2空港,51405,10016,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
531809,ミンスク第1空港,36193,8181,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
532446,ボルィースピリ国際空港,62145,12295,False,1,27,2,1,2,0,0,5,0,0,0,0,4,4,3,0,2,0,2,0,0,1,0,1,0,0
532451,アンリ・コアンダ国際空港,46019,9599,False,1,36,1,1,4,1,1,3,2,2,1,1,4,4,2,3,2,1,1,0,0,1,0,1,0,0
532461,リスト・フェレンツ国際空港,68706,14177,False,1,31,1,1,4,2,0,2,1,1,1,1,4,4,2,1,2,0,2,0,0,0,0,1,0,1
532540,大連周水子国際空港,102412,20695,False,2,40,1,1,11,1,0,2,1,0,1,1,4,4,2,3,2,0,1,0,0,3,0,1,0,1
532739,清州国際空港,47590,10542,False,1,27,0,1,4,0,0,2,1,1,1,1,2,2,6,0,2,0,1,0,0,1,0,1,0,1
532957,大邱国際空港,57269,11957,False,2,39,1,1,6,0,0,3,1,1,1,1,4,4,3,0,2,0,2,0,0,3,0,3,1,2
532966,光州空港,45982,9627,False,2,,,,,,,,,,,,,,,,,,,,,,,,,
533089,蔚山空港,41371,8924,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
533686,セーシェル国際空港,48119,9572,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
533712,ラス・アメリカス国際空港,57728,12800,False,1,23,1,1,4,0,0,2,1,1,0,0,2,2,2,0,2,1,1,0,0,0,0,2,0,1
533965,浦項空港,32251,7690,False,1,21,1,1,4,0,0,2,0,0,0,0,2,2,2,0,2,1,1,0,0,1,0,1,0,1
533974,麗水空港,37459,7693,False,2,,,,,,,,,,,,,,,,,,,,,,,,,
534162,マリスカル・スクレ国際空港,50328,10907,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
534180,ダニエル・オドゥベール国際空港,47081,9791,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
534251,ジュネーヴ空港,44198,10344,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
534265,ユーロエアポート・バーゼル＝ミュールーズ空港,45900,10537,False,1,38,6,1,4,0,0,3,1,1,1,1,4,4,2,0,2,5,3,0,0,0,0,0,0,0
534734,ポートモレスビー・ジャクソン国際空港,83569,13240,False,1,17,1,1,2,0,0,2,0,0,0,0,2,2,2,0,2,0,2,0,0,0,0,1,0,0
535073,ラフィク・ハリリ国際空港,60849,14007,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
535382,マジュロ国際空港,46236,9161,False,1,22,1,1,4,0,0,2,0,0,0,0,4,4,2,0,2,0,1,0,0,0,0,1,0,0
535387,ロタ国際空港,46709,8771,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
535671,国際空港,48451,12120,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
535710,ロマン・トメトゥチェル国際空港,51121,10668,False,1,25,1,1,4,0,0,4,0,0,0,0,2,2,3,1,2,1,1,0,0,0,0,1,0,2
536141,サラエヴォ国際空港,51254,11799,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
536406,アブダビ国際空港,123682,21548,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
536424,アデン国際空港,40909,8589,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
537017,クリスマス島空港,37874,8200,False,1,24,1,1,2,0,0,2,1,1,1,1,4,4,2,0,1,0,1,0,0,1,0,1,0,0
537102,クラウン・ポイント空港,34861,7822,False,1,17,1,1,2,0,0,2,0,0,0,0,2,2,3,0,2,0,1,0,0,0,0,1,0,0
537235,ウェリントン国際空港,55536,11469,False,1,26,1,1,2,0,0,2,1,1,1,1,4,4,2,0,2,1,1,0,0,1,0,1,0,0
537254,ハミルトン国際空港,41100,9202,False,1,20,1,1,2,0,0,2,0,0,0,0,2,2,2,0,2,0,4,0,0,0,0,1,0,1
537821,エルドラド国際空港,60524,11992,False,1,25,1,1,4,1,0,2,1,1,1,1,2,2,3,0,2,0,1,0,0,1,0,1,0,0
537865,イヴァト空港,44170,9399,False,1,26,1,1,5,0,0,2,0,0,0,0,4,4,2,0,2,1,1,0,0,1,0,2,0,0
537889,コタキナバル国際空港,78555,14864,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
538560,フラミンゴ空港,42610,9056,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
538829,サントメ国際空港,46187,9856,False,1,21,1,1,3,0,0,2,0,0,0,0,4,4,2,0,2,0,1,0,0,1,0,0,0,0
538841,ズヴァルトノッツ国際空港,84177,14323,False,1,23,1,1,3,0,0,2,0,0,0,0,4,4,2,0,2,0,1,0,0,1,0,1,1,0
538864,群山空港,40910,10043,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
538890,原州空港,36251,8260,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
538913,泗川空港,34410,7747,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
539152,台東空港,48727,8950,False,2,32,1,1,8,0,0,2,0,0,0,0,4,4,3,0,2,0,1,0,0,4,0,1,1,0
539162,台南空港,83626,19794,False,2,42,1,1,14,0,0,3,2,1,0,0,4,4,2,0,2,0,1,0,0,4,0,1,0,2
539185,花蓮空港,51926,9915,False,2,,,,,,,,,,,,,,,,,,,,,,,,,
539763,金門空港,51026,9532,False,2,28,1,1,4,0,0,4,0,0,0,0,4,4,2,0,2,0,1,0,0,4,0,1,0,0
540089,岡山基地,32549,7320,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
540539,チュニス・カルタゴ国際空港,61492,10761,False,1,24,1,1,6,1,0,2,1,1,0,0,2,2,2,0,2,0,2,0,0,0,0,1,0,0
540922,ヌアクショット空港,44078,9274,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
540927,ムハンマド5世国際空港,129148,21443,False,1,33,1,1,7,1,1,4,1,1,1,1,2,2,2,1,2,2,1,0,0,1,0,1,0,0
541571,エンテベ国際空港,52724,10607,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
541606,ケープタウン国際空港,65994,13914,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
541621,ダーバン国際空港,38268,8646,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
541630,ピラネスブルグ国際空港,36321,7880,False,1,17,1,1,2,0,0,2,0,0,0,0,2,2,2,0,2,0,1,0,0,1,0,1,0,0
541877,ジョモ・ケニヤッタ国際空港,89308,17195,False,1,27,1,1,4,1,1,3,0,0,0,0,4,4,2,0,2,1,1,0,0,1,0,1,0,0
541897,ベニナ空港,39457,8458,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
542298,ナンディ国際空港,63280,12449,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
542599,ダブリン空港,52606,10698,False,1,30,1,1,4,0,0,6,0,0,0,0,4,4,2,0,2,0,3,0,0,1,0,1,0,1
542627,レイキャヴィーク空港,43857,10113,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
542668,パゴパゴ国際空港,49306,9903,False,1,29,1,1,2,0,0,2,1,1,1,1,4,4,2,2,2,0,2,0,0,1,0,1,0,1
542681,ヴォーアル空港,63031,18775,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
542690,ビルン空港,56836,14317,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
542738,ジェフコ空港,35816,7906,False,1,32,1,1,4,0,0,2,0,0,1,1,4,4,4,0,2,1,3,1,1,0,0,2,0,0
542758,インスブルック空港,50388,11837,False,1,35,2,2,4,0,0,2,1,1,0,0,4,4,11,0,2,0,1,0,0,1,0,0,0,0
542831,ザルツブルク空港,50145,10440,False,1,23,1,1,7,0,0,2,0,0,0,0,2,2,2,0,2,0,1,0,1,1,0,1,0,0
542835,グラーツ空港,47860,9718,False,1,26,1,1,3,0,0,2,0,0,0,0,4,4,3,0,2,1,3,0,0,1,0,1,0,0
543039,ケルン・ボン空港,58677,11386,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
543369,スルタン・アブドゥル・アジズ・シャー空港,69116,12764,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
543746,タワウ空港,57668,10155,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
543752,ランカウイ国際空港,64676,11933,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
543766,クチン国際空港,69084,13479,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
543801,バトゥ・ブレンダム空港,62306,11501,False,1,33,1,1,6,0,0,2,0,0,0,0,4,4,6,3,2,0,1,0,0,0,0,1,1,1
543804,サンダカン空港,58973,10290,False,1,25,1,1,3,0,0,2,0,0,0,0,4,4,3,0,2,1,1,0,0,1,0,1,1,0
543806,ラブアン空港,61247,12012,False,1,28,1,1,3,0,0,2,1,1,1,1,4,4,3,0,2,0,1,0,0,1,0,1,1,0
543827,台中空港,73530,14905,False,2,,,,,,,,,,,,,,,,,,,,,,,,,
543838,嘉義空港,51514,9397,False,2,34,1,1,8,0,0,1,0,0,0,0,4,4,4,0,2,1,2,0,0,5,0,1,0,0
543842,屏東空港,51559,10075,False,2,31,1,1,7,0,0,2,0,0,0,0,4,4,2,1,1,0,1,0,0,4,0,1,0,2
543852,馬公空港,54121,10536,False,2,34,1,1,6,0,0,3,1,1,0,0,4,4,2,0,2,0,1,0,0,5,0,1,1,1
543909,恒春空港,50663,9609,False,2,,,,,,,,,,,,,,,,,,,,,,,,,
543931,馬祖北竿空港,45963,8491,False,2,27,1,1,4,0,0,3,0,0,0,0,4,4,2,0,2,0,1,0,0,4,0,1,0,0
543933,馬祖南竿空港,47811,8775,False,2,,,,,,,,,,,,,,,,,,,,,,,,,
544160,ネータージー・スバース・チャンドラ・ボース国際空港,72153,16299,False,1,26,1,1,4,0,0,2,0,0,0,0,4,4,2,1,2,1,2,0,0,1,0,1,0,0
544698,チャトラパティ・シヴァージー国際空港,111430,24104,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
545251,HAL バンガロール空港,40398,12461,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
545317,バーミンガム空港,61093,13927,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
545405,サンノゼ空港,20722,5812,True,0,,,,,,,,,,,,,,,,,,,,,,,,,
545426,サンホセ空港 (グアテマラ),35715,7850,False,1,20,0,1,3,0,0,2,0,0,0,0,4,4,2,0,2,0,1,0,0,0,0,1,0,0
545438,マクタン・セブ国際空港,60031,13193,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
545572,サンホセ空港 (フィリピン),38783,8247,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
545585,ノーマン・Y・ミネタ・サンノゼ国際空港,70627,16591,False,1,35,1,1,6,1,5,2,1,1,1,1,2,2,4,0,2,0,2,0,0,1,2,0,0,0
545861,ウィチタ・ドワイト・D・アイゼンハワー国際空港,45488,9194,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
546184,チェンライ国際空港,43984,9268,False,1,29,1,1,4,0,0,2,1,1,1,1,4,4,3,0,2,0,1,0,0,1,0,2,0,0
546211,トクメン国際空港,81152,14471,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
546244,ヤーセル・アラファト国際空港,40269,9187,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
546860,フェアバンクス国際空港,46962,10086,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
547115,テッド・スティーブンス・アンカレッジ国際空港,80227,21911,False,1,33,1,1,2,1,1,2,1,1,1,2,4,4,2,0,2,0,5,0,0,1,1,0,0,1
547123,メンフィス国際空港,53431,14790,False,1,7,0,1,1,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0
547204,ポドゴリツァ空港,40695,8414,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
547968,伊勢航空基地,35724,12169,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
548550,ロッテルダム空港,39669,8505,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
549274,マルティニーク・エメ・セゼール国際空港,39175,8401,False,1,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
549306,シカゴ・ミッドウェー国際空港,57031,11710,False,1,11,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,4,0,0,0,0,1,0,0
549343,シカゴ・ロックフォード国際空港,44421,9230,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
549354,カルガリー国際空港,71319,17437,False,1,26,0,1,1,0,0,1,1,1,1,1,4,4,2,0,2,0,5,0,1,0,0,1,0,0
549635,グラスゴー国際空港,73905,17693,False,1,41,1,1,6,0,0,1,1,2,2,2,4,4,4,1,1,1,1,0,0,1,0,7,0,1
549970,エスファハーン・シャヒード・ベヘシュティー国際空港,45134,9284,False,1,25,1,1,2,0,0,2,1,1,1,1,4,4,3,0,2,0,1,0,0,0,0,1,0,0
550195,シーラーズ国際空港,40748,9258,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
550345,バスラ国際空港,38929,8197,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
550386,テニアン国際空港,49995,9619,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
550436,アスタナ国際空港,46291,9766,False,1,24,1,1,7,0,0,2,1,1,0,0,2,2,2,0,2,0,1,0,0,1,0,0,0,1
550439,アルマトイ国際空港,55798,11457,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
551059,マナス国際空港,51098,10663,False,1,24,1,1,5,1,0,3,0,0,0,0,4,4,2,0,2,0,1,0,0,0,0,0,0,0
564717,大空港,20817,6232,True,0,,,,,,,,,,,,,,,,,,,,,,,,,
565064,ドルトムント空港,54618,10248,False,1,21,1,1,3,0,0,2,0,0,0,0,4,4,2,0,2,0,1,0,0,0,0,1,0,0
565363,シュトゥットガルト空港,55881,10932,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
569627,愛別飛行場,31770,8649,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
570410,ポートエリザベス国際空港,41474,9243,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
570439,ブルームフォンテーン国際空港,46367,10352,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
570720,キンバリー空港,34852,7595,False,1,20,1,1,2,0,0,2,0,0,0,0,2,2,2,0,2,0,2,0,0,0,0,1,3,0
571371,ビーニャ・デル・マル空港,34652,7741,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
571393,ランカグア空港,33895,7436,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
571682,ティラナ・リナ空港,53141,10325,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
572063,ヴェネツィア・テッセラ空港,57813,11887,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
572390,太原武宿国際空港,87757,14282,False,2,,,,,,,,,,,,,,,,,,,,,,,,,
572871,テネリフェ・ノルテ空港,52570,10094,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
573246,長春大房身国際空港,36203,8509,False,2,24,0,0,4,0,0,3,0,0,0,0,4,4,2,0,2,0,1,0,0,3,0,0,0,1
573271,長沙黄花国際空港,73518,11006,False,2,,,,,,,,,,,,,,,,,,,,,,,,,
573705,南京禄口国際空港,114235,14202,False,2,,,,,,,,,,,,,,,,,,,,,,,,,
573803,長春龍嘉国際空港,53139,10813,False,2,,,,,,,,,,,,,,,,,,,,,,,,,
574330,ベオグラード・ニコラ・テスラ空港,48439,10327,False,1,24,1,1,3,1,1,3,0,0,0,0,4,4,2,0,1,0,1,0,0,1,0,1,0,0
574807,エセイサ国際空港,94475,16468,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
574917,キング・ハーリド国際空港,36478,8166,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
574962,ラームサル空港,32813,7429,False,1,19,1,1,3,0,0,2,0,0,0,0,2,2,3,0,2,2,1,0,0,0,0,0,0,0
575854,キング・アブドゥルアズィーズ国際空港,131818,22302,False,1,33,1,1,3,1,1,3,1,1,1,1,4,4,4,0,2,0,3,0,0,0,0,1,0,1
577819,ベルファスト国際空港,46618,10688,False,1,25,1,1,2,0,0,2,1,1,1,1,2,4,3,0,2,1,2,0,0,0,0,1,0,0
580571,ステープルトン国際空港,28607,8757,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
580933,バシャ・カーン国際空港,62841,14428,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
581319,クエッタ国際空港,47507,9839,False,1,24,1,1,3,0,0,2,0,0,0,0,4,4,2,0,2,1,2,0,0,1,0,1,0,0
581486,ホストーメリ空港,39795,8816,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
581517,デラ・ガージ・カーン空港,40164,8511,False,1,23,1,1,3,0,0,2,0,0,0,0,4,4,2,0,2,1,1,0,0,1,0,1,0,0
581624,キエフ・ジュリャーヌィ国際空港,54581,15366,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
581673,キエフ・チャイカ空港,35806,8375,False,1,24,0,2,3,0,0,2,0,0,0,0,4,4,4,0,2,0,3,0,0,0,0,0,0,0
585835,オデッサ国際空港,40599,8702,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
587433,リヴィウ国際空港,38406,8296,False,1,21,1,1,3,0,0,2,0,0,0,0,4,4,3,0,2,0,1,0,0,0,0,0,0,0
588610,メキシコ・シティ国際空港,133237,29427,False,1,39,1,1,6,0,0,5,1,1,1,1,4,4,5,0,4,0,3,0,0,1,0,1,0,0
591230,アール・マクトゥーム国際空港,64813,12636,False,1,30,1,1,8,1,1,2,0,0,0,0,4,4,2,0,2,0,1,0,0,0,0,1,1,1
591246,シャールジャ国際空港,56453,10760,False,1,17,0,0,4,0,0,2,0,0,0,0,2,2,3,0,2,0,1,0,0,0,0,1,0,0
591735,ハートヤイ国際空港,44605,9371,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
592439,ニューカッスル国際空港,48643,9872,False,1,28,1,1,1,0,0,4,1,1,1,1,4,4,3,1,2,0,1,0,0,0,0,1,0,1
592951,マン島空港,42684,8913,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
593399,ロンドン・ルートン空港,59108,10946,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
593721,ブラチスラヴァ空港,69725,19633,False,1,55,1,1,4,3,2,7,1,1,0,0,4,4,3,10,2,0,6,0,0,0,0,4,1,1
593913,キシナウ国際空港,43847,8913,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
595712,ノーフォーク島空港,40424,8729,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
598391,イルクーツク国際空港,58084,11962,False,1,21,1,1,2,0,0,3,0,0,0,0,4,4,3,0,2,0,1,0,0,0,0,0,0,0
600543,ムルターン国際空港,42692,8823,False,1,22,1,1,2,0,0,2,0,0,0,0,4,4,2,0,2,1,1,0,0,1,0,1,0,0
602096,コトカ国際空港,86824,17161,False,1,26,1,1,2,0,0,3,1,1,1,1,4,4,2,0,2,0,1,0,0,1,0,1,0,0
604912,アカバ空港,36248,8428,False,1,19,0,0,7,0,0,1,0,0,0,0,2,2,2,0,2,0,1,1,0,0,0,1,0,0
606026,ロナルド・レーガン・ワシントン・ナショナル空港,51667,10308,False,1,27,1,1,2,1,1,2,0,0,0,0,2,2,3,2,2,1,5,1,0,0,0,0,0,1
607203,バッファロー・ナイアガラ国際空港,60124,11487,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
607345,シンフェローポリ国際空港,46947,10437,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
608461,サクラメント国際空港,53448,10256,False,1,17,0,0,2,0,0,2,1,1,0,0,2,2,2,0,2,1,2,0,0,0,0,0,0,0
609220,オークランド国際空港 (カリフォルニア州),54480,10466,False,1,25,2,0,2,0,0,2,0,0,1,1,4,4,3,0,2,0,4,0,0,0,0,0,0,0
609657,ボルチモア・ワシントン国際空港,60322,12534,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
