page_id,title,html_file_size,text_file_size,is_disambiguation_page,infobox_count,num_annotations,下部組織,主義・主張,人数,人数データの年,代表者,代表者の地位職業,任務,別名,協力国,参加した戦争,同盟国,国,基地,成立年,所在地,所属組織,所有兵器,種類,解散年,設立者,読み,起源
962196,第4高射特科大隊,27697,7303,False,1,,,,,,,,,,,,,,,,,,,,,,,
962197,第8高射特科大隊,29067,7323,False,1,,,,,,,,,,,,,,,,,,,,,,,
962200,第10高射特科大隊,26556,6926,False,1,,,,,,,,,,,,,,,,,,,,,,,
962202,第6高射特科大隊,26842,7224,False,1,,,,,,,,,,,,,,,,,,,,,,,
962204,第9高射特科大隊,26499,6920,False,1,,,,,,,,,,,,,,,,,,,,,,,
962206,第11高射特科大隊,28799,7599,False,1,,,,,,,,,,,,,,,,,,,,,,,
962229,第1施設大隊,33771,8257,False,1,,,,,,,,,,,,,,,,,,,,,,,
962230,第3施設大隊,34566,8354,False,1,,,,,,,,,,,,,,,,,,,,,,,
962234,第4施設大隊,33793,8191,False,1,,,,,,,,,,,,,,,,,,,,,,,
962237,第8施設大隊,36918,9030,False,1,,,,,,,,,,,,,,,,,,,,,,,
962243,第6施設大隊,32679,8020,False,1,,,,,,,,,,,,,,,,,,,,,,,
962250,第9施設大隊,31719,7995,False,1,,,,,,,,,,,,,,,,,,,,,,,
962265,第7施設大隊,34161,8897,False,1,73,10,0,1,0,2,6,1,1,0,0,0,1,3,2,4,6,33,2,0,0,1,0
962271,第2施設大隊,33034,8298,False,1,,,,,,,,,,,,,,,,,,,,,,,
962276,第10施設大隊,37855,10326,False,1,,,,,,,,,,,,,,,,,,,,,,,
962288,第1通信大隊,25209,6842,False,1,,,,,,,,,,,,,,,,,,,,,,,
962294,第3通信大隊,27648,7210,False,1,,,,,,,,,,,,,,,,,,,,,,,
962307,第4通信大隊,24704,6534,False,1,,,,,,,,,,,,,,,,,,,,,,,
962309,第8通信大隊,27738,7074,False,1,,,,,,,,,,,,,,,,,,,,,,,
962313,第6通信大隊,29426,7995,False,1,,,,,,,,,,,,,,,,,,,,,,,
962321,第2通信大隊,26932,7049,False,1,,,,,,,,,,,,,,,,,,,,,,,
962324,第7通信大隊,25728,6702,False,1,,,,,,,,,,,,,,,,,,,,,,,
962335,第1機甲教育隊,46989,12497,False,1,,,,,,,,,,,,,,,,,,,,,,,
962472,空挺特科大隊,27822,7518,False,1,,,,,,,,,,,,,,,,,,,,,,,
962498,空挺後方支援隊,27798,7327,False,1,,,,,,,,,,,,,,,,,,,,,,,
963057,第13SS武装山岳師団,43705,12859,False,0,,,,,,,,,,,,,,,,,,,,,,,
963141,中部太平洋方面艦隊,46254,9522,False,1,,,,,,,,,,,,,,,,,,,,,,,
965019,第14軍団ゲミナ,30286,8982,False,0,,,,,,,,,,,,,,,,,,,,,,,
965045,第9軍団ヒスパナ,32810,9176,False,0,,,,,,,,,,,,,,,,,,,,,,,
966960,親衛隊特務部隊,118281,32366,False,0,,,,,,,,,,,,,,,,,,,,,,,
966994,南西方面艦隊,58618,13515,False,1,,,,,,,,,,,,,,,,,,,,,,,
967059,第2SS装甲師団,78016,26291,False,1,,,,,,,,,,,,,,,,,,,,,,,
967388,第八艦隊 (日本海軍),56438,11968,False,1,43,9,0,0,0,1,3,2,0,0,2,0,1,0,3,1,4,10,3,2,0,1,1
967393,サンティアゴ騎士団,38199,13108,False,0,,,,,,,,,,,,,,,,,,,,,,,
967916,第1軍団ゲルマニカ,28927,10009,False,0,,,,,,,,,,,,,,,,,,,,,,,
968235,空挺教育隊,64418,14851,False,1,,,,,,,,,,,,,,,,,,,,,,,
968418,藤甲軍,20649,6811,False,0,,,,,,,,,,,,,,,,,,,,,,,
972280,第十方面艦隊,45998,9377,False,1,,,,,,,,,,,,,,,,,,,,,,,
972550,第21軍団ラパクス,29950,7855,False,0,,,,,,,,,,,,,,,,,,,,,,,
972844,第5軍団アラウダエ,28764,7630,False,0,,,,,,,,,,,,,,,,,,,,,,,
973068,第2軍団アウグスタ,27924,7928,False,0,,,,,,,,,,,,,,,,,,,,,,,
973187,第3軍団キュレナイカ,27486,7548,False,0,,,,,,,,,,,,,,,,,,,,,,,
973696,第4軍団マケドニカ,27477,7904,False,0,,,,,,,,,,,,,,,,,,,,,,,
976343,第4軍団フラウィア・フェリクス,23719,6702,False,0,,,,,,,,,,,,,,,,,,,,,,,
976352,第22軍団プリミゲニア,22591,6404,False,0,,,,,,,,,,,,,,,,,,,,,,,
976826,第7軍団クラウディア・ピア・フィデリス,46917,15161,False,0,,,,,,,,,,,,,,,,,,,,,,,
977419,第6軍団フェッラタ,28881,8755,False,0,,,,,,,,,,,,,,,,,,,,,,,
978836,第22軍団デイオタリアナ,30272,9247,False,0,35,0,0,0,0,0,0,1,10,0,3,0,0,0,2,1,5,0,9,2,1,0,1
979093,対馬防備隊,61757,14923,False,1,,,,,,,,,,,,,,,,,,,,,,,
980060,ポーランド軍,36765,8107,False,0,,,,,,,,,,,,,,,,,,,,,,,
980067,ポーランド軍参謀本部,24330,6585,False,0,,,,,,,,,,,,,,,,,,,,,,,
980186,第8軍団アウグスタ,36703,7620,False,0,,,,,,,,,,,,,,,,,,,,,,,
983374,合衆国艦隊,42601,15952,False,0,,,,,,,,,,,,,,,,,,,,,,,
983710,アメリカ合衆国国防長官府,32656,10588,False,0,,,,,,,,,,,,,,,,,,,,,,,
987282,アウクシリア,35894,9327,False,1,,,,,,,,,,,,,,,,,,,,,,,
989345,中国人民解放軍海軍,245698,84638,False,0,,,,,,,,,,,,,,,,,,,,,,,
989349,中国人民解放軍空軍,262873,54506,False,0,,,,,,,,,,,,,,,,,,,,,,,
990596,イギリス海兵隊,39194,11938,False,0,,,,,,,,,,,,,,,,,,,,,,,
990740,中国公安辺防海警部隊,30123,8680,False,0,,,,,,,,,,,,,,,,,,,,,,,
991089,中国人民武装警察部隊,105280,25631,False,0,,,,,,,,,,,,,,,,,,,,,,,
991773,第九艦隊 (日本海軍),49499,11116,False,1,,,,,,,,,,,,,,,,,,,,,,,
991842,北支那方面軍,49224,12456,False,1,,,,,,,,,,,,,,,,,,,,,,,
991923,第1軍 (日本軍),46117,11197,False,1,,,,,,,,,,,,,,,,,,,,,,,
992042,檜町警備隊,42621,11649,False,1,26,4,0,0,0,1,4,1,1,0,0,0,1,2,1,1,3,0,3,2,0,1,1
992313,アメリカ宇宙軍,39885,9135,False,1,,,,,,,,,,,,,,,,,,,,,,,
992823,中国人民解放軍総参謀部,72583,17966,False,1,,,,,,,,,,,,,,,,,,,,,,,
993963,第11軍 (日本軍),36060,10213,False,1,,,,,,,,,,,,,,,,,,,,,,,
994087,支那駐屯軍,43754,12785,False,1,,,,,,,,,,,,,,,,,,,,,,,
994370,第6方面軍 (日本軍),30880,7820,False,1,,,,,,,,,,,,,,,,,,,,,,,
995901,第12軍 (日本軍),33986,8945,False,1,,,,,,,,,,,,,,,,,,,,,,,
995934,第13軍 (日本軍),36640,10229,False,1,,,,,,,,,,,,,,,,,,,,,,,
996163,中国人民解放軍総政治部,52095,10199,False,1,,,,,,,,,,,,,,,,,,,,,,,
996793,間島特設隊,43275,11473,False,0,,,,,,,,,,,,,,,,,,,,,,,
996880,中国人民解放軍陸軍,75147,16052,False,0,,,,,,,,,,,,,,,,,,,,,,,
997949,東北抗日聯軍,75970,33065,False,0,,,,,,,,,,,,,,,,,,,,,,,
998564,オガデン民族解放戦線,28467,8526,False,0,,,,,,,,,,,,,,,,,,,,,,,
999948,ニジェール・デルタ解放運動,27734,8514,False,0,,,,,,,,,,,,,,,,,,,,,,,
1002489,馬家軍,38049,9043,False,0,,,,,,,,,,,,,,,,,,,,,,,
1002662,コンバットロン,108473,30394,False,0,,,,,,,,,,,,,,,,,,,,,,,
1003982,赤色空軍,45595,23472,False,0,88,0,0,0,0,0,0,8,3,0,6,1,1,0,0,0,2,57,8,0,0,1,1
1004818,ドイツ・フランス合同旅団,43093,11414,False,1,,,,,,,,,,,,,,,,,,,,,,,
1005120,第五艦隊 (日本海軍),67641,13828,False,1,,,,,,,,,,,,,,,,,,,,,,,
1005790,郷土防衛義勇軍,54134,18540,False,0,,,,,,,,,,,,,,,,,,,,,,,
1006440,第1軍 (韓国陸軍),84648,14252,False,0,,,,,,,,,,,,,,,,,,,,,,,
1006452,第2軍 (韓国陸軍),79997,13999,False,0,,,,,,,,,,,,,,,,,,,,,,,
1006454,第3軍 (韓国陸軍),73960,12954,False,1,,,,,,,,,,,,,,,,,,,,,,,
1006466,首都防衛司令部,101460,19042,False,0,,,,,,,,,,,,,,,,,,,,,,,
1006480,特殊戦司令部,117255,24144,False,0,,,,,,,,,,,,,,,,,,,,,,,
1006483,航空作戦司令部,64601,10856,False,0,37,26,0,0,0,0,2,1,0,0,0,0,0,0,0,0,5,0,2,0,0,1,0
1006534,大韓民国郷土予備軍,58630,10461,False,0,,,,,,,,,,,,,,,,,,,,,,,
1007110,不死身の第四小隊,158652,26110,False,0,,,,,,,,,,,,,,,,,,,,,,,
1007222,第106師団 (日本軍),32589,9106,False,1,,,,,,,,,,,,,,,,,,,,,,,
1007418,スタントロン,104890,26956,False,0,,,,,,,,,,,,,,,,,,,,,,,
1007924,デンマーク郷土防衛隊,30322,8755,False,0,,,,,,,,,,,,,,,,,,,,,,,
1008468,赤眉軍,27589,8994,False,0,,,,,,,,,,,,,,,,,,,,,,,
1008951,大韓民国陸軍,128644,32472,False,1,,,,,,,,,,,,,,,,,,,,,,,
1010705,第101師団 (日本軍),34906,9036,False,1,,,,,,,,,,,,,,,,,,,,,,,
1011666,第21軍 (日本軍),31762,7935,False,1,,,,,,,,,,,,,,,,,,,,,,,
1013461,第四艦隊 (日本海軍),152996,37920,False,1,,,,,,,,,,,,,,,,,,,,,,,
1013491,第1軍 (アメリカ軍),68832,12977,False,1,35,7,2,0,0,0,0,5,1,0,8,0,1,0,2,1,5,0,2,0,0,1,0
1013499,アメリカ北方陸軍,49264,9120,False,1,,,,,,,,,,,,,,,,,,,,,,,
1013542,第3軍 (アメリカ軍),54004,10306,False,1,,,,,,,,,,,,,,,,,,,,,,,
1013571,アメリカ欧州陸軍,65555,14555,False,1,,,,,,,,,,,,,,,,,,,,,,,
1017092,テラートロン,85116,17338,False,0,,,,,,,,,,,,,,,,,,,,,,,
1018181,北方艦隊,50323,16781,False,0,,,,,,,,,,,,,,,,,,,,,,,
1019198,アニマトロン,98335,24393,False,0,,,,,,,,,,,,,,,,,,,,,,,
1022301,スウェーデン軍,44899,12530,False,0,,,,,,,,,,,,,,,,,,,,,,,
1023308,第三艦隊 (日本海軍),105673,27240,False,1,,,,,,,,,,,,,,,,,,,,,,,
1028366,第206師団 (日本軍),31535,7845,False,1,,,,,,,,,,,,,,,,,,,,,,,
1028405,第214師団 (日本軍),31464,7854,False,1,,,,,,,,,,,,,,,,,,,,,,,
1028409,第216師団 (日本軍),32426,8067,False,1,,,,,,,,,,,,,,,,,,,,,,,
1030511,第118師団 (日本軍),31838,8428,False,1,,,,,,,,,,,,,,,,,,,,,,,
1030522,第119師団 (日本軍),28528,7310,False,1,,,,,,,,,,,,,,,,,,,,,,,
1031089,第二艦隊 (日本海軍),100311,21521,False,1,,,,,,,,,,,,,,,,,,,,,,,
1032006,第140師団 (日本軍),33475,8820,False,1,,,,,,,,,,,,,,,,,,,,,,,
1032272,大韓民国海軍特殊戦旅団,50161,15666,False,1,,,,,,,,,,,,,,,,,,,,,,,
1034541,第57軍 (日本軍),32029,8477,False,1,,,,,,,,,,,,,,,,,,,,,,,
1034545,第52軍 (日本軍),31824,8496,False,1,,,,,,,,,,,,,,,,,,,,,,,
1034560,第55軍 (日本軍),35234,11102,False,1,46,17,0,1,0,2,3,1,2,0,2,0,1,0,3,3,5,0,3,2,0,1,0
1034973,中核自衛隊,94018,23107,False,0,,,,,,,,,,,,,,,,,,,,,,,
1038158,第51軍 (日本軍),31673,8146,False,1,,,,,,,,,,,,,,,,,,,,,,,
1038172,第53軍 (日本軍),32701,8361,False,1,,,,,,,,,,,,,,,,,,,,,,,
1038174,第54軍 (日本軍),31458,7778,False,1,,,,,,,,,,,,,,,,,,,,,,,
1038178,第56軍 (日本軍),32332,8787,False,1,42,17,0,0,0,2,4,1,1,0,2,0,1,0,2,2,4,0,3,2,0,1,0
1038180,第50軍 (日本軍),30443,7451,False,1,,,,,,,,,,,,,,,,,,,,,,,
1039150,COMSUBIN,24591,7145,False,0,,,,,,,,,,,,,,,,,,,,,,,
1040077,スウェーデン沿岸警備隊,26694,7669,False,0,,,,,,,,,,,,,,,,,,,,,,,
1040707,第151師団 (日本軍),30090,7439,False,1,,,,,,,,,,,,,,,,,,,,,,,
1040717,第152師団 (日本軍),30077,7480,False,1,34,10,0,1,0,1,3,0,1,0,2,0,1,0,2,2,4,0,3,2,0,1,1
1040721,第153師団 (日本軍),30972,7585,False,1,,,,,,,,,,,,,,,,,,,,,,,
1040734,第154師団 (日本軍),30600,7552,False,1,,,,,,,,,,,,,,,,,,,,,,,
1040741,第155師団 (日本軍),30404,7478,False,1,,,,,,,,,,,,,,,,,,,,,,,
1040754,第156師団 (日本軍),30293,7509,False,1,,,,,,,,,,,,,,,,,,,,,,,
1040756,第157師団 (日本軍),30342,7504,False,1,,,,,,,,,,,,,,,,,,,,,,,
1040907,第一艦隊 (日本海軍),91735,21286,False,1,,,,,,,,,,,,,,,,,,,,,,,
1040915,遣支艦隊,65329,15191,False,1,,,,,,,,,,,,,,,,,,,,,,,
1042418,神聖隊,27300,8875,False,0,,,,,,,,,,,,,,,,,,,,,,,
1042980,ノア管区,22105,6657,False,0,,,,,,,,,,,,,,,,,,,,,,,
1045866,ヘタイロイ,28585,9697,False,0,,,,,,,,,,,,,,,,,,,,,,,
1047800,ブラジル海軍,57450,19182,False,0,,,,,,,,,,,,,,,,,,,,,,,
1048737,海峡艦隊,28067,8272,False,0,,,,,,,,,,,,,,,,,,,,,,,
1048846,南遣艦隊,112554,30074,False,1,,,,,,,,,,,,,,,,,,,,,,,
1048853,第六艦隊 (日本海軍),74547,15688,False,1,,,,,,,,,,,,,,,,,,,,,,,
1051218,機動第2連隊,27878,7368,False,1,,,,,,,,,,,,,,,,,,,,,,,
1052185,第110師団 (日本軍),31704,8011,False,1,,,,,,,,,,,,,,,,,,,,,,,
1052202,第116師団 (日本軍),32644,8704,False,1,,,,,,,,,,,,,,,,,,,,,,,
1052493,第115師団 (日本軍),32160,8452,False,1,,,,,,,,,,,,,,,,,,,,,,,
1052510,第117師団 (日本軍),32567,8566,False,1,,,,,,,,,,,,,,,,,,,,,,,
1052527,第107師団 (日本軍),33871,9649,False,1,,,,,,,,,,,,,,,,,,,,,,,
1053649,第32師団 (日本軍),30962,8131,False,1,,,,,,,,,,,,,,,,,,,,,,,
1053700,飛行第1戦隊 (日本軍),35850,9634,False,1,,,,,,,,,,,,,,,,,,,,,,,
1054120,イスラエル空軍諜報部,135681,14547,False,0,9,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,2,0,1,0,0,1,0
1055838,飛行第2戦隊 (日本軍),29248,7722,False,1,,,,,,,,,,,,,,,,,,,,,,,
1056625,第41師団 (日本軍),34669,8957,False,1,,,,,,,,,,,,,,,,,,,,,,,
1056640,第51師団 (日本軍),37448,9898,False,1,,,,,,,,,,,,,,,,,,,,,,,
1056672,第18軍 (日本軍),31272,7662,False,1,,,,,,,,,,,,,,,,,,,,,,,
1056706,第35軍 (日本軍),38394,10947,False,1,,,,,,,,,,,,,,,,,,,,,,,
1058301,第17軍 (日本軍),31854,8341,False,1,,,,,,,,,,,,,,,,,,,,,,,
1059602,DEVGRU,86392,22211,False,1,,,,,,,,,,,,,,,,,,,,,,,
1062341,師管区司令部,22461,6667,False,0,,,,,,,,,,,,,,,,,,,,,,,
1062385,弘前師管区,26611,8036,False,0,,,,,,,,,,,,,,,,,,,,,,,
1062396,金沢師管区,28062,8497,False,0,,,,,,,,,,,,,,,,,,,,,,,
1062398,京都師管区,25441,7661,False,0,,,,,,,,,,,,,,,,,,,,,,,
1062402,大阪師管区,25950,7755,False,0,,,,,,,,,,,,,,,,,,,,,,,
1062403,善通寺師管区,27862,8223,False,0,,,,,,,,,,,,,,,,,,,,,,,
1062407,広島師管区,28514,8513,False,0,,,,,,,,,,,,,,,,,,,,,,,
1062409,久留米師管区,26878,8313,False,0,,,,,,,,,,,,,,,,,,,,,,,
1062413,熊本師管区,25134,7650,False,0,,,,,,,,,,,,,,,,,,,,,,,
1062561,第32軍 (日本軍),39734,11183,False,1,,,,,,,,,,,,,,,,,,,,,,,
1062573,第10方面軍 (日本軍),34441,8568,False,1,,,,,,,,,,,,,,,,,,,,,,,
1062642,第36軍 (日本軍),33112,8747,False,1,,,,,,,,,,,,,,,,,,,,,,,
1065157,インド空軍,52491,15469,False,1,,,,,,,,,,,,,,,,,,,,,,,
1067279,第44師団 (日本軍),30091,7696,False,1,,,,,,,,,,,,,,,,,,,,,,,
1069260,ブレストフォース,94918,22777,False,0,,,,,,,,,,,,,,,,,,,,,,,
1071290,第16方面軍 (日本軍),36841,9058,False,1,,,,,,,,,,,,,,,,,,,,,,,
1071306,第15方面軍 (日本軍),36963,9378,False,1,,,,,,,,,,,,,,,,,,,,,,,
1071325,第11方面軍 (日本軍),35782,9359,False,1,,,,,,,,,,,,,,,,,,,,,,,
1072323,第40軍 (日本軍),31112,7835,False,1,,,,,,,,,,,,,,,,,,,,,,,
1072699,第142師団 (日本軍),31439,7797,False,1,,,,,,,,,,,,,,,,,,,,,,,
1072705,第143師団 (日本軍),31904,8019,False,1,,,,,,,,,,,,,,,,,,,,,,,
1072710,第144師団 (日本軍),29851,7437,False,1,,,,,,,,,,,,,,,,,,,,,,,
1072726,第145師団 (日本軍),30740,7931,False,1,,,,,,,,,,,,,,,,,,,,,,,
1072733,第146師団 (日本軍),29809,7419,False,1,,,,,,,,,,,,,,,,,,,,,,,
1072737,第147師団 (日本軍),29946,7499,False,1,,,,,,,,,,,,,,,,,,,,,,,
1073575,第3海兵歩兵連隊 (フランス軍),42693,10235,False,1,,,,,,,,,,,,,,,,,,,,,,,
1076446,捻軍,29312,8973,False,0,,,,,,,,,,,,,,,,,,,,,,,
1076953,ターゲットマスター,84643,16805,False,0,,,,,,,,,,,,,,,,,,,,,,,
1077842,第160特殊作戦航空連隊,101121,31404,False,1,,,,,,,,,,,,,,,,,,,,,,,
1078707,ハイチの進歩と発展のための戦線,32203,12199,False,0,,,,,,,,,,,,,,,,,,,,,,,
1078746,ローマ海軍,40373,11317,False,1,,,,,,,,,,,,,,,,,,,,,,,
1080123,第1機械化歩兵旅団 (フランス陸軍),30201,7656,False,1,,,,,,,,,,,,,,,,,,,,,,,
1080151,第2機甲旅団 (フランス陸軍),32752,8115,False,1,,,,,,,,,,,,,,,,,,,,,,,
1080176,第3機械化歩兵旅団 (フランス陸軍),30548,7804,False,1,,,,,,,,,,,,,,,,,,,,,,,
1080208,第6軽機甲旅団 (フランス陸軍),33319,8635,False,1,,,,,,,,,,,,,,,,,,,,,,,
1080233,第7機甲旅団 (フランス陸軍),32178,7807,False,1,,,,,,,,,,,,,,,,,,,,,,,
1080257,第9海兵軽機甲旅団 (フランス陸軍),32532,8113,False,1,,,,,,,,,,,,,,,,,,,,,,,
1080291,第11落下傘旅団 (フランス陸軍),34933,9084,False,1,,,,,,,,,,,,,,,,,,,,,,,
1081083,チェチェン・イチケリア共和国,35630,9727,False,0,,,,,,,,,,,,,,,,,,,,,,,
1082045,団練,21231,6079,False,0,,,,,,,,,,,,,,,,,,,,,,,
1082102,湘軍,32462,9278,False,0,,,,,,,,,,,,,,,,,,,,,,,
1082160,淮軍,38546,13472,False,0,,,,,,,,,,,,,,,,,,,,,,,
1087390,中国軍管区 (日本軍),34417,9228,False,1,,,,,,,,,,,,,,,,,,,,,,,
1087393,四国軍管区 (日本軍),27994,7266,False,1,,,,,,,,,,,,,,,,,,,,,,,
1088971,第6艦隊 (アメリカ軍),62411,12332,False,1,,,,,,,,,,,,,,,,,,,,,,,
1088977,中部軍 (日本軍),35124,9835,False,1,,,,,,,,,,,,,,,,,,,,,,,
1088980,西部軍 (日本軍),33697,9392,False,1,,,,,,,,,,,,,,,,,,,,,,,
1088994,中部軍管区 (日本軍),25601,7105,False,0,,,,,,,,,,,,,,,,,,,,,,,
1088996,西部軍管区 (日本軍),25026,6943,False,0,,,,,,,,,,,,,,,,,,,,,,,
1089657,第96師団 (日本軍),33863,9341,False,1,44,14,0,1,0,1,4,1,1,0,2,0,1,0,1,2,5,3,5,2,0,1,0
1089808,第205師団 (日本軍),31113,7832,False,1,,,,,,,,,,,,,,,,,,,,,,,
1089872,第209師団 (日本軍),30757,7728,False,1,,,,,,,,,,,,,,,,,,,,,,,
1089874,第212師団 (日本軍),32084,7910,False,1,,,,,,,,,,,,,,,,,,,,,,,
1089958,第320師団 (日本軍),30421,7489,False,1,,,,,,,,,,,,,,,,,,,,,,,
1090266,東北軍管区,33235,10368,False,0,,,,,,,,,,,,,,,,,,,,,,,
1090496,第27山岳歩兵旅団 (フランス陸軍),33215,8368,False,1,,,,,,,,,,,,,,,,,,,,,,,
1090500,航空施設隊,23833,7266,False,0,,,,,,,,,,,,,,,,,,,,,,,
1090556,第4航空旅団 (フランス軍),29742,7649,False,1,,,,,,,,,,,,,,,,,,,,,,,
1090608,特殊作戦旅団 (フランス軍),32408,8399,False,1,42,7,2,0,0,0,0,1,3,0,3,0,1,3,1,5,12,0,3,0,0,1,0
1090638,第1後方支援旅団 (フランス軍),33714,8036,False,1,,,,,,,,,,,,,,,,,,,,,,,
1090659,第2後方支援旅団 (フランス軍),31330,7621,False,1,,,,,,,,,,,,,,,,,,,,,,,
1093778,国内予備軍,26947,8335,False,0,,,,,,,,,,,,,,,,,,,,,,,
1094263,第81師団 (日本軍),29194,7409,False,1,,,,,,,,,,,,,,,,,,,,,,,
1094267,H部隊,61826,21709,False,0,,,,,,,,,,,,,,,,,,,,,,,
1094287,第86師団 (日本軍),29795,7556,False,1,41,14,0,0,0,1,3,1,1,0,1,0,1,0,2,3,6,0,5,2,0,1,0
1094747,第148師団 (日本軍),33709,9722,False,1,,,,,,,,,,,,,,,,,,,,,,,
1096090,イギリス連邦占領軍,42142,12752,False,0,,,,,,,,,,,,,,,,,,,,,,,
1097083,第36SS武装擲弾兵師団,58215,17909,False,1,,,,,,,,,,,,,,,,,,,,,,,
1097257,第3軍団ガッリカ,28521,8591,False,0,,,,,,,,,,,,,,,,,,,,,,,
1097492,第4軍団スキュティカ,26355,7833,False,0,,,,,,,,,,,,,,,,,,,,,,,
1097578,第72師団 (日本軍),31108,7668,False,1,,,,,,,,,,,,,,,,,,,,,,,
1099173,通信支援旅団 (フランス陸軍),32629,7950,False,1,,,,,,,,,,,,,,,,,,,,,,,
1099188,情報旅団 (フランス陸軍),31454,7938,False,1,,,,,,,,,,,,,,,,,,,,,,,
1099193,砲兵旅団 (フランス陸軍),30598,7528,False,1,,,,,,,,,,,,,,,,,,,,,,,
1099212,工兵旅団 (フランス陸軍),30192,7414,False,1,,,,,,,,,,,,,,,,,,,,,,,
1103331,FOXHOUND (架空の組織),58297,16978,False,0,,,,,,,,,,,,,,,,,,,,,,,
1103693,カミンスキー旅団,50574,15346,False,0,,,,,,,,,,,,,,,,,,,,,,,
1103854,第1海兵歩兵落下傘連隊 (フランス軍),41085,10225,False,1,,,,,,,,,,,,,,,,,,,,,,,
1103889,スウェーデン水陸両用軍団,30272,7997,False,1,,,,,,,,,,,,,,,,,,,,,,,
1103913,インドネシア海兵隊,31765,8263,False,1,,,,,,,,,,,,,,,,,,,,,,,
1104470,第102師団 (日本軍),37992,11371,False,1,,,,,,,,,,,,,,,,,,,,,,,
1105949,歩兵第8連隊,55281,17933,False,1,,,,,,,,,,,,,,,,,,,,,,,
1110073,西部方面通信情報隊,23034,6945,False,0,27,0,0,0,0,1,2,9,2,0,0,0,0,1,1,1,4,0,4,0,0,1,1
1111022,シービー,70163,22823,False,0,87,23,3,1,1,0,0,6,5,0,12,0,1,0,2,0,10,20,1,0,1,0,1
1111863,大韓民国海軍,108539,27771,False,1,,,,,,,,,,,,,,,,,,,,,,,
1111871,大韓民国空軍,119956,22697,False,0,,,,,,,,,,,,,,,,,,,,,,,
1112170,偵察航空隊,71483,16004,False,1,,,,,,,,,,,,,,,,,,,,,,,
1114128,マニプルス,22913,7537,False,0,,,,,,,,,,,,,,,,,,,,,,,
1114919,第150師団 (日本軍),31803,7855,False,1,,,,,,,,,,,,,,,,,,,,,,,
1114922,第160師団 (日本軍),30458,7480,False,1,,,,,,,,,,,,,,,,,,,,,,,
1117189,コホルス,20961,6325,False,0,,,,,,,,,,,,,,,,,,,,,,,
1117541,軍団兵,42208,18002,False,0,,,,,,,,,,,,,,,,,,,,,,,
1118671,バッファロー・ソルジャー,74875,22861,False,0,,,,,,,,,,,,,,,,,,,,,,,
1120958,アラ (ローマ軍),33350,8548,False,1,,,,,,,,,,,,,,,,,,,,,,,
1126197,航空方面隊,29014,8671,False,0,,,,,,,,,,,,,,,,,,,,,,,
1127575,長宗我部水軍,25884,7198,False,0,,,,,,,,,,,,,,,,,,,,,,,
1127643,コリーナ部隊,31720,11577,False,0,,,,,,,,,,,,,,,,,,,,,,,
1128924,第501＝第503戦車連隊 (フランス軍),33060,8870,False,1,,,,,,,,,,,,,,,,,,,,,,,
1128952,第6＝第12胸甲騎兵連隊 (フランス軍),32105,8112,False,1,,,,,,,,,,,,,,,,,,,,,,,
1128993,第1＝第11胸甲騎兵連隊 (フランス軍),39502,9146,False,1,,,,,,,,,,,,,,,,,,,,,,,
1129007,第1＝第2猟兵連隊 (フランス軍),31808,7950,False,1,,,,,,,,,,,,,,,,,,,,,,,
1129167,第13竜騎兵落下傘連隊 (フランス軍),38593,9614,False,1,,,,,,,,,,,,,,,,,,,,,,,
1129545,女性自衛官教育隊,47663,11172,False,1,,,,,,,,,,,,,,,,,,,,,,,
1132719,北伐 (太平天国),27861,9479,False,0,,,,,,,,,,,,,,,,,,,,,,,
1134511,アンゴラ共和国軍,31591,8874,False,1,,,,,,,,,,,,,,,,,,,,,,,
1138930,海兵遠征部隊,81982,22800,False,0,,,,,,,,,,,,,,,,,,,,,,,
1141936,オランダ沿岸警備隊,22029,6339,False,0,,,,,,,,,,,,,,,,,,,,,,,
1142305,シャドウミラー,187232,86769,False,0,,,,,,,,,,,,,,,,,,,,,,,
1143314,第1狙撃兵連隊 (フランス軍),30018,7940,False,1,,,,,,,,,,,,,,,,,,,,,,,
1144843,マカピリ,26082,7093,False,0,,,,,,,,,,,,,,,,,,,,,,,
1145778,第1歩兵連隊 (フランス軍),34423,9060,False,1,,,,,,,,,,,,,,,,,,,,,,,
1145805,第40砲兵連隊 (フランス軍),29900,7573,False,1,,,,,,,,,,,,,,,,,,,,,,,
1145956,チャド行進連隊 (フランス軍),30968,7627,False,1,,,,,,,,,,,,,,,,,,,,,,,
1146017,第16猟兵大隊 (フランス軍),30298,7528,False,1,,,,,,,,,,,,,,,,,,,,,,,
1146296,第92歩兵連隊 (フランス軍),32615,8176,False,1,,,,,,,,,,,,,,,,,,,,,,,
1146339,第126歩兵連隊 (フランス軍),32856,8263,False,1,59,9,2,2,0,0,0,0,7,0,7,0,1,0,2,3,6,17,2,0,0,1,0
1146398,第68アフリカ砲兵連隊,29672,7641,False,1,,,,,,,,,,,,,,,,,,,,,,,
1146529,第1外人騎兵連隊,36102,9033,False,1,62,8,1,2,0,0,0,0,2,0,14,0,1,0,2,2,6,18,4,0,0,1,1
1146606,紅灯照,25255,9009,False,0,,,,,,,,,,,,,,,,,,,,,,,
1146982,第1スパッヒ連隊 (フランス軍),34468,8817,False,1,,,,,,,,,,,,,,,,,,,,,,,
