page_id,title,html_file_size,text_file_size,is_disambiguation_page,infobox_count,num_annotations,主要都市,人口,人口データの年,人口密度,別名,合併自治体,国,国内位置,地名の謂れ,地形,州都・県庁・郡庁所在地,座標・経度,座標・緯度,恒例行事,成立年,所在地,接する国,消滅年,特産品,産業,種類,観光地,読み,隣接自治体,面積,首長
198238,マウォポルスカ県,132738,37148,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
198740,三池藩,78651,17473,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
199658,ポトカルパチェ県,52341,11698,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
199928,葛飾郡,77715,21275,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
199954,千歳郡,42987,11683,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
199955,都筑郡,73448,24290,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
200214,矢島藩,82605,16896,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
200405,ペンザ州,48458,9922,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
200423,諸県郡,62010,17908,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
200648,チタ州,45214,9776,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
200669,ザーブル州,41677,8845,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
200695,カーピーサー州,50494,10191,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
200765,ヴォログダ州,52281,11561,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
200819,山岳レバノン県,30001,7273,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
201240,与板藩,97935,26974,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
201273,ヴォイヴォディナ,241501,59478,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
201514,サマンガーン州,72300,16324,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
201556,プスコフ州,52693,11452,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
201597,マガダン州,54543,12042,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
201752,村岡藩,69438,15228,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
202445,ケント郡 (テキサス州),53688,11085,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
202464,ケント郡 (デラウェア州),64892,12080,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
202597,ニューキャッスル郡,65529,12155,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
202637,サセックス郡 (デラウェア州),64348,11916,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
202649,ケント郡 (ロードアイランド州),53758,11225,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
202655,ブリストル郡 (ロードアイランド州),60116,11894,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
202705,ニューポート郡 (ロードアイランド州),54961,11499,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
202816,バーンプリー郡,37103,10317,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
203163,ワシントン郡 (ロードアイランド州),58903,12108,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
203209,プロビデンス郡 (ロードアイランド州),61424,12797,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
203252,バーンサオトン郡,42967,11475,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
203364,アラメダ郡,81835,14329,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
203792,アダムズ郡 (ミシシッピ州),77336,16291,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
203797,アルコーン郡 (ミシシッピ州),62546,11581,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
203845,アダムズ郡 (ワシントン州),65848,12142,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
203906,ジェファーソン郡 (ワシントン州),70987,13065,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
203924,リンカーン郡 (ワシントン州),73765,13625,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
203934,モンゴメリー郡,26781,7618,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
203936,バターン州,52759,9860,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
203947,クレイ郡 (アラバマ州),58301,11590,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
203955,エイダ郡,63943,14299,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
203965,ラヴィング郡,68333,15093,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
204035,バーンボー郡,41890,11768,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
204155,モスクワ州,53555,11173,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
204347,アムール州,54825,11678,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
204642,新座郡,59318,17496,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
204871,亀田藩,89583,20573,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
204987,ベルナップ郡 (ニューハンプシャー州),55070,11189,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
205355,ケメロヴォ州,54498,11435,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
205480,ノヴォシビルスク州,52180,11324,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
205727,イルクーツク州,54526,11547,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
205791,クラスノヤルスク地方,56604,11978,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
205829,トムスク州,53721,11118,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
205863,グレーター・ロンドン,128710,25618,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
206051,久留米藩,90400,22371,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
206416,カムチャツカ州,40707,10426,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
206636,オムスク州,51033,10873,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
206752,アルタイ地方,52402,11114,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
208392,麻田藩,71816,14905,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
208536,キンタナ・ロー州,37886,8705,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
208680,ベイルート県,29097,6954,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
208703,イスラス・デ・ラ・バイア県,43480,12862,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
208748,ダカール州,29174,7022,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
208793,敦化市,49802,10750,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
209069,ウリヤノフスク州,52912,11439,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
209250,パンパンガ州,54075,10349,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
209309,サンバレス州,53844,10150,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
209334,南サンボアンガ州,50400,9630,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
209349,タウイタウイ州,58295,11019,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
209464,パンガシナン州,59714,10610,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
209557,図們市,54134,11175,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
209758,氷見郡,28655,8071,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
209923,シャールジャ,54023,13519,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
210076,サンボアンガ・シブガイ州,48390,8935,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
210138,ブラカン州,52631,9649,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
210181,柳河藩,100513,29029,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
210270,北サンボアンガ州,48372,9247,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
210412,東ネグロス州,46877,8820,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
210453,西ネグロス州,48220,9228,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
210783,南投県,57478,11731,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
210811,ヨクナパトーファ郡,25296,7542,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
211158,宜蘭県,62668,13852,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
211413,北ラナオ州,56392,10151,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
211474,イロイロ州,46509,8697,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
211537,西ビサヤ地方,50449,9360,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
211572,ラウニオン州,51382,9529,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
211851,ブキドノン州,54986,9571,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
211863,カミギン州,46038,8701,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
212031,シキホル州,56628,10442,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
212059,パラワン州,58835,11207,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
212767,マウンテン州,47367,8847,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
212768,サマラ州,54674,12050,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
212778,南イロコス州,51272,9508,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
212789,北イロコス州,65788,12414,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
212873,東ダバオ州,46771,8842,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
212889,コンポステラ・バレー州,51097,10009,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
212923,ダバオ州,48205,9290,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
212975,ヌエヴァ・エシハ州,52544,9916,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
213008,ケソン州,53861,10232,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
213011,花蓮県,58363,13106,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
213015,台東県,69422,17187,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
213149,リサール州,52181,9687,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
213230,マスバテ州,48464,9051,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
213254,ラグナ州,60302,11550,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
213285,アルバイ州,48675,9305,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
213346,アンティーケ州,47684,9058,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
213384,ソルソゴン州,49114,8978,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
213420,カタンドゥアネス州,48514,9276,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
213455,南アグサン州,49142,9093,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
213476,北アグサン州,48767,9074,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
213553,南スリガオ州,46953,8809,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
213584,北スリガオ州,49966,9510,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
213799,新発田藩,133980,49885,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
213804,イヴリーヌ県,92448,24154,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
213805,カルヴァドス県,73770,15630,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
213849,高鍋藩,72065,16013,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
213862,大田原藩,67020,12957,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
213910,黒羽藩,66267,12722,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
213947,三春藩,79109,16409,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
213959,マリンドゥケ州,49085,9059,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
213973,南レイテ州,58541,11813,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
214128,コート＝ドール県,58172,13991,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
214227,鳳珠郡,31361,7812,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
214473,喜連川藩,86143,22721,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
214485,山家藩,65654,12945,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
214588,出石藩,71706,14609,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
214613,小泉藩,68321,14258,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
214631,麻生藩,65083,13341,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
214641,バタンガス州,53036,9584,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
214707,東サマル州,63930,10227,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
214724,サマル州,60616,10661,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
214731,アブラ州,46170,8606,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
214834,北サマル州,57514,9993,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
214856,スルタン・クダラット州,53107,10149,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
214884,コタバト州,50526,10132,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
214918,熱河省,61339,12561,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
214930,佐野藩,68103,13856,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
215496,スールー州,50026,9371,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
215507,マギンダナオ州,67707,13645,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
215515,バタネス州,52044,9713,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
215525,サランガニ州,48167,8976,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
215612,キリノ州,51575,9549,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
215624,ビリラン州,48058,9012,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
215685,カリンガ州,46445,8725,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
215720,アパヤオ州,50718,9671,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
215794,北ケープ州,62305,10329,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
215868,北西州 (南アフリカ),64046,10625,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
215876,ムプマランガ州,61187,10939,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
215933,本荘藩,69006,12808,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
215949,諏訪藩,73906,15393,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
215967,南ラナオ州,60873,11651,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
215976,南コタバト州,47809,8993,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
216023,牛久藩,68173,13496,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
216104,鎌倉郡,72329,23196,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
216150,リンポポ州,68090,11808,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
216191,ジロンド県,75351,17523,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
216242,海北チベット族自治州,64664,14502,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
216319,イフガオ州,47939,8964,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
216339,北カマリネス州,46242,8611,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
216353,南カマリネス州,48350,8920,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
216387,ゴルムド市,53430,10827,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
216392,西ミンドロ州,60642,12855,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
216400,東ミンドロ州,52362,9641,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
216588,バシラン州,46600,8821,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
216615,岡崎藩,75524,16454,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
216617,西大平藩,76478,15481,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
216624,イサベラ州,54728,10175,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
216659,安房勝山藩,85393,19099,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
217199,犬山藩,70120,14797,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
217403,ベンゲット州,47748,9083,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
217408,紀伊田辺藩,68072,13920,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
217414,南ダバオ州,46770,8797,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
217431,レイテ州,62059,11209,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
217454,高槻藩,78443,16909,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
217526,海西モンゴル族チベット族自治州,90085,19291,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
217693,西ミサミス州,47587,8925,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
217712,カガヤン州,61673,10739,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
217823,古河藩,134619,28811,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
217985,佐伯藩,111845,31632,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
218005,伊勢亀山藩,78551,16899,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
218030,土浦藩,77023,15485,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
218047,伊勢崎藩,67077,14025,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
218282,セブ州,70161,12222,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
218305,横須賀藩,78796,17396,False,0,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,4,0,2,0,4,1,0,1,0,0,2
218306,ボホール州,56931,10266,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
218310,東ミサミス州,47024,8896,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
218317,刈谷藩,82467,17926,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
218337,臼杵藩,72079,15417,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
218390,ジェール・モション・ショプロン県,87386,14300,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
218418,アウロラ州,52913,9793,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
218628,大理市,105774,15879,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
219020,ロンブロン州,47583,8869,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
219027,甲府藩,72853,16061,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
219029,アクラン州,46566,8831,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
219145,ヌエヴァ・ヴィスカヤ州,52984,9867,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
219304,ニジニ・ノヴゴロド州,58599,12759,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
219531,カピス州,46984,8757,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
220155,大垣藩,88429,21395,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
220251,宇和郡,38027,9312,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
220281,浮穴郡,36441,8905,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
220284,下浮穴郡,50546,15114,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
220538,スクレ州,34106,8170,False,1,37,17,2,2,0,3,0,2,0,0,0,2,1,1,0,1,0,0,0,0,0,2,0,0,0,3,1
221249,龍川郡,48277,13782,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
221363,ムルト＝エ＝モゼル県,61540,14396,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
221364,モゼル県,68482,18657,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
221431,宇都宮藩,225532,53686,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
221474,ギマラス州,47026,8896,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
221486,タルラック州,53440,9790,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
221898,レニングラード州,60978,14082,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
222086,大理ペー族自治州,78510,14543,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
222213,岩村藩,81528,18444,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
222262,カヴィテ州,52847,9925,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
222850,府内藩,67885,13066,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
223451,日出藩,66804,12997,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
223455,エン州,253875,25003,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
224364,ペリリュー州,40909,10449,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
224476,唐津藩,74846,15543,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
224719,扶餘郡,50778,13018,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
225690,南置賜郡,42881,15640,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
225691,南村山郡,47776,16758,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
225854,鬱陵郡,56229,12831,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
226102,紀伊新宮藩,73520,14420,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
226152,ロックランド郡,115307,21295,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
227426,都濃郡,50057,14913,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
227554,森藩,69969,14253,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
227568,嘉義県,79457,15811,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
228875,島原藩,81215,18349,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
228887,杵築藩,69815,14011,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
230286,丹波亀山藩,82657,17982,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
230658,平戸藩,83480,17906,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
231227,大村藩,101796,21746,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
232700,人吉藩,89185,24594,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
233565,延岡藩,81656,18641,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
233792,飛騨高山藩,32112,9785,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
234520,三方上中郡,32045,7250,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
234910,ユダヤ・サマリア地区,31766,7326,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
235197,重原藩,63262,12908,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
236762,津藩,87112,21345,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
236826,小野藩,71184,14736,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
239425,クルジュ県,37173,8837,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
240298,八名郡,74669,21663,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
241105,宇陀松山藩,32538,9145,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
241334,安志藩,69758,14104,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
241754,三草藩,64086,12470,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
242220,神戸藩,74012,15525,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
242764,柳生藩,70550,13969,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
242765,狭山藩,72848,15755,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
242833,ジョグジャカルタ特別州,69743,20404,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
242845,台南県,36563,8507,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
243902,山崎藩,73768,15321,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
244303,福本藩,73837,15239,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
244749,龍野藩,138309,43231,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
245724,豊岡藩,71488,15019,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
246741,スモレンスク州,51385,10870,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
247324,怒江リス族自治州,62478,12048,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
247468,紅河ハニ族イ族自治州,76963,16984,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
247925,涼山イ族自治州,89401,18781,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
248441,サフォーク,60602,12699,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
248452,千葉郡,65570,22918,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
249569,西葛飾郡,45248,13364,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
250339,吉州郡,41794,11723,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
251663,高田藩,133398,35681,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
252545,杭州,318971,31485,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
253771,松本藩,154672,40274,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
253810,郡山藩,85558,19924,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
254551,福岡県,446694,106467,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
254846,トゥーラ州,53223,10978,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
255119,マルトノマ郡 (オレゴン州),88055,19125,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
256887,アジュマーン,32616,8142,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
256953,結城藩,69203,14034,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
257414,美含郡,46652,13310,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
257420,二方郡,41752,11168,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
257432,七美郡,41024,11674,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
258327,敦賀県,41014,9318,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
259468,マヌス州,34565,7523,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
259549,ミルン湾州,37163,8022,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
259794,ロイヤルティ諸島,54170,10683,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
260002,明川郡,62231,20045,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
260385,村上藩,100627,24700,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
260388,小諸藩,159992,46156,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
260390,黒川藩,67042,14476,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
260391,椎谷藩,67112,14612,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
260394,谷村藩,31847,9613,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
260396,上田藩,76592,16638,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
260397,岩村田藩,71300,14395,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
260401,村松藩,67886,14696,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
260526,ヤルカンド県,57969,12274,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
