page_id,title,html_file_size,text_file_size,is_disambiguation_page,infobox_count,num_annotations,上位リーグ,下位リーグ,主催団体,代表,優勝決定戦,別名,創立年,創設関係者,名前の謂れ,国・地域,大会,対抗リーグ,後継組織,所属チーム数,所属組織,最多優勝チーム,構成するリーグ,歴代所属チーム,競技,解散年,読み,賞,過去の組織名,開始年
967172,ニュージーランド・フットボールチャンピオンシップ,65072,14135,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
967195,ベトナムサッカーリーグ,101094,17085,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
967233,カテゴリア・プリメーラA,180695,30204,False,1,130,2,3,0,0,0,2,2,1,0,2,10,0,0,3,1,2,0,98,1,0,0,1,0,2
967237,プリメーラ・ディビシオン (ウルグアイ),144724,18660,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
972918,サマーリーグ,30716,8952,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
982027,ギリシャ・スーパーリーグ,214090,32041,False,1,171,0,3,0,0,0,2,3,0,0,5,5,0,0,2,2,2,0,136,2,0,0,1,7,1
982364,リーガ1,243863,42333,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
983069,ブルガリアプロサッカーリーグ,238007,39779,False,1,177,2,8,0,0,0,10,3,0,0,2,4,0,0,1,1,1,0,143,1,0,0,1,0,0
990555,広島県社会人サッカーリーグ,43908,11887,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
992464,カメルーン・プレミア・ディビジョン,71911,12829,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
996452,エジプト・プレミアリーグ,101215,20548,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1002303,プレミアリーグ,261255,47350,False,2,202,4,8,5,0,1,8,5,0,0,18,2,0,0,6,6,3,0,113,9,0,0,2,10,2
1007737,ユーゴスラビア・プルヴァ・リーガ,75659,14534,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
1007820,イスラエル野球リーグ,38120,11356,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1029667,JUNIOR HYPER LEAGUE,61360,14347,False,0,24,0,0,2,0,0,0,2,0,0,0,5,1,0,0,0,0,3,0,2,0,1,3,2,3
1033686,Iリーグ,90813,14802,False,1,41,0,1,0,0,0,0,3,0,0,4,1,0,0,1,1,1,0,23,2,0,0,0,4,0
1035464,セリエD (サッカー),63299,11909,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1037878,レガ・プロ・セコンダ・ディヴィジオーネ,64818,13061,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1043765,レガ・プロ・プリマ・ディヴィジオーネ,75057,13210,False,1,96,3,5,0,0,0,1,3,0,0,2,2,0,1,2,1,2,6,60,1,2,0,0,5,0
1066821,カナディアン・フットボール・リーグ,69911,13058,False,2,,,,,,,,,,,,,,,,,,,,,,,,,
1078794,カリフォルニアリーグ,62477,12270,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1079455,セグンダ・ディビシオン,275153,47988,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1084412,ジャーマン・フットボール・リーグ,99872,19319,False,1,68,0,0,0,0,2,2,3,0,0,3,0,0,0,2,0,1,10,37,6,0,0,0,2,0
1089098,カンピオナート・パウリスタ,172605,27538,False,1,200,0,14,7,0,0,11,1,0,0,3,9,0,0,8,26,3,19,95,2,0,0,1,0,1
1114853,ディビジョンシリーズ,129704,28830,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
1118511,プルヴァHNL,146983,22624,False,1,118,0,18,0,0,0,10,2,0,0,4,8,0,0,1,1,2,1,65,1,0,1,2,0,2
1122450,セルビア・スーペルリーガ,136411,21405,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1125714,Jアイス・ノース・ディビジョン,52439,11213,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1126921,関西フットサルリーグ,38934,12785,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1141952,ふく面ワールドリーグ戦,91992,25948,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
1153794,プロフェッショナルコンチネンタルチーム,91564,24035,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
1174800,日本バスケットボールリーグ2部機構,57998,13631,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1193642,地域リーグ (バスケットボール),28275,6960,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
1207056,フットボールリーグ1,83308,14766,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1209433,ストロングリーグ,38271,14768,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
1216486,フットボールリーグ2,82905,15795,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1216555,アメリカン・フットボール・カンファレンス,123209,25547,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
1216559,ナショナル・フットボール・カンファレンス,113119,19928,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
1220377,ナショナルラグビーリーグ,81794,14614,False,1,61,1,0,0,1,3,4,2,0,0,4,6,0,0,1,0,1,0,32,2,0,0,0,3,1
1225147,アリーナフットボールリーグ,46574,11359,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1233851,全米プロ野球選手協会,123966,22511,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
1234000,フットボールカンファレンス,83533,15484,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
1234633,プレミアリーグ (バレーボール),256324,58698,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1236515,JBLプレスーパーリーグ,36902,9180,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
1237673,カンファレンス・ノース,78197,12745,False,1,61,3,4,0,0,0,3,1,0,0,2,2,0,0,1,0,0,0,44,1,0,0,0,0,0
1237678,カンファレンス・ナショナル,68789,12463,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1237700,カンファレンス・サウス,59106,10837,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1242257,ヨーロピアンツアー,93820,19665,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1242389,欧州女子ゴルフツアー,51044,11376,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
1247028,ユニオン・アソシエーション,75376,15199,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
1247717,ヴィルスリーガ,100090,15773,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1253561,ベースボールフィリピン,58243,12942,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1257140,デンマーク・スーペルリーガ,150260,22410,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1260006,アメリカンリーグ東地区,238715,32261,False,0,69,2,0,0,0,1,2,1,0,0,2,0,7,0,1,4,0,0,48,0,0,1,0,0,0
1260007,アメリカンリーグ中地区,176482,23591,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
1260012,アメリカンリーグ西地区,188221,27689,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
1260015,ナショナルリーグ東地区,196384,27619,False,0,48,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,42,0,0,1,0,0,0
1260016,ナショナルリーグ中地区,209614,27990,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
1260017,ナショナルリーグ西地区,201291,26899,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
1264128,セリエ・ナシオナル・デ・ベイスボル,136749,32183,False,1,111,0,0,0,0,0,2,0,0,0,7,0,0,0,2,4,0,0,88,5,0,0,0,1,2
1270627,ブリティッシュ・バスケットボール・リーグ,129366,17997,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1282053,アメリカン・アソシエーション (19世紀),177234,26698,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
1294831,アメリカン・フットボール・リーグ,116850,22215,False,1,137,0,0,0,0,7,15,2,5,0,2,5,17,3,2,0,2,4,65,3,2,0,0,0,3
1295997,リーガ・エスパニョーラ・デ・ベイスボル,49025,10317,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
1296086,ディビシオン・デ・オナー,76295,13883,False,1,38,0,0,0,0,0,2,0,0,0,2,0,0,0,2,1,0,0,28,2,0,0,0,0,1
1296114,タイ王国ベースボールリーグ,24743,6721,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
1299414,プレイヤーズ・リーグ,74888,14980,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
1302091,イスミアンフットボールリーグ,74420,12678,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
1303555,プレミアアカデミーリーグ,45647,10985,False,0,39,0,1,0,0,0,2,1,0,0,1,0,0,1,0,0,0,2,21,2,0,0,0,8,0
1312695,女子ユーロリーグ,73671,11661,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1313670,フェデラル・リーグ,95844,18501,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
1316766,ギリシャA1バスケットボールリーグ,112303,19048,False,1,43,0,1,2,1,0,3,2,0,0,2,1,0,0,1,2,2,0,21,1,0,0,0,3,1
1316869,リトアニア・バスケットボール・リーグ,119918,17662,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1318371,イスミアンリーグ・プレミアディヴィジョン,65644,13809,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
1335744,ノーザンプレミアフットボールリーグ,60700,11594,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1336166,ノーザンプレミアリーグ・プレミアディヴィジョン,96943,14819,False,1,79,3,4,0,0,0,2,1,0,0,3,2,0,0,1,1,1,0,60,1,0,0,0,0,0
1337864,サザンフットボールリーグ,55095,9829,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1337894,サザンフットボールリーグ・プレミアディヴィジョン,108284,17666,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1338567,熊本県サッカーリーグ,50473,11838,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
1342423,香港ファーストディビジョンリーグ,81248,19672,False,2,222,3,2,0,0,0,8,2,0,0,2,1,0,0,1,4,1,0,192,1,0,2,3,0,0
1345201,東京都大学ソフトボールリーグ,31200,7768,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
1351755,日本卓球リーグ,50550,16271,False,0,107,0,0,4,0,5,5,0,0,0,1,17,0,0,0,0,2,13,55,1,0,1,3,0,0
1361742,山口県社会人サッカーリーグ,38342,9762,False,0,55,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,39,1,0,1,0,0,0
1368377,オーストラリアン・フットボール・リーグ,69485,14604,False,1,61,0,0,1,1,1,4,1,0,0,3,2,0,0,2,0,2,0,38,2,0,0,0,3,1
1368963,関西独立リーグ,156376,55835,False,2,,,,,,,,,,,,,,,,,,,,,,,,,
1397193,イスミアンリーグ・ディヴィジョン1・ノース,51727,9444,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
1397214,イスミアンリーグ・ディヴィジョン1・サウス,51699,9414,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
1403965,ワールド・バスケットボール・アソシエーション,37269,9253,False,1,51,0,0,0,0,0,2,1,0,0,2,0,0,0,1,1,1,0,40,2,1,0,0,0,0
1408716,ユナイテッド・バスケットボール・リーグ,57952,10883,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1408731,イースタン・バスケットボール・アライアンス,58627,10430,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1415056,ウィミンズ・ナショナル・バスケットボール・リーグ (オーストラリア),102101,16770,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1415067,ナショナル・バスケットボール・リーグ (ニュージーランド),82128,12465,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1419602,リーガ・ナシオナル・バスケットボール,114157,14189,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1420335,マルタ・プレミアリーグ,139318,22757,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1424673,イスラエル・バスケットボール・スーパーリーグ,117515,17042,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
1433109,カンピオナート・ゴイアーノ,74641,12926,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1434949,リーグ・フェミニン・バスケットボール,70857,11871,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
1435681,Jアイス・ウエスト・ディビジョン,58948,13152,False,1,37,2,0,2,0,0,2,0,0,0,1,0,5,0,1,0,1,0,19,0,0,0,0,0,4
1436305,スウェーデン・スーパーリーグ,32023,9241,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
1436789,山梨県社会人サッカーリーグ,45595,10494,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
1441829,カンピオナート・パラナエンセ,88856,14806,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1445761,ウッコネン,67557,11221,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1452859,1.SNL,134273,20895,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1456468,プレミアサッカーリーグ,115695,19039,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1469214,島根県社会人サッカーリーグ,37475,9545,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
1476287,カッコネン,61374,13209,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1480883,エールステ・ディヴィジ,132630,25686,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1483212,リーガ・デ・フットボル・プロフェシオナル・ボリビアーノ,152007,22902,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1484698,セグンダ・ディビシオンB,152396,26860,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1484993,テルセーラ・ディビシオン,58924,11813,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1485072,フェロー諸島プレミアリーグ,123492,21098,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1486151,TFF1.リグ,60710,12324,False,1,80,4,3,1,0,0,4,2,0,0,2,1,0,0,2,2,0,0,54,1,0,0,0,4,0
1486960,イラン・バスケットボール・スーパーリーグ,70240,10709,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
1487891,バロンセスト・スペリア・ナシオナル,84528,12159,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
1490113,リーガ・ナシオナル・バロンセスト・プロフェッショナル,72684,11431,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1490152,テニス日本リーグ,33347,10054,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1493391,ディビシオン・デ・オノール・フベニール,79905,14914,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1493460,リーガ・ナシオナル・フベニール,51538,10636,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
1493498,ディビシオネス・レヒオナレス,57411,13711,False,1,65,5,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,54,0,2,0,0,0,0,0
1494283,トゥヴェーデ・ディヴィジ,64608,11610,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1494444,フーフトクラッセ (サッカー),69356,16762,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1494533,エールステ・クラッセ,43590,9316,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1499444,FA女子プレミアリーグ・ナショナルディヴィジョン,52935,10189,False,0,31,0,6,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,20,1,0,0,0,0,1
1500241,FA女子プレミアリーグ・ノーザンディヴィジョン,53143,9975,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
1500264,FA女子プレミアリーグ・サウザンディヴィジョン,53554,9927,False,0,34,2,5,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,21,1,0,0,0,0,1
1505995,リーガプロ,116531,18047,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1506013,ポルトガルサッカー連盟,56690,9045,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1506025,ポルトガルプロサッカーリーグ,34437,7129,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
1507612,カンピオナート・プリマヴェーラ,53547,11686,False,1,52,1,0,1,0,2,4,0,0,0,3,0,0,0,2,1,0,0,34,3,0,0,0,0,1
1507633,カンピオナート・ベレッティ,39843,8701,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
1514672,フランスアマチュア選手権,91753,14509,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1517073,ポーランド女子バレーボールリーグ,49653,8612,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1521568,ロシア・バレーボール・スーパーリーグ,88237,12839,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1534092,インターナショナル・アソシエーション (野球),34559,9887,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
1539045,全米女子プロ野球リーグ,45102,16398,False,1,54,0,0,0,0,0,3,2,2,0,2,0,0,0,1,0,1,0,34,5,2,0,0,0,2
1548266,クウェート・プレミアリーグ,88873,14922,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1565011,NIFLプレミアシップ,199920,36048,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1568637,岩手県社会人サッカーリーグ,40183,9373,False,0,48,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,32,2,0,1,0,0,1
1577526,ガーナ・プレミアリーグ,110965,18138,False,1,76,1,1,0,0,0,4,1,0,0,2,2,0,0,1,1,2,0,58,1,0,0,2,0,0
1577844,エクストラクラサ,251268,40122,False,1,196,2,1,3,0,0,3,3,0,0,3,3,0,0,2,1,4,0,162,1,0,2,2,2,2
1581007,プリメーラ・ディビシオン (チリ),247447,37569,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1583240,カタール・スターズリーグ,93636,17421,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1588133,埼玉県社会人サッカーリーグ,49692,11933,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
1590512,カンピオナート・ミネイロ,81551,13972,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1592469,セリエA (エクアドル),163576,29758,False,1,145,0,11,2,0,0,11,4,0,0,4,6,0,0,2,1,3,0,97,1,0,0,1,2,0
1593834,リーガ・パラグアージャ,221316,36031,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1594772,プリメーラ・ディビシオン (ペルー),184190,35529,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1595575,プリメーラ・ディビシオン (ベネズエラ),180871,25809,False,1,201,0,2,0,0,2,3,3,0,0,2,14,0,0,2,1,2,0,168,1,0,0,1,0,0
1599685,道北ブロックリーグ,56070,14999,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1599696,道央ブロックリーグ,64675,17696,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1601526,フィリピノ・プレミアリーグ,28999,7479,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
1607008,九州学生ラグビーフットボールリーグ,86244,22330,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
1607107,北海道地区学生ラグビーフットボール連盟,64039,12499,False,0,44,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,9,24,2,0,1,0,0,0
1607215,東北地区大学ラグビーリーグ,81380,21260,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
1607259,北陸大学ラグビーリーグ,56228,10313,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
1607282,東海学生ラグビーリーグ,73511,17425,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
1607302,四国大学ラグビーリーグ,57167,10421,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
1607363,中国地区大学ラグビーリーグ,63273,12635,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
1607768,スーパーリーグ (ラグビーリーグ),80668,14768,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1611508,福岡県社会人サッカーリーグ,43378,10839,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
1620658,カンピオナート・バイアーノ,87875,14970,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1626241,チャレンジリーグ (スイス),72080,12985,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1642240,イースタンリーグ (北米),64286,13862,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1659068,ナショナルリーグ (韓国),53632,13842,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1665122,K3リーグ,52992,11087,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1669465,鳥取県サッカーリーグ,66284,18009,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
1671902,兵庫県社会人サッカーリーグ,87051,21950,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1700193,高円宮杯U-18サッカーリーグ プリンスリーグ中国,101352,19075,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1703475,バングラデシュ・プレミアリーグ,59759,10669,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1707313,アメリカ女子プロサッカー,92406,21016,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1709627,中華職業籃球聯盟,24011,6655,False,0,19,0,0,0,0,0,2,1,0,0,3,0,0,0,1,0,0,0,8,1,1,1,0,0,1
1717782,岡山サッカーリーグ,64237,17572,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
1719822,カンピオナート・アクレアーノ,75939,13124,False,1,50,2,1,3,0,0,2,1,0,0,2,2,0,0,3,2,2,0,29,1,0,0,0,0,0
1725326,メジャーリーグ・ラクロス,69295,14727,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1727583,サザンフットボールリーグ・ディヴィジョン1・セントラル,56455,10200,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1727586,シリア・プレミアリーグ,88206,14785,False,1,52,1,1,0,0,0,2,2,0,0,2,3,0,0,1,1,1,0,35,1,0,0,2,0,0
1728340,サザンフットボールリーグ・ディヴィジョン1・サウス&ウェスト,54734,9891,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
1751508,ASEANバスケットボールリーグ,68163,13786,False,1,38,0,0,1,0,1,3,2,2,0,6,1,0,0,2,1,0,0,15,3,0,0,0,0,1
1753205,台湾・インターシティフットボールリーグ,70434,13138,False,2,,,,,,,,,,,,,,,,,,,,,,,,,
1759163,インディアン・プレミアリーグ,86690,16702,False,1,30,0,0,1,0,2,3,1,0,0,1,0,0,0,2,0,1,0,16,2,0,0,0,0,1
1762410,新潟県社会人サッカーリーグ,46341,11051,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
1774991,熊本県フットサルリーグ,33739,9611,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
1775622,アンドラン・プリメーラ・ディビシオ,83272,14285,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1781545,プリメーラB・ナシオナル,92072,15310,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1794852,ウズベク・リーグ,118122,18407,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1804217,関東ユース (U-15)サッカーリーグ,70995,17480,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1806645,ディヴィジア・ナツィオナラ,100931,15932,False,1,69,0,2,0,0,0,2,2,0,0,4,1,0,0,1,1,1,0,53,1,0,0,1,0,0
1812897,関西サッカーリーグ (U-15)サンライズリーグ,36642,8521,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1822239,アリゾナリーグ,69815,13348,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1822314,ガルフ・コーストリーグ,76511,14531,False,1,45,1,0,0,0,0,1,1,0,0,1,0,0,0,1,2,0,4,32,1,0,0,0,0,1
1823404,ドミニカン・サマーリーグ,90819,17365,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1823499,ベネズエラン・サマーリーグ,58334,11806,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1823763,アパラチアンリーグ,64309,12415,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1823866,パイオニアリーグ,60587,11865,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1824060,ニューヨーク・ペンリーグ,70517,13496,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1824099,ノースウェストリーグ,62332,12134,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1824415,ミッドウェストリーグ,73022,13792,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1824854,サウス・アトランティックリーグ,71938,13653,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1825300,サザンリーグ,62506,12159,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1825766,テキサスリーグ,61138,12259,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1826511,カロライナリーグ,64462,12570,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1828033,フロリダ・ステートリーグ,70439,14957,False,1,37,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,4,24,1,0,0,0,0,1
1862971,日本女子プロ野球機構,186396,71024,False,2,,,,,,,,,,,,,,,,,,,,,,,,,
1871709,スペイン女子バレーボールリーグ,78704,12834,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1872743,ポーランド男子バレーボールリーグ,47912,8892,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1872969,サッカー・ヘッセンリーガ,30151,8993,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
1875366,バーレーン・プレミアリーグ,77495,12896,False,1,54,0,0,0,0,0,4,2,0,0,2,3,0,0,2,2,2,0,34,1,0,0,2,0,0
1876866,カンピオナート・サンマリネーゼ,82333,14178,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1885677,タジク・リーグ,76626,14623,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1897472,IAAFダイヤモンドリーグ,87667,17919,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1904356,ジャパン・フューチャーベースボールリーグ,65131,23125,False,2,,,,,,,,,,,,,,,,,,,,,,,,,
1907282,ジンバブエ・プレミアサッカーリーグ,64018,12170,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1908359,チャレンジ・ディビジョン,50777,13524,False,1,82,5,0,4,0,0,1,2,0,0,2,0,0,0,1,0,3,0,63,1,0,0,0,0,0
1912399,関西社会人リーグ,20968,5962,True,0,,,,,,,,,,,,,,,,,,,,,,,,,
1912412,関東社会人リーグ,20837,5848,True,0,,,,,,,,,,,,,,,,,,,,,,,,,
1914013,リーガ・インドネシア,79966,19607,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1916729,中国女子サッカーリーグ,67542,14825,False,2,,,,,,,,,,,,,,,,,,,,,,,,,
1928240,ベースボール北海道,33531,10415,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
1932481,プルヴァ・マケドンスカ・フドバルスカ・リーガ,117045,17515,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1939677,イタリアンベースボールリーグ,110646,24054,False,1,71,0,10,0,0,0,3,0,0,0,6,0,0,0,1,0,1,0,44,3,0,0,0,1,2
1943731,スーペルエッタン,92572,16346,False,1,99,5,3,0,0,0,2,2,0,0,2,1,0,0,2,1,2,0,72,1,0,0,4,2,0
1944584,リーガ・メヒカーナ・デル・パシフィコ,86968,16591,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1952312,2. ブンデスリーガ (ドイツサッカー),105739,16676,False,1,120,5,5,0,0,0,3,0,0,0,2,5,0,0,2,1,1,2,92,1,0,0,0,0,1
1952313,3. リーガ (ドイツサッカー),72317,12795,False,1,,,,,,,,,,,,,,,,,,,,,,,,,
1954730,2. ブンデスリーガ,24712,6575,True,0,,,,,,,,,,,,,,,,,,,,,,,,,
1954732,3. リーガ,20843,5854,True,0,,,,,,,,,,,,,,,,,,,,,,,,,
1956849,九州チャレンジャーズリーグ,32713,9738,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
1966738,スコティッシュ・フットボールリーグ,103787,26745,False,1,128,9,0,0,0,0,1,2,0,0,4,3,0,1,2,1,1,7,94,1,2,0,0,0,0
1970148,全日本学生合気道連盟,23633,6757,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
1978732,長崎県サッカーリーグ,43309,10030,False,0,,,,,,,,,,,,,,,,,,,,,,,,,
