page_id,title,html_file_size,text_file_size,is_disambiguation_page,infobox_count,num_annotations,人口,使用言語,別名,名前の謂れ,国,大陸分布地域,宗教・信仰,居住地（地域）,居住地（地形）,属する民族,構成する民族,読み,身体的特徴
792916,クロウ族,26564,8864,False,0,,,,,,,,,,,,,,
793583,渤海人,39715,16446,False,0,,,,,,,,,,,,,,
794044,カイオワ,37126,11496,False,0,,,,,,,,,,,,,,
794923,ピロ・プエブロ,22736,7309,False,0,,,,,,,,,,,,,,
801473,ヌートカ族,24737,7180,False,0,,,,,,,,,,,,,,
805685,プルーセン,58210,22897,False,1,,,,,,,,,,,,,,
806097,アラバマ族,26194,7919,False,0,,,,,,,,,,,,,,
809142,アタカパ,26041,7977,False,0,,,,,,,,,,,,,,
809207,テハーノ,21747,6545,False,0,,,,,,,,,,,,,,
810279,キカプー,30172,10350,False,0,,,,,,,,,,,,,,
810466,コウシャッタ,27310,9155,False,0,,,,,,,,,,,,,,
814306,ウィチタ族,30559,9589,False,0,29,1,1,9,1,2,0,0,11,2,1,0,0,1
816348,エドム人,22529,6033,False,0,,,,,,,,,,,,,,
816350,アマレク人,21257,5934,False,0,,,,,,,,,,,,,,
816351,ミデヤン人,20313,5823,False,0,,,,,,,,,,,,,,
816354,アモン人,23976,6279,False,0,,,,,,,,,,,,,,
817149,パレスチナ人,39175,9005,False,1,,,,,,,,,,,,,,
818594,ピクォート,32914,10712,False,0,,,,,,,,,,,,,,
819124,モヒカン族,40964,11509,False,0,,,,,,,,,,,,,,
820655,ラワ族,34822,12275,False,0,39,0,1,29,0,4,0,0,0,4,1,0,0,0
820776,マサチューセッツ族,29506,9483,False,0,,,,,,,,,,,,,,
827988,アシニボイン,24662,8220,False,0,,,,,,,,,,,,,,
828883,江戸っ子,55454,17614,False,0,22,0,2,5,0,0,0,0,10,0,0,4,1,0
828891,アッシュカリー,22921,6957,False,0,21,0,1,11,0,8,1,0,0,0,0,0,0,0
845519,東胡,65989,16813,False,0,,,,,,,,,,,,,,
845574,ソグド人,62605,21503,False,0,,,,,,,,,,,,,,
846378,カランカワ,34936,14251,False,0,,,,,,,,,,,,,,
847712,ヤノマミ族,55274,19004,False,1,,,,,,,,,,,,,,
848004,ジャライ族,51361,9701,False,1,,,,,,,,,,,,,,
851086,コマンチェ,33863,11301,False,0,,,,,,,,,,,,,,
851090,カド,26368,7562,False,0,11,0,2,2,0,0,0,0,5,0,2,0,0,0
851158,古代プエブロ人,26377,7456,False,0,,,,,,,,,,,,,,
851376,クリミア・タタール人,64412,17566,False,1,,,,,,,,,,,,,,
851805,クリーク族,51643,19777,False,0,,,,,,,,,,,,,,
852528,アングル人,36367,11774,False,0,,,,,,,,,,,,,,
852537,ジュート人,28279,7785,False,0,16,0,0,2,0,1,0,1,1,6,3,0,2,0
852736,首長族,86201,28611,False,1,183,1,15,46,0,40,1,10,55,1,9,4,1,0
857269,マンダン,41319,16569,False,0,,,,,,,,,,,,,,
857919,ヒダーツァ,31395,10639,False,0,,,,,,,,,,,,,,
858439,サキザヤ族,32247,8632,False,0,9,1,1,2,0,3,0,0,2,0,0,0,0,0
861241,ポリネシア人,74596,25009,False,1,,,,,,,,,,,,,,
861266,マヤ人,50909,12599,False,1,59,2,9,1,0,14,0,2,17,4,0,10,0,0
863874,レンカ族,25805,7568,False,0,,,,,,,,,,,,,,
864055,メイツ星人,70157,15707,False,0,,,,,,,,,,,,,,
864926,パサマクォディ,23096,6418,False,0,15,1,0,6,1,2,1,0,3,0,1,0,0,0
864999,オマハ族,26590,8555,False,0,,,,,,,,,,,,,,
865724,レナペ,32770,10580,False,0,,,,,,,,,,,,,,
868092,ムオン族,38314,8489,False,1,,,,,,,,,,,,,,
869853,ナチェズ,25742,8808,False,0,,,,,,,,,,,,,,
869906,シボネイ,24110,7376,False,0,,,,,,,,,,,,,,
872446,ラムビー,34860,11476,False,0,,,,,,,,,,,,,,
873144,パムンキー,22365,7223,False,0,,,,,,,,,,,,,,
874702,ワッピンガー,26888,7438,False,0,,,,,,,,,,,,,,
876604,マイアミ族,26201,8417,False,0,,,,,,,,,,,,,,
879047,シェ族,33718,8145,False,1,,,,,,,,,,,,,,
883774,ガナーダ,22395,6728,False,0,,,,,,,,,,,,,,
891275,アンドリア人,49577,12910,False,0,,,,,,,,,,,,,,
892854,セーケイ人,31947,11020,False,0,,,,,,,,,,,,,,
899861,ギスパクローツ,24624,7880,False,0,,,,,,,,,,,,,,
902694,スクレリング,29442,8759,False,0,17,0,0,3,2,0,0,0,1,7,0,4,0,0
909368,ジョニー一族,45747,14000,False,0,,,,,,,,,,,,,,
911102,サルト人,40934,13576,False,0,,,,,,,,,,,,,,
916484,チュヴァシ人,41052,11089,False,1,,,,,,,,,,,,,,
930712,イケニ族,44413,12654,False,0,,,,,,,,,,,,,,
941312,クズルバシュ,48519,16966,False,0,,,,,,,,,,,,,,
942123,修羅 (バンプレストオリジナル),150798,55398,False,14,,,,,,,,,,,,,,
945535,マワーリー,23314,6884,False,0,,,,,,,,,,,,,,
952962,ヒバロ族,28692,7580,False,0,,,,,,,,,,,,,,
952985,ボントック族,22909,6020,False,0,,,,,,,,,,,,,,
952988,ナガ族,35459,9507,False,1,,,,,,,,,,,,,,
956083,マンナエ,41030,12158,False,0,28,0,0,4,0,18,0,0,2,3,1,0,0,0
970435,ラテンアメリカ人,204071,45385,False,1,,,,,,,,,,,,,,
973555,ビン南民系,27011,7476,False,0,,,,,,,,,,,,,,
974651,サイシャット族,36490,8777,False,0,,,,,,,,,,,,,,
978341,ミヘー,32230,12678,False,0,45,1,8,4,0,3,0,5,22,1,1,0,0,0
983247,ホルチン,86565,39053,False,0,,,,,,,,,,,,,,
988597,弥生人,52245,18552,False,0,,,,,,,,,,,,,,
990716,ホア族,61015,11876,False,0,,,,,,,,,,,,,,
1004163,ヴァリャーグ,57912,19246,False,0,,,,,,,,,,,,,,
1004650,ルーシ族,72127,31056,False,0,,,,,,,,,,,,,,
1004802,パルニ氏族,33755,10245,False,0,,,,,,,,,,,,,,
1008872,ケベック人,28789,7355,False,1,,,,,,,,,,,,,,
1015088,トリノヴァンテス族,29725,9903,False,0,,,,,,,,,,,,,,
1021739,ドレヴリャーネ族,40564,11133,False,0,,,,,,,,,,,,,,
1022444,西スラヴ人,59917,12948,False,0,48,0,10,2,0,8,0,0,0,0,2,25,1,0
1032039,プユマ族,44220,11010,False,1,,,,,,,,,,,,,,
1040634,レッドネック,52669,13664,False,0,,,,,,,,,,,,,,
1053970,パールシー,50177,16565,False,0,,,,,,,,,,,,,,
1061403,トン族,43542,12219,False,1,,,,,,,,,,,,,,
1064490,インガエウォネース族,29944,9647,False,0,,,,,,,,,,,,,,
1070328,東亜病夫,28600,9117,False,0,,,,,,,,,,,,,,
1073317,二鬼子,31335,7321,False,1,,,,,,,,,,,,,,
1074911,アク (ガンビア),27817,7853,False,1,,,,,,,,,,,,,,
1075365,バルト人,43587,9788,False,0,,,,,,,,,,,,,,
1076584,高麗棒子,40291,11719,False,1,,,,,,,,,,,,,,
1087301,バブザ族,30324,7344,False,0,7,0,0,4,0,0,0,0,0,1,2,0,0,0
1087308,タロコ族,37297,8970,False,1,30,2,4,7,0,4,0,3,8,1,1,0,0,0
1087343,ツォウ族,36157,10227,False,0,,,,,,,,,,,,,,
1087372,ルカイ族,35545,8459,False,1,,,,,,,,,,,,,,
1087434,ブヌン族,39973,10220,False,1,,,,,,,,,,,,,,
1087435,サオ族,35603,8589,False,1,23,2,4,1,0,0,0,1,6,4,2,2,1,0
1087467,クバラン族,36670,10344,False,0,,,,,,,,,,,,,,
1087652,カナカ族,22101,5896,False,0,,,,,,,,,,,,,,
1088587,ミングレル人,25460,7731,False,0,,,,,,,,,,,,,,
1089585,ヒュペルボレイオス,23738,6637,False,0,,,,,,,,,,,,,,
1090246,モホーク族,34632,9987,False,0,,,,,,,,,,,,,,
1090741,ミシュテカ,38306,13386,False,0,,,,,,,,,,,,,,
1090820,セデック族,32339,8199,False,0,,,,,,,,,,,,,,
1096866,ザザ人,38513,11542,False,0,44,1,11,9,0,5,0,7,6,5,0,0,0,0
1096879,ラズ人,25223,7035,False,0,15,0,1,0,0,7,0,1,4,1,0,0,1,0
1100049,ナラガンセット,31313,9344,False,0,,,,,,,,,,,,,,
1101044,チカホミニ,25032,7430,False,0,14,0,0,3,1,1,0,0,6,1,1,1,0,0
1101110,ポンカ,33029,11920,False,0,,,,,,,,,,,,,,
1104738,チェロエンホカ,25870,7443,False,0,,,,,,,,,,,,,,
1111953,マプチェ族,66655,25234,False,1,46,1,6,7,1,4,1,5,14,2,0,5,0,0
1111963,テウェルチェ族,27906,7679,False,1,,,,,,,,,,,,,,
1112708,ペントリ族,20346,6287,False,0,,,,,,,,,,,,,,
1116081,ズールー人,38898,10451,False,1,28,2,3,2,0,5,2,7,5,0,1,0,1,0
1123848,露助,28660,8244,False,0,,,,,,,,,,,,,,
1143359,ヤヒ,22637,7172,False,0,,,,,,,,,,,,,,
1148334,丁零,60653,19123,False,0,,,,,,,,,,,,,,
1148337,鉄勒,65357,23896,False,0,,,,,,,,,,,,,,
1152075,ラビ (聖剣伝説),42387,15607,False,0,,,,,,,,,,,,,,
1155424,ビルマ族,39590,9053,False,1,,,,,,,,,,,,,,
1156901,フェレンギ人,66905,26184,False,0,,,,,,,,,,,,,,
1158914,チカソー,35383,11795,False,0,,,,,,,,,,,,,,
1168158,ドンシャン族,37855,9048,False,1,,,,,,,,,,,,,,
1169248,ユグル族,51742,13096,False,1,,,,,,,,,,,,,,
1169295,バオアン族,36212,9176,False,1,,,,,,,,,,,,,,
1169317,サラール族,42648,11278,False,1,43,2,21,4,0,3,0,2,9,0,2,0,0,0
1169489,ヒルピニ族,30695,12235,False,0,,,,,,,,,,,,,,
1174972,ヌミディア人,38690,11801,False,0,,,,,,,,,,,,,,
1177778,オロス族,65150,12620,False,1,,,,,,,,,,,,,,
1178712,スイ族,39505,10148,False,1,,,,,,,,,,,,,,
1182276,ソルブ人,52904,15274,False,0,,,,,,,,,,,,,,
1182714,アルタイ人,48218,11587,False,1,,,,,,,,,,,,,,
1183291,アフリカ人,54831,12913,False,0,,,,,,,,,,,,,,
1186041,トリル人,41378,11532,False,0,,,,,,,,,,,,,,
1200937,チャルーア族,32596,10507,False,0,,,,,,,,,,,,,,
1209463,リー族,37776,8678,False,1,,,,,,,,,,,,,,
1209599,メンパ族,41505,9722,False,1,,,,,,,,,,,,,,
1214587,ジア,21631,6747,False,0,,,,,,,,,,,,,,
1215511,コーラオ族,56410,10929,False,1,,,,,,,,,,,,,,
1216432,ムーンレイカー (伝承),22102,6919,False,0,,,,,,,,,,,,,,
1218672,ペー族,36773,8721,False,1,,,,,,,,,,,,,,
1218682,ワ族,58528,13471,False,1,,,,,,,,,,,,,,
1218685,ラフ族,66555,11595,False,1,,,,,,,,,,,,,,
1218689,ヤオ族,72712,14141,False,1,,,,,,,,,,,,,,
1218692,モンゴル族 (中国),44315,10777,False,0,,,,,,,,,,,,,,
1223994,アラパホ,29115,8687,False,0,,,,,,,,,,,,,,
1227891,サスケハノック,26544,8121,False,0,,,,,,,,,,,,,,
1237335,オラン・アスリ,39122,10007,False,0,16,0,1,2,1,3,1,2,0,2,0,4,0,0
1244124,マカ族,37820,15501,False,0,52,1,2,33,1,1,0,0,7,4,2,0,1,0
1245600,プースタパック,25874,7405,False,0,,,,,,,,,,,,,,
1253770,ミクマク,39127,12008,False,0,,,,,,,,,,,,,,
1265554,ムスリム人,37079,12935,False,0,,,,,,,,,,,,,,
1269037,トラジャ族,145861,55744,False,1,,,,,,,,,,,,,,
1272101,ハドラミー,29228,7543,False,0,,,,,,,,,,,,,,
1275798,インド系移民と在外インド人,64421,18072,False,0,,,,,,,,,,,,,,
1276533,パゼッヘ族,32726,8048,False,0,,,,,,,,,,,,,,
1276967,ゲウィセ,21914,6466,False,0,,,,,,,,,,,,,,
1278459,ブリトン人,58121,9810,False,0,,,,,,,,,,,,,,
1283430,ネズ・パース,29563,9975,False,0,43,1,1,17,1,1,0,1,10,2,2,7,0,0
1297422,パレオ・インディアン,27504,7476,False,0,,,,,,,,,,,,,,
1300176,高車,132905,24583,False,0,,,,,,,,,,,,,,
1302061,プミ族,32331,7193,False,1,,,,,,,,,,,,,,
1305848,ショーニー族,46348,19359,False,0,,,,,,,,,,,,,,
1317654,オカンパ人,38691,9514,False,0,,,,,,,,,,,,,,
1321663,ケイゾン人,39593,10795,False,0,,,,,,,,,,,,,,
1326961,ソーク族,25347,7554,False,0,,,,,,,,,,,,,,
1326963,ヘムシン人,27439,7516,False,1,21,1,3,3,0,5,0,4,2,1,1,0,1,0
1329480,アード,22309,6184,False,0,,,,,,,,,,,,,,
1329739,ジーヌオ族,32107,7365,False,1,,,,,,,,,,,,,,
1329761,マオナン族,31055,7163,False,1,,,,,,,,,,,,,,
1329785,ジン族,41470,8295,False,1,,,,,,,,,,,,,,
1339749,ヴィディア人,42471,10059,False,0,,,,,,,,,,,,,,
1340378,ヴォス人,42328,10021,False,0,,,,,,,,,,,,,,
1344696,モーケン族,50874,11296,False,1,,,,,,,,,,,,,,
1345910,カーペットバッガー,75468,37985,False,0,,,,,,,,,,,,,,
1356735,タラクシア人,37566,8730,False,0,,,,,,,,,,,,,,
1358644,ブルクテリ族,25890,7306,False,0,,,,,,,,,,,,,,
1368976,太田神社,24429,6584,True,0,,,,,,,,,,,,,,
1374643,百越,42604,13481,False,0,,,,,,,,,,,,,,
1377723,ネネツ人,47762,13057,False,1,,,,,,,,,,,,,,
1379335,ハエドゥイ族,32363,9418,False,0,19,0,0,4,0,4,0,0,8,2,1,0,0,0
1396608,ヒンバ族,27661,7431,False,1,,,,,,,,,,,,,,
1410381,トラキア人,32104,9940,False,0,,,,,,,,,,,,,,
1414796,アパラチー,43324,16675,False,0,,,,,,,,,,,,,,
1417919,アヴァール人 (カフカース),35039,9912,False,0,38,1,2,4,0,19,0,3,6,3,0,0,0,0
1420134,テラライト人,40233,9187,False,0,,,,,,,,,,,,,,
1423989,サモエード人,40889,10222,False,0,,,,,,,,,,,,,,
1425440,カポイド,40324,9848,False,0,,,,,,,,,,,,,,
1435200,ドヴィジャ,79902,14313,False,0,,,,,,,,,,,,,,
1435216,エーカジャ,77485,13838,False,0,,,,,,,,,,,,,,
1436624,拓跋部,195913,40884,False,0,,,,,,,,,,,,,,
1436841,ネルウィイ族,27629,7366,False,0,,,,,,,,,,,,,,
1438204,アッシリア人,115975,37931,False,1,,,,,,,,,,,,,,
1438643,ウドムルト人,35729,8318,False,1,,,,,,,,,,,,,,
1449667,ツチ,35567,10953,False,1,,,,,,,,,,,,,,
1453688,ヴェッダ人,40731,11646,False,1,,,,,,,,,,,,,,
1460675,マデシ,38101,12409,False,0,,,,,,,,,,,,,,
1465981,トゥワ,36240,9656,False,1,,,,,,,,,,,,,,
1466662,ヘレロ,34382,9030,False,1,35,1,4,2,0,13,0,2,2,0,1,10,0,0
1466999,リブ (部族),27710,7365,False,0,11,0,0,9,1,0,0,0,1,0,0,0,0,0
1467232,バルガ族,22694,6361,False,0,,,,,,,,,,,,,,
1472310,アチョリ,40324,10906,False,1,,,,,,,,,,,,,,
1478052,ユカギール,54513,11588,False,0,,,,,,,,,,,,,,
1483262,グルカ族,33101,8714,False,0,,,,,,,,,,,,,,
1486602,ムスリム・ブルガリア人,34188,11654,False,0,,,,,,,,,,,,,,
1486785,ヴェンド人,61489,23883,False,0,,,,,,,,,,,,,,
1488090,ケット人,54813,11728,False,0,22,1,3,6,0,3,0,3,2,3,1,0,0,0
1497722,マガール,25594,7877,False,0,,,,,,,,,,,,,,
1498212,タルー,33890,11766,False,0,56,0,4,13,0,8,0,7,13,9,2,0,0,0
1500107,タマン族,23916,6817,False,0,,,,,,,,,,,,,,
1506751,イングランド人,136215,52454,False,1,,,,,,,,,,,,,,
1511225,バイエルン人,54904,18969,False,0,87,0,0,8,0,43,1,2,30,0,2,0,1,0
1513355,シク教徒,26780,8314,False,0,,,,,,,,,,,,,,
1513619,段部,33097,10652,False,0,,,,,,,,,,,,,,
1535974,イ族,64322,13873,False,1,,,,,,,,,,,,,,
1537205,コサ人,29762,7592,False,1,,,,,,,,,,,,,,
1540880,スワジ人,29223,7283,False,1,12,1,2,2,0,5,1,1,0,0,0,0,0,0
1540906,アングロアフリカン,43642,9749,False,1,,,,,,,,,,,,,,
1545922,ラーン人,36543,12067,False,0,,,,,,,,,,,,,,
1550342,パルバテ・ヒンドゥー,22593,6304,False,0,,,,,,,,,,,,,,
1550724,ワンカ族,25559,7086,False,0,,,,,,,,,,,,,,
1558593,ウェールズ人,60689,10594,False,1,,,,,,,,,,,,,,
1567794,ポモール,49261,13026,False,0,,,,,,,,,,,,,,
1570611,パンジャーブ人,23566,6621,False,0,,,,,,,,,,,,,,
1576347,カタルーニャ人,36797,9745,False,1,,,,,,,,,,,,,,
1576899,ガリシア人,42306,9490,False,1,,,,,,,,,,,,,,
1576915,アンダルシア人,34780,8770,False,1,,,,,,,,,,,,,,
1586738,パプア人,31984,8908,False,0,,,,,,,,,,,,,,
1594214,ベタゾイド,40619,10381,False,0,,,,,,,,,,,,,,
1622600,ベンガル人,34326,8728,False,1,25,1,3,2,0,7,0,8,3,0,1,0,0,0
1651296,在フランス日本人,56109,10884,False,1,,,,,,,,,,,,,,
1656947,ペリオイコイ,24706,7921,False,0,,,,,,,,,,,,,,
1658044,ヨルバ人,40557,10613,False,1,,,,,,,,,,,,,,
1661333,トランシルヴァニア・ザクセン人,60207,23121,False,0,,,,,,,,,,,,,,
1664155,宇文部,74198,13361,False,0,,,,,,,,,,,,,,
1667986,アラム人,25325,6810,False,0,,,,,,,,,,,,,,
1671197,ロヒンギャ,206354,75669,False,1,,,,,,,,,,,,,,
1671403,ミジケンダ,20448,6371,False,0,,,,,,,,,,,,,,
1673551,ブルトン人,70414,15724,False,1,75,0,24,8,0,20,0,5,17,0,1,0,0,0
1674059,室韋,78758,22366,False,0,68,0,0,12,0,1,0,0,2,1,0,49,2,1
1674857,家船,29980,7801,False,0,,,,,,,,,,,,,,
1676090,紅毛,31079,9119,False,0,,,,,,,,,,,,,,
1676244,稽胡,22172,6083,False,0,,,,,,,,,,,,,,
1676286,メティ (カナダ),27348,8024,False,0,26,1,4,1,1,3,0,0,10,0,0,6,0,0
1687460,フリース人,23699,6740,False,0,,,,,,,,,,,,,,
1690283,インド・アーリア人,51660,12683,False,0,,,,,,,,,,,,,,
1692330,ダーサ,79704,14901,False,0,,,,,,,,,,,,,,
1692352,ダスユ,45816,9572,False,0,,,,,,,,,,,,,,
1692867,バラタ族,23503,7176,False,0,,,,,,,,,,,,,,
1692883,トリツ族,21556,6499,False,0,,,,,,,,,,,,,,
1692905,クル族,47885,10311,False,0,,,,,,,,,,,,,,
1692908,アリナ族,20390,5635,False,0,4,0,0,2,0,1,0,0,1,0,0,0,0,0
1692915,アヌ族,22012,6085,False,0,7,0,0,2,0,1,0,0,0,4,0,0,0,0
1692921,プール族,25280,7347,False,0,15,0,0,2,0,1,0,0,0,2,1,9,0,0
1693002,ドルヒユ族,23740,6842,False,0,,,,,,,,,,,,,,
1695251,ブリグ族,21126,6213,False,0,7,0,0,5,1,1,0,0,0,0,0,0,0,0
1695482,マツヤ族,20555,5896,False,0,,,,,,,,,,,,,,
1696388,パニ族,20822,6118,False,0,,,,,,,,,,,,,,
1696394,パルシュ族,20884,5815,False,0,5,0,0,4,0,0,0,0,1,0,0,0,0,0
1698612,パンチャーラ族,22018,6342,False,0,,,,,,,,,,,,,,
1700074,地豆于,24296,6382,False,0,9,0,0,3,0,1,0,0,2,1,0,0,2,0
1700087,豆莫婁,30017,8938,False,0,20,0,3,4,0,2,0,0,2,3,2,0,3,1
1700216,烏洛侯,28938,7987,False,0,,,,,,,,,,,,,,
1705711,トーロン族,39543,9211,False,1,,,,,,,,,,,,,,
1709195,トゥ族,39917,9070,False,1,,,,,,,,,,,,,,
1712201,ケン允,25562,7998,False,0,,,,,,,,,,,,,,
1712204,葷粥,38705,10893,False,0,,,,,,,,,,,,,,
1718199,ブルグント族,97675,26529,False,0,,,,,,,,,,,,,,
1724410,天孫族,54697,9957,False,0,,,,,,,,,,,,,,
1724948,在日ブラジル人,128131,33141,False,1,,,,,,,,,,,,,,
1729199,モリスコ,59359,22135,False,0,,,,,,,,,,,,,,
1734036,慕容部,121471,11348,False,0,,,,,,,,,,,,,,
1742049,ルシン人,53751,13133,False,1,,,,,,,,,,,,,,
1752917,ジャワ人,36874,12699,False,0,,,,,,,,,,,,,,
1754602,日系ベネズエラ人,45676,9563,False,1,,,,,,,,,,,,,,
1756937,テウトネス族,26295,7300,False,0,,,,,,,,,,,,,,
1769059,ハウサ人,40204,12660,False,1,,,,,,,,,,,,,,
1769521,オロモ人,45249,12487,False,1,,,,,,,,,,,,,,
1769634,アムハラ人,27214,8877,False,1,,,,,,,,,,,,,,
1770842,ティグレ人,29778,8174,False,1,,,,,,,,,,,,,,
1771768,ガモ人,21870,6273,False,0,14,1,2,1,1,3,0,0,4,0,2,0,0,0
1779084,ハルティ (ダロッド),49405,8766,False,0,,,,,,,,,,,,,,
1783171,アリーヤー,23420,6376,False,0,,,,,,,,,,,,,,
1785673,独孤部,30400,8811,False,0,,,,,,,,,,,,,,
1793725,ポウハタン,83442,38150,False,0,,,,,,,,,,,,,,
1794894,ナラ人,28814,7609,False,1,,,,,,,,,,,,,,
1795453,ツワナ人,31028,8678,False,1,33,1,4,4,0,13,1,2,0,0,0,8,0,0
1795486,ショナ人,29823,7411,False,1,,,,,,,,,,,,,,
1795536,メリナ人,26762,7764,False,1,,,,,,,,,,,,,,
1797403,ヤーガン族,32864,9163,False,0,,,,,,,,,,,,,,
1798047,欧米系島民,93277,23235,False,1,,,,,,,,,,,,,,
1798091,リプカ・タタール人,97263,32912,False,0,164,1,6,18,2,86,0,10,12,0,27,0,1,1
1803671,ロジ族,21546,6349,False,0,8,1,0,0,0,2,0,0,2,3,0,0,0,0
1806077,ウリャンカイ,84528,21383,False,0,85,0,0,35,1,7,0,0,5,2,2,33,0,0
1818211,戎,46778,14668,False,0,79,0,0,0,0,3,0,0,9,2,0,62,3,0
1818458,高句麗五部,27381,8678,False,0,,,,,,,,,,,,,,
1818552,黒水部,19587,5870,False,0,,,,,,,,,,,,,,
1822247,チンポー族,49677,10178,False,1,,,,,,,,,,,,,,
1822253,ムーラオ族,32624,7252,False,1,,,,,,,,,,,,,,
1822279,ローバ族,33202,7651,False,1,,,,,,,,,,,,,,
1823553,プーラン族,34482,7974,False,1,,,,,,,,,,,,,,
1823571,プイ族,45441,8476,False,1,,,,,,,,,,,,,,
1828598,シラヤ族,31812,7860,False,0,,,,,,,,,,,,,,
1829573,ペチェネグ,60444,16067,False,0,,,,,,,,,,,,,,
1836162,モシ人,31182,8888,False,1,,,,,,,,,,,,,,
1838607,ゴーラ人,79296,23119,False,1,139,0,19,10,2,49,0,9,44,1,5,0,0,0
1849979,山越,22840,6343,False,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0
1850883,アエクイ族,26658,7122,False,0,,,,,,,,,,,,,,
1850916,ウォルスキ族,19705,5423,False,0,,,,,,,,,,,,,,
1851005,クワキウトル族,36159,11013,False,0,,,,,,,,,,,,,,
1855020,中国の異民族,23329,5683,False,0,,,,,,,,,,,,,,
1857346,ギックサン族,25470,6977,False,0,,,,,,,,,,,,,,
1857427,アザンデ族,35681,9017,False,0,,,,,,,,,,,,,,
1857436,カンバ族,26974,7432,False,0,12,1,0,1,0,2,0,3,3,1,1,0,0,0
1857469,カチン族,52117,14633,False,1,,,,,,,,,,,,,,
1858199,ニスガ族,38702,10542,False,0,,,,,,,,,,,,,,
1859773,デノビュラ人,39775,9512,False,0,,,,,,,,,,,,,,
1868636,パレスチナ系ブラジル人,37121,8255,False,1,,,,,,,,,,,,,,
1868860,パレスチナ系ニカラグア人,41242,10274,False,1,,,,,,,,,,,,,,
1869083,レバノン系ブラジル人,29262,8212,False,1,,,,,,,,,,,,,,
1869178,パレスチナ系ペルー人,31473,7212,False,1,,,,,,,,,,,,,,
1871022,ダロッド,67073,15111,False,1,,,,,,,,,,,,,,
1871128,ポルトガル系モザンビーク人,52263,12805,False,1,,,,,,,,,,,,,,
1871180,ヒンドゥー教徒,79901,14278,False,0,,,,,,,,,,,,,,
1871430,マドゥラ族,24558,6716,False,0,,,,,,,,,,,,,,
1877594,パリシイ族,28809,7864,False,0,,,,,,,,,,,,,,
1878116,エウェ人,29601,8555,False,1,30,1,1,2,0,13,1,3,9,0,0,0,0,0
1880608,チャガ族,24112,6734,False,0,7,0,0,1,0,1,0,1,1,2,1,0,0,0
1880736,トンガ族,25856,6931,False,0,,,,,,,,,,,,,,
1882777,モンゴ族,27393,7678,False,0,16,2,3,1,0,2,0,0,3,1,1,3,0,0
1882785,ガンダ族,24811,7002,False,0,,,,,,,,,,,,,,
1882825,バンバラ族,26890,7394,False,0,20,1,4,1,1,7,0,2,1,2,1,0,0,0
1882893,ヌバ族,26555,6915,False,0,,,,,,,,,,,,,,
1883758,ミナンカバウ人,96290,36699,False,1,,,,,,,,,,,,,,
1883782,ルーシ人,89984,30999,False,0,,,,,,,,,,,,,,
1883783,ルテニア人,74218,21010,False,0,,,,,,,,,,,,,,
1885202,ポルトガル系アンゴラ人,48789,12511,False,1,,,,,,,,,,,,,,
1887642,チャモロ人,42574,9483,False,1,,,,,,,,,,,,,,
1887650,ガロ族,22241,6301,False,0,,,,,,,,,,,,,,
1888608,ロル族,26921,6779,False,0,25,0,2,2,0,2,0,3,2,1,2,11,0,0
1888620,ティブ族,24558,6582,False,0,,,,,,,,,,,,,,
1889415,ムンダ族,29113,8242,False,0,,,,,,,,,,,,,,
1889894,ソンガイ族,25796,6658,False,0,10,0,2,3,0,3,0,0,1,1,0,0,0,0
1891987,スンダ族,29704,7485,False,1,,,,,,,,,,,,,,
1893144,アント人,23621,7165,False,0,,,,,,,,,,,,,,
1898229,日系オーストラリア人,54541,13372,False,1,,,,,,,,,,,,,,
1898592,ファッラーヒーン,36475,12521,False,0,,,,,,,,,,,,,,
1900816,山戎,33629,7943,False,0,,,,,,,,,,,,,,
1904864,ベンバ族,23683,6531,False,0,,,,,,,,,,,,,,
1905554,ルバ族,29431,7989,False,0,,,,,,,,,,,,,,
1906410,ポリャーネ族,33104,7552,True,0,,,,,,,,,,,,,,
1908204,ダルマチア・イタリア人,76408,31851,False,0,,,,,,,,,,,,,,
1914550,ユピク,28918,8548,False,1,,,,,,,,,,,,,,
1914552,イヌピアト,23784,7186,False,1,,,,,,,,,,,,,,
1915609,ブハラ・ユダヤ人,34677,9768,False,0,,,,,,,,,,,,,,
1915833,ベタ・イスラエル,38194,8454,False,0,19,0,0,6,1,7,0,2,0,0,3,0,0,0
1916876,イエメン・ユダヤ人,30738,9438,False,1,,,,,,,,,,,,,,
1922030,ハウィエ,71973,14222,False,1,,,,,,,,,,,,,,
1930706,ニャムウェジ族,23021,6500,False,0,,,,,,,,,,,,,,
1932662,コーカン族,45540,8819,False,0,,,,,,,,,,,,,,
1933344,ゴンド族,28693,9286,False,0,17,1,3,2,0,1,0,1,3,1,1,4,0,0
1934091,セノイ族,21453,6205,False,0,13,0,1,7,0,0,1,0,0,1,0,0,0,3
1935570,ノガイ族,50832,11613,False,1,,,,,,,,,,,,,,
1936404,ネギダール,51038,9465,False,1,,,,,,,,,,,,,,
1938454,チェワ族,38417,13674,False,0,43,0,11,1,0,14,2,0,6,0,0,9,0,0
1938490,トゥンブカ族,22273,6440,False,0,17,1,3,3,1,3,0,1,3,0,2,0,0,0
1938556,ンセンガ族,28759,7591,False,0,,,,,,,,,,,,,,
1940365,イフガオ族,21480,6188,False,0,,,,,,,,,,,,,,
