page_id,title,html_file_size,text_file_size,is_disambiguation_page,infobox_count,num_annotations,メンバー,作品,別名,創設者,創設者の地位職業,受賞歴,名前の謂れ,後継組織,所属組織,本拠地,本拠地の劇場,本拠地国,来日公演年,来日公演時メンバー,活動期間,演目のジャンル,現在の人数,種類,結成年,解散年,読み,過去の組織名
400714,TERIYAKI BOYZ,43241,12535,False,1,,,,,,,,,,,,,,,,,,,,,,,
401012,KAI FIVE,34799,8227,False,1,,,,,,,,,,,,,,,,,,,,,,,
401136,デス (バンド),65141,15824,False,1,,,,,,,,,,,,,,,,,,,,,,,
401217,ピース (お笑いコンビ),159038,37538,False,1,,,,,,,,,,,,,,,,,,,,,,,
401251,ブラックドッグ,30726,11148,False,0,,,,,,,,,,,,,,,,,,,,,,,
401451,ザ・くりそっち,27615,6906,False,0,,,,,,,,,,,,,,,,,,,,,,,
401773,クイーンズライク,145415,52843,False,1,,,,,,,,,,,,,,,,,,,,,,,
402126,バッドフィンガー,63646,22793,False,1,,,,,,,,,,,,,,,,,,,,,,,
402903,マジック (バンド),64076,15904,False,1,,,,,,,,,,,,,,,,,,,,,,,
403638,島田紳助・松本竜介,86101,19844,False,1,,,,,,,,,,,,,,,,,,,,,,,
403812,フロントストーリー,55258,13190,False,0,,,,,,,,,,,,,,,,,,,,,,,
404027,シド (バンド),143917,50491,False,1,,,,,,,,,,,,,,,,,,,,,,,
404077,LPG (歌手),30881,8256,False,2,,,,,,,,,,,,,,,,,,,,,,,
404109,ダフト・パンク,61565,19589,False,1,,,,,,,,,,,,,,,,,,,,,,,
404393,"SOIL&""PIMP""SESSIONS",164607,66639,False,1,,,,,,,,,,,,,,,,,,,,,,,
404526,エキゾティクス,96493,19042,False,0,,,,,,,,,,,,,,,,,,,,,,,
405050,ザ ブルーハーブ,74421,29553,False,1,,,,,,,,,,,,,,,,,,,,,,,
405663,Ricken's,48093,14267,False,1,41,8,19,0,0,0,0,1,0,1,0,0,1,0,0,2,3,1,2,2,0,1,0
405744,タンツムジーク,22777,7537,False,0,,,,,,,,,,,,,,,,,,,,,,,
406194,バニラニンジャ,58691,24635,False,1,,,,,,,,,,,,,,,,,,,,,,,
406346,スパークリング☆ポイント,46449,14117,False,1,,,,,,,,,,,,,,,,,,,,,,,
406579,ライムライト (音楽グループ),40357,14173,False,0,,,,,,,,,,,,,,,,,,,,,,,
407346,ヒップアップ,31634,9386,False,1,23,6,3,0,0,0,0,0,0,2,0,0,1,0,0,1,4,4,1,1,0,0,0
407359,六三四Musashi,36987,10216,False,1,,,,,,,,,,,,,,,,,,,,,,,
408067,イザベルとベネ,35204,10096,False,1,,,,,,,,,,,,,,,,,,,,,,,
408226,キルスウィッチ・エンゲイジ,82682,24442,False,1,,,,,,,,,,,,,,,,,,,,,,,
409087,ザ・クルセイダーズ,35715,12030,False,0,,,,,,,,,,,,,,,,,,,,,,,
409332,Creature Creature,65075,22408,False,1,,,,,,,,,,,,,,,,,,,,,,,
409518,宮川大助・花子,83982,23375,False,1,,,,,,,,,,,,,,,,,,,,,,,
409888,トルネード竜巻,88519,21268,False,1,,,,,,,,,,,,,,,,,,,,,,,
409955,スティーリー・ダン,66340,23740,False,1,,,,,,,,,,,,,,,,,,,,,,,
410276,西川のりお・上方よしお,37618,9957,False,1,,,,,,,,,,,,,,,,,,,,,,,
410359,ファンカデリック,32693,10198,False,1,,,,,,,,,,,,,,,,,,,,,,,
410435,シック (バンド),36367,11257,False,0,,,,,,,,,,,,,,,,,,,,,,,
410634,ジェット・ブラザース,31356,9485,False,1,,,,,,,,,,,,,,,,,,,,,,,
410668,デッド・オア・アライヴ (バンド),42797,13012,False,1,,,,,,,,,,,,,,,,,,,,,,,
410916,ダイアン,104029,35567,False,1,,,,,,,,,,,,,,,,,,,,,,,
411114,やまだかつてないバンド,22963,6400,False,0,,,,,,,,,,,,,,,,,,,,,,,
411344,LFO (バンド),31357,8273,False,1,,,,,,,,,,,,,,,,,,,,,,,
411399,ピクシーズ,56356,16502,False,1,,,,,,,,,,,,,,,,,,,,,,,
411467,ボストン (バンド),58135,20546,False,1,,,,,,,,,,,,,,,,,,,,,,,
411502,ABC (バンド),30952,10890,False,1,,,,,,,,,,,,,,,,,,,,,,,
412110,御諏訪太鼓,24239,7392,False,0,,,,,,,,,,,,,,,,,,,,,,,
412171,エクストリーム (バンド),44751,12301,False,1,,,,,,,,,,,,,,,,,,,,,,,
412640,天津 (お笑いコンビ),80053,23087,False,1,,,,,,,,,,,,,,,,,,,,,,,
412871,京都市交響楽団,63867,18527,False,1,,,,,,,,,,,,,,,,,,,,,,,
412954,野性爆弾,73001,23555,False,1,,,,,,,,,,,,,,,,,,,,,,,
413220,THE BLACK MAGES,51735,17779,False,1,127,30,70,1,0,0,0,1,0,6,0,0,1,0,0,1,7,1,5,1,1,2,0
413369,コヨーテ (音楽グループ),45682,14903,False,2,,,,,,,,,,,,,,,,,,,,,,,
413474,少女隊,139442,37390,False,1,,,,,,,,,,,,,,,,,,,,,,,
413503,LAST ALLIANCE,76500,29398,False,1,,,,,,,,,,,,,,,,,,,,,,,
413837,ブラックパイナーSOS,64923,14374,False,1,,,,,,,,,,,,,,,,,,,,,,,
414089,アンジー,42171,14261,False,0,,,,,,,,,,,,,,,,,,,,,,,
414305,エスコバ,30449,9412,False,1,,,,,,,,,,,,,,,,,,,,,,,
414399,ヒブリア,26723,7419,False,0,,,,,,,,,,,,,,,,,,,,,,,
414795,USAフォー・アフリカ,134688,25605,False,1,88,54,20,3,0,0,0,1,0,0,0,0,3,0,0,2,0,1,4,0,0,0,0
415000,ヒューイ・ルイス&ザ・ニュース,69108,22555,False,1,,,,,,,,,,,,,,,,,,,,,,,
415178,アニマルズ,39421,12112,False,1,,,,,,,,,,,,,,,,,,,,,,,
415184,スライ&ザ・ファミリー・ストーン,77775,23888,False,0,,,,,,,,,,,,,,,,,,,,,,,
415198,ザ・ストロークス,81884,19389,False,1,,,,,,,,,,,,,,,,,,,,,,,
415292,劇団離風霊船,25463,7408,False,0,,,,,,,,,,,,,,,,,,,,,,,
415476,ブルー・マーダー,36338,11584,False,1,,,,,,,,,,,,,,,,,,,,,,,
415487,青空 (お笑い),48353,16134,False,1,,,,,,,,,,,,,,,,,,,,,,,
415556,B12,19753,5952,False,0,,,,,,,,,,,,,,,,,,,,,,,
415754,バーストマン,25164,6198,False,0,,,,,,,,,,,,,,,,,,,,,,,
416251,サンドウィッチマン (お笑いコンビ),214762,67642,False,1,,,,,,,,,,,,,,,,,,,,,,,
416290,ソバンチャ,36700,9278,False,1,,,,,,,,,,,,,,,,,,,,,,,
416348,火災報知器 (お笑いコンビ),78950,18648,False,1,,,,,,,,,,,,,,,,,,,,,,,
416995,ドゥービー・ブラザーズ,97959,35236,False,1,,,,,,,,,,,,,,,,,,,,,,,
417064,グランド・ファンク・レイルロード,84778,21752,False,1,,,,,,,,,,,,,,,,,,,,,,,
417068,ストロベリー・フラワー,29849,8240,False,1,,,,,,,,,,,,,,,,,,,,,,,
417069,ポーキュパイン・トゥリー,43655,12132,False,1,,,,,,,,,,,,,,,,,,,,,,,
417169,ドラゴンフォース (バンド),57943,15816,False,1,,,,,,,,,,,,,,,,,,,,,,,
417175,ドラゴンランド,42628,9582,False,1,,,,,,,,,,,,,,,,,,,,,,,
417181,ハイロード,27622,7665,False,1,,,,,,,,,,,,,,,,,,,,,,,
417280,GICODE,32578,10600,False,0,,,,,,,,,,,,,,,,,,,,,,,
417573,かかし (フォークバンド),49208,17171,False,1,,,,,,,,,,,,,,,,,,,,,,,
417594,フロリダ・ブラザーズ,24842,7099,False,0,,,,,,,,,,,,,,,,,,,,,,,
417717,オキシジェン (お笑い),114747,27030,False,1,,,,,,,,,,,,,,,,,,,,,,,
417737,きぐるみピエロ,37655,9671,False,1,,,,,,,,,,,,,,,,,,,,,,,
417795,ジェファーソン・エアプレイン,154362,75092,False,1,,,,,,,,,,,,,,,,,,,,,,,
417891,KOZIMA,26836,7768,False,0,,,,,,,,,,,,,,,,,,,,,,,
417901,白鳥座 (グループ),35590,13205,False,0,,,,,,,,,,,,,,,,,,,,,,,
417919,ユーリズミックス,35967,10742,False,1,,,,,,,,,,,,,,,,,,,,,,,
418014,タワー・オブ・パワー,38812,12365,False,1,,,,,,,,,,,,,,,,,,,,,,,
418040,J・ガイルズ・バンド,44370,13429,False,1,,,,,,,,,,,,,,,,,,,,,,,
418177,S Club 7,32164,10610,False,0,,,,,,,,,,,,,,,,,,,,,,,
418283,THE GEESE,127368,36935,False,1,,,,,,,,,,,,,,,,,,,,,,,
418302,周防猿まわしの会,33347,11366,False,0,,,,,,,,,,,,,,,,,,,,,,,
418303,360°モンキーズ,141113,41212,False,1,,,,,,,,,,,,,,,,,,,,,,,
418337,プッチイボ,27206,8595,False,0,,,,,,,,,,,,,,,,,,,,,,,
418389,スパンダー・バレエ,26364,7551,False,0,,,,,,,,,,,,,,,,,,,,,,,
418391,ナイン・インチ・ネイルズ,141849,50228,False,1,,,,,,,,,,,,,,,,,,,,,,,
418536,ヒューマン・リーグ,39373,9517,False,1,,,,,,,,,,,,,,,,,,,,,,,
418621,ハーマンズ・ハーミッツ,42314,11725,False,1,,,,,,,,,,,,,,,,,,,,,,,
418632,デイヴ・クラーク・ファイヴ,30823,9685,False,1,,,,,,,,,,,,,,,,,,,,,,,
418714,フリートウッド・マック,94893,33984,False,1,,,,,,,,,,,,,,,,,,,,,,,
418942,シティボーイズ,90622,27428,False,1,,,,,,,,,,,,,,,,,,,,,,,
418981,M.A.D.,53590,14537,False,0,,,,,,,,,,,,,,,,,,,,,,,
419007,ワンインチ,37289,11247,False,0,,,,,,,,,,,,,,,,,,,,,,,
419331,ジェットコースター (お笑いコンビ),31761,8410,False,0,,,,,,,,,,,,,,,,,,,,,,,
419372,クリーデンス・クリアウォーター・リバイバル,70822,22630,False,0,,,,,,,,,,,,,,,,,,,,,,,
419404,ケツカッチン (お笑いコンビ),35235,9405,False,1,,,,,,,,,,,,,,,,,,,,,,,
419438,バグルス,45156,12691,False,1,,,,,,,,,,,,,,,,,,,,,,,
419471,バングルス,36713,10788,False,1,,,,,,,,,,,,,,,,,,,,,,,
419493,マツリルカ,33366,12535,False,0,,,,,,,,,,,,,,,,,,,,,,,
419543,ハニー・ナイツ,43071,11739,False,1,,,,,,,,,,,,,,,,,,,,,,,
419548,神話 (音楽グループ),54399,15336,False,2,,,,,,,,,,,,,,,,,,,,,,,
419648,ゼイ・マイト・ビー・ジャイアンツ,31689,8391,False,1,,,,,,,,,,,,,,,,,,,,,,,
420011,米粒写経,52929,15034,False,1,,,,,,,,,,,,,,,,,,,,,,,
420165,INXS,37025,10515,False,1,,,,,,,,,,,,,,,,,,,,,,,
420197,メン・アット・ワーク,32238,10427,False,0,,,,,,,,,,,,,,,,,,,,,,,
420344,グレイトフル・デッド,362097,100911,False,1,,,,,,,,,,,,,,,,,,,,,,,
420507,ダーク・トランキュリティ,70235,25245,False,1,,,,,,,,,,,,,,,,,,,,,,,
420853,ザ・バンド,98899,33045,False,1,,,,,,,,,,,,,,,,,,,,,,,
421036,PERSONZ,71177,21015,False,1,,,,,,,,,,,,,,,,,,,,,,,
421070,a-ha,60467,20694,False,1,,,,,,,,,,,,,,,,,,,,,,,
421232,ジュエリー (音楽グループ),52937,14495,False,2,,,,,,,,,,,,,,,,,,,,,,,
421621,悪役商会,38354,9773,False,0,,,,,,,,,,,,,,,,,,,,,,,
421687,イルカエ,20433,5782,False,0,,,,,,,,,,,,,,,,,,,,,,,
422032,ポイズン,52203,15654,False,1,,,,,,,,,,,,,,,,,,,,,,,
422053,ドランクンタイガー,29098,8035,False,1,,,,,,,,,,,,,,,,,,,,,,,
422172,ジェット機 (バンド),54796,16699,False,1,,,,,,,,,,,,,,,,,,,,,,,
422315,ギャルド・レピュブリケーヌ管弦楽団,40834,12453,False,0,,,,,,,,,,,,,,,,,,,,,,,
422448,リトル・フィート,54205,17751,False,1,,,,,,,,,,,,,,,,,,,,,,,
422627,まえけん♂トランス・プロジェクト,25760,6925,False,0,,,,,,,,,,,,,,,,,,,,,,,
422996,鼻エンジン,28667,8221,False,0,,,,,,,,,,,,,,,,,,,,,,,
423097,サザーランド (バンド),45822,14168,False,1,,,,,,,,,,,,,,,,,,,,,,,
423181,スラップスティック (バンド),84745,29922,False,1,,,,,,,,,,,,,,,,,,,,,,,
423442,カージナルス (お笑いコンビ),27523,8085,False,0,,,,,,,,,,,,,,,,,,,,,,,
423683,No Regret Life,84078,27124,False,1,,,,,,,,,,,,,,,,,,,,,,,
424020,コブギ,28827,7735,False,1,,,,,,,,,,,,,,,,,,,,,,,
424021,エア・サプライ,41339,10906,False,0,,,,,,,,,,,,,,,,,,,,,,,
424188,風 (歌手),48397,10898,False,1,,,,,,,,,,,,,,,,,,,,,,,
424230,オービタル,40934,14091,False,1,,,,,,,,,,,,,,,,,,,,,,,
424444,タリスマン (バンド),40840,11585,False,1,,,,,,,,,,,,,,,,,,,,,,,
424507,D.C.トーク,21477,6300,False,0,,,,,,,,,,,,,,,,,,,,,,,
424554,グッド・シャーロット,75751,20072,False,1,,,,,,,,,,,,,,,,,,,,,,,
424945,ロイヤル・ハント,49943,13191,False,1,,,,,,,,,,,,,,,,,,,,,,,
424979,グリモア,26012,7386,False,0,,,,,,,,,,,,,,,,,,,,,,,
425113,VOLA & THE ORIENTAL MACHINE,65162,25352,False,1,,,,,,,,,,,,,,,,,,,,,,,
425381,メイデイ,153723,35799,False,1,,,,,,,,,,,,,,,,,,,,,,,
425457,ラジカル・ガジベリビンバ・システム,40346,10362,False,1,,,,,,,,,,,,,,,,,,,,,,,
425855,LENPHa,23134,6916,False,0,,,,,,,,,,,,,,,,,,,,,,,
425891,トラプト,57422,13874,False,1,,,,,,,,,,,,,,,,,,,,,,,
425909,ニッケルバック,102010,27607,False,1,,,,,,,,,,,,,,,,,,,,,,,
425938,キッド・ロック,59573,15727,False,1,,,,,,,,,,,,,,,,,,,,,,,
426048,ノヴェラ,49429,19458,False,1,,,,,,,,,,,,,,,,,,,,,,,
426517,オーディオスレイヴ,58342,13449,False,1,,,,,,,,,,,,,,,,,,,,,,,
426531,スペクトラム (バンド),78279,26989,False,1,,,,,,,,,,,,,,,,,,,,,,,
426636,湘南市民コール,28599,7966,False,0,,,,,,,,,,,,,,,,,,,,,,,
426731,ぼれろ,62172,15327,False,1,,,,,,,,,,,,,,,,,,,,,,,
426751,W.A.S.P.,49341,15492,False,1,,,,,,,,,,,,,,,,,,,,,,,
426767,スティクス,62427,21888,False,1,,,,,,,,,,,,,,,,,,,,,,,
426781,ステインド,55706,12691,False,1,,,,,,,,,,,,,,,,,,,,,,,
426802,NINE MILES,29889,9226,False,1,,,,,,,,,,,,,,,,,,,,,,,
426830,アルター・ブリッジ,65940,14768,False,1,,,,,,,,,,,,,,,,,,,,,,,
426950,REOスピードワゴン,52151,20980,False,0,,,,,,,,,,,,,,,,,,,,,,,
427069,eastern youth,113031,49747,False,1,,,,,,,,,,,,,,,,,,,,,,,
427086,テイク6,41820,13736,False,1,,,,,,,,,,,,,,,,,,,,,,,
427210,レイジー,118522,37233,False,1,,,,,,,,,,,,,,,,,,,,,,,
427273,スーパートランプ,52602,18749,False,1,,,,,,,,,,,,,,,,,,,,,,,
427295,ムーディー・ブルース,67789,18678,False,1,,,,,,,,,,,,,,,,,,,,,,,
427459,サライヴァ,55726,15328,False,1,,,,,,,,,,,,,,,,,,,,,,,
427586,G.I.オレンジ,37451,12973,False,0,,,,,,,,,,,,,,,,,,,,,,,
427606,ES CONNEXION,30252,8525,False,1,,,,,,,,,,,,,,,,,,,,,,,
428314,スーパーチャンク,30480,8859,False,1,,,,,,,,,,,,,,,,,,,,,,,
428428,3ドアーズ・ダウン,54741,12762,False,1,,,,,,,,,,,,,,,,,,,,,,,
428451,デートコース,28570,8146,False,1,,,,,,,,,,,,,,,,,,,,,,,
428455,FREENOTE,47967,15483,False,1,79,17,39,2,0,0,0,1,0,7,0,0,1,0,0,1,5,1,1,1,2,0,1
428456,パドル・オブ・マッド,43210,11334,False,1,,,,,,,,,,,,,,,,,,,,,,,
428716,悪冠一色,28451,9969,False,0,,,,,,,,,,,,,,,,,,,,,,,
428779,スコーピオンズ,110604,34702,False,1,,,,,,,,,,,,,,,,,,,,,,,
429113,チープ・トリック,67461,19112,False,1,,,,,,,,,,,,,,,,,,,,,,,
429263,YMCK,72788,23433,False,1,,,,,,,,,,,,,,,,,,,,,,,
429342,劇団すごろく,53703,14419,False,0,,,,,,,,,,,,,,,,,,,,,,,
429695,M2K,29833,10236,False,0,,,,,,,,,,,,,,,,,,,,,,,
429879,Bivattchee,43346,15485,False,1,139,13,108,0,0,0,0,0,0,8,0,0,1,0,0,1,2,0,1,2,2,1,0
430002,スタイリスティックス,31841,9970,False,1,,,,,,,,,,,,,,,,,,,,,,,
430135,Vanilla Mood,72328,24284,False,1,,,,,,,,,,,,,,,,,,,,,,,
430524,TEAM 2000,34252,9990,False,0,,,,,,,,,,,,,,,,,,,,,,,
430578,ブレット・フォー・マイ・ヴァレンタイン,75446,19417,False,1,,,,,,,,,,,,,,,,,,,,,,,
431346,FANTASISTA (フットサルチーム),38323,10989,False,0,,,,,,,,,,,,,,,,,,,,,,,
431390,バルチック艦隊 (お笑い),32646,8546,False,1,,,,,,,,,,,,,,,,,,,,,,,
431451,アームストロング (お笑いコンビ),94059,20556,False,1,,,,,,,,,,,,,,,,,,,,,,,
431671,グラスバレー,50135,10667,False,1,,,,,,,,,,,,,,,,,,,,,,,
431865,ハックルベリーフィン (日本のバンド),33064,10421,False,0,,,,,,,,,,,,,,,,,,,,,,,
431866,bless4,49802,14827,False,1,,,,,,,,,,,,,,,,,,,,,,,
432016,ペンタングル,50025,16850,False,1,,,,,,,,,,,,,,,,,,,,,,,
432490,AUDIO RULEZ,35058,13676,False,0,,,,,,,,,,,,,,,,,,,,,,,
432703,Skoop On Somebody,140123,39885,False,1,,,,,,,,,,,,,,,,,,,,,,,
432726,ともいき・木を植えたい,120248,23078,False,0,,,,,,,,,,,,,,,,,,,,,,,
432728,SOUL TIGER,30764,8008,False,1,,,,,,,,,,,,,,,,,,,,,,,
432808,ASAI RED ROSE,34393,7895,False,0,,,,,,,,,,,,,,,,,,,,,,,
432994,劇団東京乾電池,43290,10267,False,0,,,,,,,,,,,,,,,,,,,,,,,
433282,アフター・ザ・ファイアー,33774,8974,False,0,,,,,,,,,,,,,,,,,,,,,,,
433421,大田クルー,36544,10276,False,0,,,,,,,,,,,,,,,,,,,,,,,
433937,モグワイ,39361,12245,False,1,,,,,,,,,,,,,,,,,,,,,,,
433950,ジュラシック5,32155,10061,False,1,,,,,,,,,,,,,,,,,,,,,,,
433956,上海ドール,47193,15188,False,1,,,,,,,,,,,,,,,,,,,,,,,
434206,ニャンギラス,59051,13754,False,1,,,,,,,,,,,,,,,,,,,,,,,
434514,ザ・ラスマス,33958,9662,False,1,77,17,43,2,0,0,1,0,0,4,0,0,1,0,0,1,5,0,1,2,0,0,0
434902,うたまろ,34574,11774,False,0,,,,,,,,,,,,,,,,,,,,,,,
434974,チュートリアル (お笑いコンビ),202884,60909,False,1,,,,,,,,,,,,,,,,,,,,,,,
435035,ベル・アンド・セバスチャン,53378,18117,False,1,,,,,,,,,,,,,,,,,,,,,,,
435552,シナジー,37509,9864,False,1,,,,,,,,,,,,,,,,,,,,,,,
435612,オナニーマシーン,49205,13870,False,1,,,,,,,,,,,,,,,,,,,,,,,
436527,ドレス (お笑い),25976,7151,False,0,,,,,,,,,,,,,,,,,,,,,,,
436933,MYMY,26108,7562,False,0,,,,,,,,,,,,,,,,,,,,,,,
437080,私的演奏協会,31100,10483,False,0,,,,,,,,,,,,,,,,,,,,,,,
437224,ペイン・オヴ・サルヴェイション,47420,14287,False,1,,,,,,,,,,,,,,,,,,,,,,,
437517,タンジェリン・ドリーム,52693,18293,False,1,,,,,,,,,,,,,,,,,,,,,,,
437565,4ヒーロー,25630,7573,False,0,,,,,,,,,,,,,,,,,,,,,,,
437804,Amasia Landscape,25823,7580,False,1,,,,,,,,,,,,,,,,,,,,,,,
437846,SHOGUN,75096,24366,False,1,,,,,,,,,,,,,,,,,,,,,,,
438058,叫ぶ詩人の会,41283,15048,False,1,,,,,,,,,,,,,,,,,,,,,,,
438355,STRAWBERRY FIELDS,36396,10927,False,1,,,,,,,,,,,,,,,,,,,,,,,
438579,DASEIN,60438,19354,False,1,,,,,,,,,,,,,,,,,,,,,,,
439273,エマーソン・レイク・アンド・パウエル,32503,8868,False,1,,,,,,,,,,,,,,,,,,,,,,,
439419,ふきのとう (フォークグループ),90016,20459,False,1,,,,,,,,,,,,,,,,,,,,,,,
440001,ビジトジ,93999,18194,False,1,,,,,,,,,,,,,,,,,,,,,,,
440054,9nine,208364,71756,False,1,,,,,,,,,,,,,,,,,,,,,,,
440118,SHAZNA,104734,31343,False,1,,,,,,,,,,,,,,,,,,,,,,,
440594,おもしろーず,21866,7176,False,0,,,,,,,,,,,,,,,,,,,,,,,
440814,瀬戸フィルハーモニー交響楽団,38870,9284,False,0,,,,,,,,,,,,,,,,,,,,,,,
440837,cune,59512,17946,False,1,,,,,,,,,,,,,,,,,,,,,,,
441142,りんご娘,212372,54745,False,1,,,,,,,,,,,,,,,,,,,,,,,
441266,TRF,228192,61656,False,1,,,,,,,,,,,,,,,,,,,,,,,
441471,ジョン・アンド・ヴァンゲリス,33642,9837,False,1,,,,,,,,,,,,,,,,,,,,,,,
441504,DROPS,90731,19504,False,1,,,,,,,,,,,,,,,,,,,,,,,
441519,NBC交響楽団,96765,46486,False,0,,,,,,,,,,,,,,,,,,,,,,,
441679,ダラス交響楽団,29454,8087,False,1,,,,,,,,,,,,,,,,,,,,,,,
441761,ジ・エキセントリック・オペラ,33153,8560,False,1,,,,,,,,,,,,,,,,,,,,,,,
442328,ナナムジカ,45463,14213,False,1,,,,,,,,,,,,,,,,,,,,,,,
442691,ノーナ・リーヴス,129863,47779,False,1,,,,,,,,,,,,,,,,,,,,,,,
442887,ロス・インディオス,45176,13346,False,1,,,,,,,,,,,,,,,,,,,,,,,
442955,MSC (音楽グループ),90312,26761,False,1,,,,,,,,,,,,,,,,,,,,,,,
443180,ブライト・アイズ,31031,9001,False,1,,,,,,,,,,,,,,,,,,,,,,,
443298,超世代軍,29419,8611,False,0,,,,,,,,,,,,,,,,,,,,,,,
443583,ビリケン (歌手),49489,17814,False,1,150,16,123,0,0,0,0,1,0,4,0,0,0,0,0,1,3,1,1,0,0,0,0
444023,敏いとうとハッピー&ブルー,58003,20349,False,1,,,,,,,,,,,,,,,,,,,,,,,
444647,ソーランはっぴぃず,51332,11762,False,1,,,,,,,,,,,,,,,,,,,,,,,
445038,エボリューション (プロレス),35041,11569,False,0,,,,,,,,,,,,,,,,,,,,,,,
445075,THINK TANK,57857,23342,False,1,,,,,,,,,,,,,,,,,,,,,,,
445181,FEEL SO BAD,53648,13158,False,1,,,,,,,,,,,,,,,,,,,,,,,
445191,にゅうおいらんず,37493,9973,False,0,,,,,,,,,,,,,,,,,,,,,,,
445449,ジャックス (バンド),48846,21597,False,1,,,,,,,,,,,,,,,,,,,,,,,
446086,ハイキングウォーキング,136046,39951,False,1,,,,,,,,,,,,,,,,,,,,,,,
446140,SWA (話芸集団),29330,8024,False,0,,,,,,,,,,,,,,,,,,,,,,,
446480,キャラヴァン,47221,14014,False,1,,,,,,,,,,,,,,,,,,,,,,,
446606,ブエナ・ビスタ・ソシアル・クラブ,56251,14505,False,1,,,,,,,,,,,,,,,,,,,,,,,
446613,さんだあず,23285,7070,False,0,,,,,,,,,,,,,,,,,,,,,,,
447425,春日三球・照代,51428,14394,False,1,,,,,,,,,,,,,,,,,,,,,,,
447542,ティーアップ,44628,12866,False,1,,,,,,,,,,,,,,,,,,,,,,,
447569,ダウン・タウン・ブギウギ・バンド,49130,15639,False,1,,,,,,,,,,,,,,,,,,,,,,,
447881,ドリーム・アカデミー,26909,7841,False,0,,,,,,,,,,,,,,,,,,,,,,,
448192,日本センチュリー交響楽団,59734,17142,False,1,,,,,,,,,,,,,,,,,,,,,,,
448506,ブロッサム (お笑いコンビ),25977,6934,False,0,,,,,,,,,,,,,,,,,,,,,,,
448621,スプラッシュ・キャンディー,40344,12434,False,1,,,,,,,,,,,,,,,,,,,,,,,
448688,The 3peace,24006,7325,False,1,,,,,,,,,,,,,,,,,,,,,,,
448748,X-GUN,174339,59171,False,1,,,,,,,,,,,,,,,,,,,,,,,
448975,あかぼし☆こぼし,43445,11193,False,1,,,,,,,,,,,,,,,,,,,,,,,
449483,胡喋蘭,91221,18226,False,1,,,,,,,,,,,,,,,,,,,,,,,
449504,ヴァニラ・ファッジ,91692,29647,False,1,,,,,,,,,,,,,,,,,,,,,,,
449884,THE つんくビ♂ト,54786,11918,False,1,,,,,,,,,,,,,,,,,,,,,,,
450053,ラーズ,39451,13729,False,1,,,,,,,,,,,,,,,,,,,,,,,
450173,四人囃子,58551,20632,False,1,,,,,,,,,,,,,,,,,,,,,,,
450590,GALNERYUS,134659,55563,False,1,,,,,,,,,,,,,,,,,,,,,,,
450731,ザ・ムーブ (バンド),52634,14500,False,0,,,,,,,,,,,,,,,,,,,,,,,
450765,クリード (バンド),53907,12708,False,1,,,,,,,,,,,,,,,,,,,,,,,
450843,ウィザード (バンド),41594,10140,False,0,,,,,,,,,,,,,,,,,,,,,,,
450969,ゲッターズ,28250,7309,False,1,,,,,,,,,,,,,,,,,,,,,,,
450982,SABOTEN,106520,35785,False,1,,,,,,,,,,,,,,,,,,,,,,,
451053,2 アンリミテッド,28009,8928,False,0,,,,,,,,,,,,,,,,,,,,,,,
451375,フィフス・ディメンション,60826,19180,False,1,,,,,,,,,,,,,,,,,,,,,,,
451544,Crack 6,62615,14155,False,1,,,,,,,,,,,,,,,,,,,,,,,
451561,Crack Z,31410,7253,False,0,,,,,,,,,,,,,,,,,,,,,,,
451807,カーディガンズ,50204,12768,False,1,,,,,,,,,,,,,,,,,,,,,,,
451852,AJISAI,55505,20449,False,1,,,,,,,,,,,,,,,,,,,,,,,
451999,VERSUS (お笑いコンビ),24532,7036,False,0,,,,,,,,,,,,,,,,,,,,,,,
452554,ブレーキング・ポイント,20685,5594,False,0,,,,,,,,,,,,,,,,,,,,,,,
452727,MONDO GROSSO,51351,13866,False,1,,,,,,,,,,,,,,,,,,,,,,,
452785,D.D.D,52888,11402,False,1,,,,,,,,,,,,,,,,,,,,,,,
452926,アカツキ.,45773,16515,False,1,,,,,,,,,,,,,,,,,,,,,,,
452967,アット・ヴァンス,32232,8237,False,1,,,,,,,,,,,,,,,,,,,,,,,
453188,サンダー (バンド),75967,41719,False,1,,,,,,,,,,,,,,,,,,,,,,,
453264,バーニング (プロレス),97675,21914,False,0,,,,,,,,,,,,,,,,,,,,,,,
453300,ナイス (バンド),44331,16544,False,1,,,,,,,,,,,,,,,,,,,,,,,
453317,アクア (バンド),48328,14589,False,1,,,,,,,,,,,,,,,,,,,,,,,
453592,ピストルモンキー(ズ),41399,12367,False,0,,,,,,,,,,,,,,,,,,,,,,,
453648,ヤドカリ (ミュージシャン),45925,13500,False,0,,,,,,,,,,,,,,,,,,,,,,,
453867,Prits,87407,18445,False,1,,,,,,,,,,,,,,,,,,,,,,,
453994,ハンマーフォール,50458,14309,False,1,,,,,,,,,,,,,,,,,,,,,,,
454034,インビシブルマンズデスベッド,32699,9771,False,0,,,,,,,,,,,,,,,,,,,,,,,
454148,にのうらご,32807,9564,False,1,,,,,,,,,,,,,,,,,,,,,,,
454474,イワイガワ,130816,30847,False,1,,,,,,,,,,,,,,,,,,,,,,,
454568,エレジー (バンド),31063,8875,False,1,,,,,,,,,,,,,,,,,,,,,,,
