page_id,title,html_file_size,text_file_size,is_disambiguation_page,infobox_count,num_annotations,分家,別名,名前の謂れ,国,大陸地域,家紋,家領,成立年,所属する人物,所属グループ,本拠地,民族,相続者,祖,祖の地位職業,種類,解散年,読み
329409,姉小路家,181115,14935,False,1,,,,,,,,,,,,,,,,,,,
329415,三木氏,29667,8116,False,0,,,,,,,,,,,,,,,,,,,
330437,等々力家,44042,13160,False,1,,,,,,,,,,,,,,,,,,,
330733,ユダ族,33177,8024,False,0,,,,,,,,,,,,,,,,,,,
332027,楢岡氏,28752,7851,False,0,,,,,,,,,,,,,,,,,,,
332743,土井氏,55170,15478,False,1,,,,,,,,,,,,,,,,,,,
334074,坂東平氏,35792,9342,False,1,,,,,,,,,,,,,,,,,,,
334651,在原氏,87820,9690,False,1,,,,,,,,,,,,,,,,,,,
336144,松平郷松平家,90391,12841,False,1,,,,,,,,,,,,,,,,,,,
337079,百済王氏,94065,18444,False,1,,,,,,,,,,,,,,,,,,,
338749,コルネリウス氏族,21685,6265,False,0,,,,,,,,,,,,,,,,,,,
339265,小弓公方,39319,14695,False,0,,,,,,,,,,,,,,,,,,,
343094,ヘロド系,74857,23788,False,0,,,,,,,,,,,,,,,,,,,
347190,バッハ家,60219,18454,False,0,,,,,,,,,,,,,,,,,,,
350915,クープラン家,24609,7918,False,0,,,,,,,,,,,,,,,,,,,
350925,ベンダ家,24247,6667,False,0,,,,,,,,,,,,,,,,,,,
350934,モーツァルト家,33073,9954,False,0,,,,,,,,,,,,,,,,,,,
350939,ワーグナー家,38092,12207,False,0,,,,,,,,,,,,,,,,,,,
356175,シュターミッツ家,21567,5964,False,0,,,,,,,,,,,,,,,,,,,
356188,プレトリウス家,23694,7260,False,0,21,0,6,1,2,0,0,0,1,8,0,0,0,0,0,0,1,1,1
356245,原氏,47779,13397,False,0,,,,,,,,,,,,,,,,,,,
357386,ナスルーラ系,65431,17447,False,0,,,,,,,,,,,,,,,,,,,
360582,中臣氏,29395,7409,False,1,50,7,2,0,1,0,0,0,0,4,12,1,0,0,3,0,19,0,1
362253,長野工藤氏,76636,11652,False,1,,,,,,,,,,,,,,,,,,,
364014,花山院家,176970,17675,False,1,244,19,0,1,1,0,1,8,0,185,7,1,0,3,6,0,9,0,3
364499,パウルス,24404,6336,False,0,,,,,,,,,,,,,,,,,,,
364633,近江源氏,37844,10147,False,1,97,23,0,0,1,0,1,3,2,29,11,14,0,0,3,0,9,0,1
373209,毛利氏 (源氏),37554,9520,False,0,,,,,,,,,,,,,,,,,,,
373210,毛利氏 (藤原氏),75655,9242,False,1,,,,,,,,,,,,,,,,,,,
374310,ロイド・ウェバー,21722,6159,True,0,,,,,,,,,,,,,,,,,,,
374867,筒井氏,104668,15083,False,1,,,,,,,,,,,,,,,,,,,
374900,木曾氏,265374,33257,False,2,,,,,,,,,,,,,,,,,,,
384075,金沢氏,34546,8797,False,0,,,,,,,,,,,,,,,,,,,
385937,京極家,20587,5941,True,0,,,,,,,,,,,,,,,,,,,
387041,六角家,78720,10652,False,2,,,,,,,,,,,,,,,,,,,
387422,甲斐氏,64264,13966,False,1,,,,,,,,,,,,,,,,,,,
387725,本多氏,442597,30857,False,1,,,,,,,,,,,,,,,,,,,
389183,伊作家,57669,8845,False,1,,,,,,,,,,,,,,,,,,,
389513,国分氏 (下総国),27558,7640,False,0,,,,,,,,,,,,,,,,,,,
391012,相州家,22892,6483,False,0,,,,,,,,,,,,,,,,,,,
391161,薩州家,46514,8045,False,0,,,,,,,,,,,,,,,,,,,
392644,豊州家,59687,8187,False,0,,,,,,,,,,,,,,,,,,,
394965,佐藤氏,203178,24905,False,0,,,,,,,,,,,,,,,,,,,
395982,香川氏,68674,15614,False,3,,,,,,,,,,,,,,,,,,,
396210,山内氏,143002,21011,False,2,,,,,,,,,,,,,,,,,,,
396211,土佐山内氏,163406,14842,False,1,,,,,,,,,,,,,,,,,,,
396558,総州家 (島津氏),33301,8856,False,0,44,1,0,1,0,0,0,0,0,24,6,4,0,0,3,4,0,0,1
396958,伊集院氏,50889,15720,False,1,,,,,,,,,,,,,,,,,,,
397530,御子左家,89372,10404,False,1,,,,,,,,,,,,,,,,,,,
397557,飛鳥井家,161215,14144,False,1,,,,,,,,,,,,,,,,,,,
397672,曾我氏,32613,8943,False,1,,,,,,,,,,,,,,,,,,,
397812,奥州家 (島津氏),26545,8206,False,0,,,,,,,,,,,,,,,,,,,
397890,矢来観世家,25544,8073,False,0,,,,,,,,,,,,,,,,,,,
399350,黒田氏,89760,24046,False,2,,,,,,,,,,,,,,,,,,,
399388,池田氏,543110,38898,False,3,,,,,,,,,,,,,,,,,,,
400699,九条流,33527,9938,False,0,,,,,,,,,,,,,,,,,,,
402443,種子島氏,90077,12458,False,1,,,,,,,,,,,,,,,,,,,
402552,伊予宇都宮氏,39673,8393,False,0,,,,,,,,,,,,,,,,,,,
402779,新納氏,53784,12016,False,1,,,,,,,,,,,,,,,,,,,
403080,朽網氏,35065,9228,False,0,,,,,,,,,,,,,,,,,,,
404701,麻生氏,78086,9788,False,1,79,0,1,0,2,0,1,1,1,48,12,6,0,0,2,0,4,0,1
404719,犬塚氏,62556,8340,False,0,,,,,,,,,,,,,,,,,,,
404737,今泉氏,31617,6805,False,0,,,,,,,,,,,,,,,,,,,
405527,文室氏,27043,6698,False,1,,,,,,,,,,,,,,,,,,,
406384,九州千葉氏,41153,10213,False,1,,,,,,,,,,,,,,,,,,,
407952,近藤氏,114869,11457,False,0,,,,,,,,,,,,,,,,,,,
407963,古庄氏,28222,7496,False,0,,,,,,,,,,,,,,,,,,,
407993,問註所氏,42608,10731,False,1,,,,,,,,,,,,,,,,,,,
408000,星野氏,32522,8518,False,1,,,,,,,,,,,,,,,,,,,
408063,大蔵氏 (豊後国),130391,17213,False,1,,,,,,,,,,,,,,,,,,,
409131,尚氏,26613,7741,True,0,,,,,,,,,,,,,,,,,,,
410949,長崎氏,110899,20869,False,1,151,0,0,1,1,0,1,1,0,103,12,4,0,0,18,3,5,1,1
412241,逸見氏,47934,12661,False,1,,,,,,,,,,,,,,,,,,,
412309,オルレアン家,207919,17001,False,0,,,,,,,,,,,,,,,,,,,
412897,橘氏 (筑後国),27789,7340,False,0,,,,,,,,,,,,,,,,,,,
415482,板倉氏,44398,12748,False,1,,,,,,,,,,,,,,,,,,,
416427,信濃源氏,28624,7943,False,0,,,,,,,,,,,,,,,,,,,
418010,バートリ家,33397,9137,False,0,,,,,,,,,,,,,,,,,,,
418304,武茂氏,63500,9568,False,0,,,,,,,,,,,,,,,,,,,
418309,松野氏,132787,12790,False,0,,,,,,,,,,,,,,,,,,,
418718,ソビエスキ家,27852,7702,False,0,25,0,5,0,2,0,0,0,0,9,0,0,0,0,2,1,3,1,2
419507,川上氏,58144,16041,False,2,,,,,,,,,,,,,,,,,,,
420522,式守家,65893,11925,False,0,,,,,,,,,,,,,,,,,,,
420560,久下氏,37521,10249,False,1,,,,,,,,,,,,,,,,,,,
422488,宍戸氏,299316,36153,False,2,,,,,,,,,,,,,,,,,,,
423310,比企氏,28031,8199,False,0,,,,,,,,,,,,,,,,,,,
424013,河内氏,42217,10769,False,1,,,,,,,,,,,,,,,,,,,
424027,熊谷氏,152677,34953,False,4,,,,,,,,,,,,,,,,,,,
424281,深溝松平家,94744,10731,False,1,,,,,,,,,,,,,,,,,,,
424663,猪苗代氏,57269,8391,False,0,72,3,0,0,1,0,0,0,0,53,10,1,0,0,2,0,1,0,1
426058,ゴンザーガ家,103740,11604,False,0,,,,,,,,,,,,,,,,,,,
427035,金光氏,45050,14464,False,1,,,,,,,,,,,,,,,,,,,
427089,佐久間氏,267358,20191,False,1,,,,,,,,,,,,,,,,,,,
429699,信濃村上氏,113919,30825,False,1,,,,,,,,,,,,,,,,,,,
430328,垣屋氏,45046,12634,False,0,,,,,,,,,,,,,,,,,,,
431274,松平氏,98795,28267,False,1,,,,,,,,,,,,,,,,,,,
432003,松田氏,87436,22099,False,0,,,,,,,,,,,,,,,,,,,
433425,木村家,66498,11826,False,0,,,,,,,,,,,,,,,,,,,
434053,加藤氏,263367,27039,False,2,,,,,,,,,,,,,,,,,,,
435887,小山氏,187472,46950,False,1,338,13,0,2,1,0,1,6,2,248,12,19,0,0,24,0,3,6,1
437673,岩松氏,75589,25191,False,1,,,,,,,,,,,,,,,,,,,
438800,田尻氏,45515,12953,False,3,,,,,,,,,,,,,,,,,,,
439676,穴山氏,89624,34770,False,1,,,,,,,,,,,,,,,,,,,
440677,福原氏,21214,6002,True,0,,,,,,,,,,,,,,,,,,,
440688,甲斐庄氏,46785,11326,False,1,,,,,,,,,,,,,,,,,,,
441181,仙台真田家,75240,10616,False,1,,,,,,,,,,,,,,,,,,,
442677,紀氏,136409,13719,False,1,,,,,,,,,,,,,,,,,,,
443695,阿部氏,21136,5959,True,0,,,,,,,,,,,,,,,,,,,
443718,津守氏,29881,7328,False,1,,,,,,,,,,,,,,,,,,,
448904,稲沢氏,63811,23371,False,1,,,,,,,,,,,,,,,,,,,
449026,千坂氏,34786,9531,False,0,,,,,,,,,,,,,,,,,,,
456111,フィリドール家,25498,8013,False,0,25,0,1,1,1,0,0,0,0,21,0,0,0,0,0,0,1,0,0
457615,大江氏,90649,12748,False,1,,,,,,,,,,,,,,,,,,,
458114,井上家,28076,8958,False,1,,,,,,,,,,,,,,,,,,,
458126,安井家,32958,9383,False,1,,,,,,,,,,,,,,,,,,,
458136,林家 (囲碁),29060,8312,False,1,,,,,,,,,,,,,,,,,,,
458302,大橋分家,34364,8945,False,1,,,,,,,,,,,,,,,,,,,
459024,越後北条氏,31412,8207,False,1,,,,,,,,,,,,,,,,,,,
460166,サウード家,44659,12060,False,0,,,,,,,,,,,,,,,,,,,
460404,寒河江氏,190514,33847,False,1,,,,,,,,,,,,,,,,,,,
460470,廿楽氏,27505,8229,False,0,,,,,,,,,,,,,,,,,,,
460754,高氏,82230,11467,False,1,111,22,0,1,2,0,1,0,0,72,3,2,0,0,3,1,3,0,1
461625,伊王野氏,93056,11206,False,1,,,,,,,,,,,,,,,,,,,
462565,キャンベル氏族,28407,8095,False,0,,,,,,,,,,,,,,,,,,,
462932,大石氏,40042,10005,False,1,,,,,,,,,,,,,,,,,,,
463560,安田氏,53400,13357,False,3,,,,,,,,,,,,,,,,,,,
463574,那波氏,56524,15472,False,1,,,,,,,,,,,,,,,,,,,
463587,長井氏,106021,19294,False,2,,,,,,,,,,,,,,,,,,,
463923,土師氏,38244,10259,False,1,,,,,,,,,,,,,,,,,,,
463938,水走氏,31905,10057,False,1,,,,,,,,,,,,,,,,,,,
464461,二階堂氏,119204,17509,False,1,,,,,,,,,,,,,,,,,,,
464824,横山党,44948,11769,False,0,136,57,2,1,0,0,0,3,0,51,3,13,0,0,4,0,1,0,1
465740,坂氏,21032,6018,True,0,,,,,,,,,,,,,,,,,,,
465801,岩倉家,81219,11482,False,1,,,,,,,,,,,,,,,,,,,
466584,楠木氏,74364,16579,False,1,,,,,,,,,,,,,,,,,,,
466592,三河安藤氏,35657,9695,False,0,,,,,,,,,,,,,,,,,,,
466654,美濃安藤氏,73626,7754,False,0,,,,,,,,,,,,,,,,,,,
466662,安藤氏,49958,13241,False,0,,,,,,,,,,,,,,,,,,,
466754,福田氏,59510,15718,False,3,,,,,,,,,,,,,,,,,,,
466932,稲葉氏,133061,10574,False,1,,,,,,,,,,,,,,,,,,,
466980,浅野氏,234905,15562,False,1,,,,,,,,,,,,,,,,,,,
466983,蜂須賀氏,240736,18747,False,1,,,,,,,,,,,,,,,,,,,
467092,長野氏,21682,6252,True,0,,,,,,,,,,,,,,,,,,,
470165,喜連川氏,61040,12497,False,1,,,,,,,,,,,,,,,,,,,
470298,秦氏,82593,21077,False,1,191,69,0,1,4,0,0,0,0,52,2,37,5,0,8,1,7,0,5
470301,惟宗氏,36206,8486,False,1,,,,,,,,,,,,,,,,,,,
473139,醍醐家,84332,13471,False,1,,,,,,,,,,,,,,,,,,,
474065,広幡家,81338,11790,False,1,,,,,,,,,,,,,,,,,,,
475257,菊亭家,89480,12605,False,1,,,,,,,,,,,,,,,,,,,
475271,大炊御門家,140157,13352,False,1,,,,,,,,,,,,,,,,,,,
475285,中院家,126667,15679,False,1,,,,,,,,,,,,,,,,,,,
475459,山科家,84199,11469,False,1,,,,,,,,,,,,,,,,,,,
475467,滋野井家,100997,12653,False,1,,,,,,,,,,,,,,,,,,,
475704,横瀬氏,48187,14134,False,0,,,,,,,,,,,,,,,,,,,
477545,加治氏,37633,8583,False,1,,,,,,,,,,,,,,,,,,,
479166,中山家,133289,12728,False,1,,,,,,,,,,,,,,,,,,,
480047,三宅氏,171143,23949,False,0,,,,,,,,,,,,,,,,,,,
480708,坊城家,107651,12644,False,1,,,,,,,,,,,,,,,,,,,
481975,東久世家,55620,9923,False,1,,,,,,,,,,,,,,,,,,,
482046,奥州管領,27517,8929,False,0,,,,,,,,,,,,,,,,,,,
483036,石塔氏,34066,9146,False,1,,,,,,,,,,,,,,,,,,,
483215,石橋氏,50423,13579,False,1,,,,,,,,,,,,,,,,,,,
487724,賀茂氏,43438,12203,False,0,,,,,,,,,,,,,,,,,,,
489027,大和源氏,65003,9245,False,1,,,,,,,,,,,,,,,,,,,
490362,坂上氏,99746,22035,False,1,310,37,6,0,0,0,0,9,0,228,4,15,0,0,5,0,5,0,1
490450,大岡氏,149385,17232,False,1,,,,,,,,,,,,,,,,,,,
490460,高麗氏,54632,12242,False,1,,,,,,,,,,,,,,,,,,,
490583,東漢氏,49153,13615,False,1,109,34,7,1,0,0,0,0,0,29,21,1,1,0,6,0,8,0,1
491948,工藤氏,124278,17380,False,1,,,,,,,,,,,,,,,,,,,
492011,末吉氏,29924,8329,False,1,,,,,,,,,,,,,,,,,,,
493795,万里小路家,119265,14732,False,1,,,,,,,,,,,,,,,,,,,
500166,グッゲンハイム家,27120,6751,False,0,,,,,,,,,,,,,,,,,,,
501270,室町家,108252,12929,False,1,,,,,,,,,,,,,,,,,,,
502795,大河内氏,183236,15240,False,0,,,,,,,,,,,,,,,,,,,
505383,壬生家,145020,21896,False,2,,,,,,,,,,,,,,,,,,,
505406,広橋家,114547,12018,False,1,,,,,,,,,,,,,,,,,,,
505544,赤星氏,66161,8808,False,0,,,,,,,,,,,,,,,,,,,
505556,隈部氏,37671,9687,False,1,,,,,,,,,,,,,,,,,,,
505559,城氏,21211,6064,True,0,,,,,,,,,,,,,,,,,,,
505578,西郷氏,190860,23013,False,0,,,,,,,,,,,,,,,,,,,
506009,白河結城氏,214395,18603,False,0,152,22,4,1,1,0,0,5,1,104,2,7,0,0,3,0,1,0,1
506156,清閑寺家,88672,10853,False,1,,,,,,,,,,,,,,,,,,,
506213,白河氏,25994,7156,True,0,,,,,,,,,,,,,,,,,,,
506839,葉室家,146718,15287,False,1,,,,,,,,,,,,,,,,,,,
507207,正親町家,104691,12417,False,1,,,,,,,,,,,,,,,,,,,
508992,小倉家,84783,10160,False,1,,,,,,,,,,,,,,,,,,,
509025,園家,122787,12119,False,1,139,6,0,0,2,0,2,1,1,97,10,1,0,1,3,1,13,0,1
509063,中御門家,126771,12701,False,1,,,,,,,,,,,,,,,,,,,
509080,日野西家,67846,9806,False,1,,,,,,,,,,,,,,,,,,,
509470,東条松平家,60882,12285,False,0,,,,,,,,,,,,,,,,,,,
510420,佐野氏,156903,21996,False,1,,,,,,,,,,,,,,,,,,,
512650,三河松井氏,52488,16685,False,0,,,,,,,,,,,,,,,,,,,
514526,橋本家,100823,12019,False,1,,,,,,,,,,,,,,,,,,,
516754,清水谷家,99098,10451,False,1,,,,,,,,,,,,,,,,,,,
519957,四条家,156054,15920,False,1,,,,,,,,,,,,,,,,,,,
520811,阿野家,125715,14439,False,1,,,,,,,,,,,,,,,,,,,
523763,朽木氏,116005,11616,False,1,,,,,,,,,,,,,,,,,,,
524427,清洲三奉行,50314,12323,False,0,,,,,,,,,,,,,,,,,,,
525179,ヴェルフ家,328834,29781,False,0,,,,,,,,,,,,,,,,,,,
525390,丹羽氏,184845,15203,False,2,,,,,,,,,,,,,,,,,,,
525397,柳原家,122821,13907,False,1,,,,,,,,,,,,,,,,,,,
525802,中村氏,32905,8739,False,0,,,,,,,,,,,,,,,,,,,
527689,九鬼氏,150342,15823,False,1,,,,,,,,,,,,,,,,,,,
528227,日下部氏,30894,8097,False,1,,,,,,,,,,,,,,,,,,,
528576,正木氏,20902,6023,True,0,,,,,,,,,,,,,,,,,,,
528940,柴田氏,165224,25921,False,12,,,,,,,,,,,,,,,,,,,
530172,滝川氏,228967,16257,False,1,,,,,,,,,,,,,,,,,,,
531384,櫛引氏,37991,9665,False,0,,,,,,,,,,,,,,,,,,,
533175,安井氏,27599,7727,False,0,,,,,,,,,,,,,,,,,,,
533951,相模三浦氏,42523,12519,False,0,,,,,,,,,,,,,,,,,,,
534576,多胡家家訓,18702,5402,False,0,,,,,,,,,,,,,,,,,,,
535022,筑豊御三家,29184,8161,False,0,,,,,,,,,,,,,,,,,,,
536116,山田氏,62133,11015,False,0,,,,,,,,,,,,,,,,,,,
539173,松本家,24162,7626,False,0,,,,,,,,,,,,,,,,,,,
541667,武藤氏,32835,6974,False,0,,,,,,,,,,,,,,,,,,,
541823,足利氏 (藤原氏),57485,12138,False,1,,,,,,,,,,,,,,,,,,,
543660,林氏,212384,18596,False,4,,,,,,,,,,,,,,,,,,,
543778,蜷川氏,33853,8568,False,1,,,,,,,,,,,,,,,,,,,
548168,佐々氏,48823,12036,False,1,,,,,,,,,,,,,,,,,,,
551245,蒲生氏,172243,14344,False,2,,,,,,,,,,,,,,,,,,,
552720,成田氏,95942,16695,False,1,167,0,2,1,2,0,1,3,1,128,11,10,0,0,2,0,5,0,1
553135,グレイシー一族,31964,8332,False,0,,,,,,,,,,,,,,,,,,,
553185,村国氏,29813,9819,False,0,,,,,,,,,,,,,,,,,,,
554636,上総氏,57558,12581,False,1,,,,,,,,,,,,,,,,,,,
556669,安富氏,32508,10713,False,0,,,,,,,,,,,,,,,,,,,
557162,鎌倉氏,54673,12505,False,1,,,,,,,,,,,,,,,,,,,
560362,御手洗氏,23769,6026,False,0,,,,,,,,,,,,,,,,,,,
560752,房総平氏,53576,17257,False,0,,,,,,,,,,,,,,,,,,,
562903,梶原氏,42094,11225,False,1,,,,,,,,,,,,,,,,,,,
564421,藤堂氏,244100,14708,False,1,,,,,,,,,,,,,,,,,,,
565083,鳥居氏,107783,13631,False,2,,,,,,,,,,,,,,,,,,,
565621,堀口氏,49205,11677,False,1,,,,,,,,,,,,,,,,,,,
566722,保科氏,123021,14070,False,1,,,,,,,,,,,,,,,,,,,
567427,堀田氏,55753,16265,False,0,,,,,,,,,,,,,,,,,,,
568057,秩父氏,120650,22112,False,1,,,,,,,,,,,,,,,,,,,
569543,堀氏,204342,16957,False,0,,,,,,,,,,,,,,,,,,,
571545,針生氏,20459,5804,False,0,,,,,,,,,,,,,,,,,,,
575723,小倉宮,45546,11295,False,1,,,,,,,,,,,,,,,,,,,
575958,馬加氏,31133,8189,False,1,,,,,,,,,,,,,,,,,,,
576023,全州李氏,37328,10671,False,1,,,,,,,,,,,,,,,,,,,
576348,玉川宮,51230,12555,False,1,,,,,,,,,,,,,,,,,,,
578120,カラジョルジェヴィチ家,72787,11031,False,0,,,,,,,,,,,,,,,,,,,
590117,第一尚氏,68785,16722,False,1,,,,,,,,,,,,,,,,,,,
590138,第二尚氏,114505,15601,False,1,,,,,,,,,,,,,,,,,,,
598212,イブラン家,180212,16752,False,0,,,,,,,,,,,,,,,,,,,
598384,葛城氏,104440,18634,False,1,,,,,,,,,,,,,,,,,,,
599067,深谷上杉家,47500,7241,False,0,,,,,,,,,,,,,,,,,,,
599582,尾張氏,38161,9107,False,2,,,,,,,,,,,,,,,,,,,
601820,ナッサウ家,322933,29103,False,0,285,25,1,0,14,1,0,4,0,223,4,3,0,0,5,3,2,0,0
603499,額戸氏,22954,5900,False,0,25,7,4,1,0,0,0,4,0,1,2,4,0,0,1,0,0,0,1
604633,土持氏,62090,25245,False,0,,,,,,,,,,,,,,,,,,,
606294,大道寺氏,86231,9731,False,1,,,,,,,,,,,,,,,,,,,
606408,成瀬氏,98002,12167,False,1,,,,,,,,,,,,,,,,,,,
607153,原田氏,38431,9465,False,1,,,,,,,,,,,,,,,,,,,
610231,王氏,59156,14366,False,1,,,,,,,,,,,,,,,,,,,
611376,牧野氏,33954,9878,True,0,,,,,,,,,,,,,,,,,,,
611387,三河牧野氏,85297,38065,False,0,,,,,,,,,,,,,,,,,,,
612578,柏山氏,34653,8245,False,1,,,,,,,,,,,,,,,,,,,
614384,青木氏,98423,9225,False,1,,,,,,,,,,,,,,,,,,,
619431,和珥氏,38861,10720,False,1,,,,,,,,,,,,,,,,,,,
619601,カトー,21951,6107,False,0,11,0,3,0,1,0,0,0,1,4,2,0,0,0,0,0,0,0,0
620459,稗田氏,29049,7754,False,0,,,,,,,,,,,,,,,,,,,
621354,ヴェッティン家,133722,14130,False,0,,,,,,,,,,,,,,,,,,,
622311,ルクセンブルク家,132801,18515,False,0,,,,,,,,,,,,,,,,,,,
622630,川野辺氏,58853,18147,False,0,,,,,,,,,,,,,,,,,,,
625945,立川氏,25035,7378,False,0,22,1,3,0,0,0,0,0,0,1,5,7,0,0,1,0,1,1,2
628600,息長氏,38621,9546,False,1,,,,,,,,,,,,,,,,,,,
629612,ヴァロワ家,155920,15626,False,0,,,,,,,,,,,,,,,,,,,
631019,バッテンベルク家,81992,10208,False,1,,,,,,,,,,,,,,,,,,,
631192,春日氏,44191,9698,False,2,,,,,,,,,,,,,,,,,,,
638601,察度王統,36057,8141,False,0,9,0,0,0,1,0,0,0,1,2,0,1,0,0,1,0,1,1,1
638634,越前家 (島津氏),40394,12550,False,0,,,,,,,,,,,,,,,,,,,
639097,明氏亀谷家,34197,11704,False,1,,,,,,,,,,,,,,,,,,,
648529,松井氏,51302,17746,False,0,,,,,,,,,,,,,,,,,,,
660769,オルロフ家,65117,22879,False,0,,,,,,,,,,,,,,,,,,,
661117,公孫氏 (遼東),36872,9986,False,0,,,,,,,,,,,,,,,,,,,
661221,柳生氏,110121,16707,False,1,,,,,,,,,,,,,,,,,,,
661500,夏侯氏,32789,8601,False,1,62,0,4,0,9,0,0,0,0,25,6,8,0,0,1,1,3,0,5
661545,司馬氏,35958,10230,False,1,,,,,,,,,,,,,,,,,,,
666735,庄氏,148713,42590,False,0,,,,,,,,,,,,,,,,,,,
667075,赤井氏,21828,6116,True,0,,,,,,,,,,,,,,,,,,,
667900,東儀家,30724,7611,False,1,,,,,,,,,,,,,,,,,,,
670491,平群氏,37161,8369,False,1,,,,,,,,,,,,,,,,,,,
670543,巨勢氏,73184,9926,False,1,101,3,7,0,0,0,0,0,0,68,2,3,0,0,3,0,14,0,1
671069,三河真木氏,65505,29081,False,0,,,,,,,,,,,,,,,,,,,
673217,大庭氏,47570,11267,False,1,,,,,,,,,,,,,,,,,,,
674303,野瀬氏,31920,11793,False,0,,,,,,,,,,,,,,,,,,,
674312,疋田氏 (牧野家重臣),26577,8977,False,0,,,,,,,,,,,,,,,,,,,
675284,児玉氏,74969,18226,False,2,56,15,0,0,2,0,1,2,0,16,6,3,0,0,3,0,5,2,1
679539,俣野氏,31645,8202,False,1,,,,,,,,,,,,,,,,,,,
682250,稲毛氏,26456,7265,False,0,,,,,,,,,,,,,,,,,,,
682251,榛谷氏,29566,7719,False,1,,,,,,,,,,,,,,,,,,,
682255,河崎氏,32638,9059,False,0,,,,,,,,,,,,,,,,,,,
682257,渋谷氏,63369,10839,False,0,,,,,,,,,,,,,,,,,,,
682261,豊島氏,88660,27306,False,1,,,,,,,,,,,,,,,,,,,
682268,江戸氏,192577,41110,False,2,,,,,,,,,,,,,,,,,,,
682652,高山氏,40598,11449,False,0,,,,,,,,,,,,,,,,,,,
683917,公孫氏,29532,7278,False,1,,,,,,,,,,,,,,,,,,,
685261,坪内氏,75033,22433,False,0,,,,,,,,,,,,,,,,,,,
685983,文徳源氏,115921,11222,False,1,,,,,,,,,,,,,,,,,,,
688801,エッケハルディン家,45329,15847,False,0,,,,,,,,,,,,,,,,,,,
688928,大掾氏,70977,22054,False,1,,,,,,,,,,,,,,,,,,,
698119,佐伯氏,39122,10324,False,1,,,,,,,,,,,,,,,,,,,
700311,甲賀五十三家,33504,8914,False,0,,,,,,,,,,,,,,,,,,,
700318,甲賀二十一家,27075,6929,False,0,,,,,,,,,,,,,,,,,,,
704386,堀内家,23672,7628,False,0,,,,,,,,,,,,,,,,,,,
704681,小代氏,36789,9884,False,1,,,,,,,,,,,,,,,,,,,
704740,本庄氏,50943,14700,False,0,,,,,,,,,,,,,,,,,,,
706684,四方田氏,32368,9864,False,0,,,,,,,,,,,,,,,,,,,
725484,アマティ,23714,7057,False,0,,,,,,,,,,,,,,,,,,,
726106,擬宝珠家,90740,41548,False,0,,,,,,,,,,,,,,,,,,,
730972,厚東氏,228557,18924,False,1,,,,,,,,,,,,,,,,,,,
732856,サーラール・ジャング,27416,7397,False,0,,,,,,,,,,,,,,,,,,,
736881,摂津有馬氏,57743,15654,False,1,,,,,,,,,,,,,,,,,,,
737740,秋篠宮,53414,9586,False,2,,,,,,,,,,,,,,,,,,,
739713,花町宮,41191,8661,False,1,,,,,,,,,,,,,,,,,,,
740840,十河氏,89352,11309,False,1,,,,,,,,,,,,,,,,,,,
743594,藤林氏,27893,7617,False,0,,,,,,,,,,,,,,,,,,,
745256,中条氏,134028,14440,False,2,,,,,,,,,,,,,,,,,,,
746964,朝比奈氏,60274,8812,False,1,75,10,0,0,2,0,1,0,0,43,7,3,0,0,5,0,3,0,1
747341,朝日氏,26630,6951,False,0,,,,,,,,,,,,,,,,,,,
747381,江上氏,34541,11094,False,0,,,,,,,,,,,,,,,,,,,
747605,向氏,32758,9472,False,0,,,,,,,,,,,,,,,,,,,
748701,犬懸上杉家,71893,8476,False,0,,,,,,,,,,,,,,,,,,,
749869,品川氏,80678,19688,False,4,,,,,,,,,,,,,,,,,,,
752332,岡部氏,27007,7433,True,0,,,,,,,,,,,,,,,,,,,
752625,岡部氏 (藤原南家),77838,9825,False,1,110,1,0,0,2,0,1,0,0,89,2,3,0,0,2,0,9,0,1
752649,ハプスブルク＝ロートリンゲン家,551075,45166,False,0,,,,,,,,,,,,,,,,,,,
755361,江馬氏,55151,11166,False,1,,,,,,,,,,,,,,,,,,,
755973,サーニー家,50498,14017,False,0,,,,,,,,,,,,,,,,,,,
756650,榊原氏,155390,20489,False,2,,,,,,,,,,,,,,,,,,,
758106,仁木氏,149787,16106,False,1,,,,,,,,,,,,,,,,,,,
758934,福島氏,90647,11491,False,1,,,,,,,,,,,,,,,,,,,
759073,波多氏 (古代),61258,15216,False,7,,,,,,,,,,,,,,,,,,,
759599,奥平氏,102826,11817,False,1,,,,,,,,,,,,,,,,,,,
762896,長江氏,28502,7548,False,1,,,,,,,,,,,,,,,,,,,
762935,秋山氏,50741,14865,False,0,,,,,,,,,,,,,,,,,,,
762938,河越氏,90440,19269,False,1,,,,,,,,,,,,,,,,,,,
763035,大田原氏,91840,15336,False,1,,,,,,,,,,,,,,,,,,,
763184,跡部氏,35399,11622,False,0,37,0,0,0,1,0,0,1,0,25,3,5,0,0,0,0,1,0,1
766771,色部氏,30360,7162,False,0,,,,,,,,,,,,,,,,,,,
766814,米良氏,106994,9096,False,0,,,,,,,,,,,,,,,,,,,
766985,カポネ家,22878,7625,False,0,,,,,,,,,,,,,,,,,,,
767684,茨木氏,27067,7234,False,1,,,,,,,,,,,,,,,,,,,
767702,平手氏,33117,8408,False,1,,,,,,,,,,,,,,,,,,,
768073,大久保氏,179702,16677,False,1,,,,,,,,,,,,,,,,,,,
